manifest,job,host,gpu,julia,cuda,blas_threads,seed,policy,strategy,precision,P,lh,n,ell,window_classes,fit,note,n_cells,n_nodes,nodes_per_level,routes,routes_per_level,n_direct,nonempty_classes,max_class,mean_class,class_p50,class_p90,construction_ms,persistent_device_bytes,peak_device_bytes,grid_ms,occupancy_ms,direct_gen_ms,route_gen_ms,groups_ms,b2m_ms,m2m_ms,m2l_ms,m2l_per_level,l2l_ms,l2b_ms,full_step_ms,m2l_device_alloc_bytes,step_device_alloc_bytes,full_step_host_alloc_bytes,route_uploads,operator_uploads,body_uploads,metadata_downloads,expansion_host_copies,err_potential,err_gradient
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,concat,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,1153614,1153614,834486,0,0,0.0,0.0,0.0,12.867657,637534208,740294656,NaN,NaN,NaN,NaN,NaN,0.15542400069534779,0.7686079479753971,5.380319897085428,,0.7612479967065156,0.4009279946330935,11.720592,720,165732,4936544,2,1,9,27,0,6.899712107211187e-9,5.743020833892665e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,factored,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,1153614,1153614,834486,17038,299,67.70829909613805,44.0,173.0,19.908196,402653184,471859200,NaN,NaN,NaN,NaN,NaN,0.15657598851248622,0.7800639723427594,5.269728135317564,,0.7596160285174847,0.3952000115532428,11.718688,0,165012,4937344,2,1,9,27,0,6.899712134966762e-9,5.743020833753887e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,precomputed_y,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,1153614,1153614,834486,17038,299,67.70829909613805,44.0,173.0,98.302085,402653184,471859200,NaN,NaN,NaN,NaN,NaN,0.15590399561915547,0.7758719730190933,3.3173440024256706,,0.7550079608336091,0.3977919986937195,10.052536,0,165012,4883680,2,1,9,27,0,6.8997121210889745e-9,5.743020833892665e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,dense,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,1153614,1153614,834486,17038,299,67.70829909613805,44.0,173.0,1159.81198,503316480,572522496,NaN,NaN,NaN,NaN,NaN,0.1552640023874119,0.780416012275964,1.2130880495533347,,0.7586560095660388,0.40035200072452426,8.149087,0,165012,4442272,2,1,9,27,0,6.8997121210889745e-9,5.74302083417022e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,concat,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,596894,752 122616 473526,106964,3644,551,163.8018660812294,117.0,425.0,5.750828,67108864,169869312,0.737877,0.02334,0.103253,73.326186,0.052106,0.15600000915583223,0.7579840021207929,302.7256429195404,29.360477 134.415781 134.718289,0.793568033259362,0.1763199979905039,298.465056,88960,90684,55993568,2,2,11,33,0,6.963864834508282e-7,2.5461597385235957e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,factored,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,596894,752 122616 473526,106964,3644,551,163.8018660812294,117.0,425.0,5.724353,67108864,169869312,0.724903,0.022861,0.108002,73.598567,0.055148,0.15638400509487838,0.7524160319007933,302.6069402694702,29.485234 134.527816 134.892281,0.7862079655751586,0.17513599595986307,300.975748,88960,90684,55993632,2,2,11,33,0,6.963864834508282e-7,2.5461597385235957e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,precomputed_y,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,596894,752 122616 473526,106964,3644,551,163.8018660812294,117.0,425.0,9.519218,33554432,102760448,0.775345,0.021503,0.101659,65.971934,0.055202,0.15545600035693496,0.7819200400263071,92.72310882806778,15.548472 38.412967 38.261092,0.7991039892658591,0.17686399223748595,98.72468500000001,13920,15644,22486224,2,2,11,33,0,6.963864834508282e-7,2.5461597385235957e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,dense,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,596894,752 122616 473526,106964,3644,551,163.8018660812294,117.0,425.0,77.683051,33554432,102760448,0.730561,0.022023,0.101702,68.931205,0.051325,0.15564799832645804,0.7737280102446675,72.80322909355164,14.434422 30.007755 74.937716,0.8032960467971861,0.17459200171288103,81.404537,13920,15644,14542192,2,2,11,33,0,6.963864834508282e-7,2.5461597385249835e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,concat,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,147952,3096 43520 101336,18944,948,671,156.06751054852322,101.5,509.0,7.016925,33554432,136314880,0.725205,0.022753,0.104218,13.872919,0.053097,0.15564799832645804,0.7582079851999879,69.6859210729599,21.423831 24.07875 24.020688,0.7868480170145631,0.16211200272664428,79.74429099999999,21488,22376,16779232,2,2,11,33,0,3.399620475381948e-5,0.000663841147687777
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,factored,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,147952,3096 43520 101336,18944,948,671,156.06751054852322,101.5,509.0,4.789739,33554432,136314880,0.721613,0.022233,0.095977,13.802471,0.049915,0.15580799663439393,0.7609919994138181,75.78077167272568,21.313718 23.952506 23.92195,0.7917119655758142,0.16233600035775453,79.888492,21488,22376,16779232,2,2,11,33,0,3.399620475383336e-5,0.000663841147687777
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,precomputed_y,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,147952,3096 43520 101336,18944,948,671,156.06751054852322,101.5,509.0,5.697195,33554432,102760448,0.654537,0.019927,0.095708,12.831057,0.049286,0.1558719959575683,0.7763520115986466,19.088096916675568,5.386032 7.389797 7.366399,0.773984007537365,0.1630080078030005,25.292555,2528,3416,8315936,2,2,11,33,0,3.399620475381948e-5,0.000663841147687777
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,dense,Float64,4,false,2000,4,4,true,,1410,1929,1 8 64 446 1410,147952,3096 43520 101336,18944,948,671,156.06751054852322,101.5,509.0,17.830525,33554432,102760448,0.668894,0.018771,0.096596,12.714327,0.04657,0.15596799494232982,0.7769599906168878,13.580191880464554,3.38702 5.391743 5.323108,0.7664639852009714,0.16211200272664428,20.364819,2528,3416,6249088,2,2,11,33,0,3.399620475381948e-5,0.0006638411476877354
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,concat,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,3259174,3259174,392747,0,0,0.0,0.0,0.0,45.297161,671088640,740294656,NaN,NaN,NaN,NaN,NaN,0.096160001703538,0.9622719953767955,15.188575722277164,,0.9466239716857672,0.15961600001901388,44.836953,2000,1871764,9922096,2,1,9,27,0,2.620881414672205e-9,3.481927013165506e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,factored,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,3259174,3259174,392747,138842,138,23.47397761484277,14.0,60.0,123.958807,503316480,572522496,NaN,NaN,NaN,NaN,NaN,0.09577599848853424,0.9806399466469884,14.762559905648232,,0.9519680170342326,0.15980799798853695,44.927474000000004,0,1869764,10100816,2,1,9,27,0,2.620881386916629e-9,3.4819270131243064e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,precomputed_y,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,3259174,3259174,392747,138842,138,23.47397761484277,14.0,60.0,2584.831152,536870912,639631360,NaN,NaN,NaN,NaN,NaN,0.09638399933464825,0.9783679852262139,9.385503828525543,,0.9536640136502683,0.15567999798804522,39.553662,0,1869764,9787072,2,1,9,27,0,2.620881386916629e-9,3.4819270131936954e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,dense,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,3259174,3259174,392747,138842,138,23.47397761484277,14.0,60.0,10253.428369,1610612736,1679818752,NaN,NaN,NaN,NaN,NaN,0.0958399978117086,0.9796159574761987,3.341664094477892,,0.9534400305710733,0.1582080003572628,33.540416,0,1869764,8700528,2,1,9,27,0,2.6208813730388414e-9,3.481927013148159e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,concat,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,767168,752 122616 473526 170274,31247,5384,551,142.49034175334324,114.0,392.0,5.975221,67108864,169869312,0.766648,0.021945,0.110019,102.229068,0.060242,0.0976960000116378,2.0944641437381506,437.7860426902771,28.995791 132.275013 132.538001 131.71233,0.9702399838715792,0.10067199764307588,442.138213,137680,139932,82331008,2,2,11,33,0,6.900805543802457e-7,3.301531231021584e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,factored,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,767168,752 122616 473526 170274,31247,5384,551,142.49034175334324,114.0,392.0,6.156554,67108864,169869312,0.781284,0.022822,0.130313,105.882148,0.064452,0.09772799967322499,0.9902080055326223,437.5320076942444,29.009244 143.357325 141.032904 131.713191,0.9684480028226972,0.10060799831990153,447.717663,137680,139932,82331008,2,2,11,33,0,6.900805543802457e-7,3.3015312310222776e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,precomputed_y,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,767168,752 122616 473526 170274,31247,5384,551,142.49034175334324,114.0,392.0,10.55697,33554432,102760448,0.831676,0.021698,0.127309,101.307517,0.071793,0.09689600119600073,1.0072320001199841,137.71580159664154,15.885649 39.820716 50.951895 39.883319,1.0104639222845435,0.10080000356538221,140.218477,27840,30092,33280272,2,2,11,33,0,6.900805543802457e-7,3.301531231021584e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,dense,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,767168,752 122616 473526 170274,31247,5384,551,142.49034175334324,114.0,392.0,81.999147,33554432,102760448,0.797327,0.028559,0.103443,155.709817,0.067872,0.09600000339560211,0.9721599635668099,102.036252617836,14.500079 91.901923 28.454286 28.350135,1.000127987936139,0.10124800610356033,117.480745,27840,30092,21689200,2,2,11,33,0,6.900805543802457e-7,3.301531231022104e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,concat,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,177640,3096 43520 101336 29688,6493,1264,671,140.5379746835443,93.5,280.0,4.92649,33554432,136314880,0.753837,0.021935,0.104626,19.203057,0.061269,0.0958399978117086,0.9518719743937254,94.17686611413956,21.463769 24.111289 23.961552 23.993493,0.9911040542647243,0.09990399848902598,108.61270300000001,30336,31452,23769504,2,2,11,33,0,3.4004634667864075e-5,0.0012642345850528494
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,factored,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,177640,3096 43520 101336 29688,6493,1264,671,140.5379746835443,93.5,280.0,4.990347,33554432,136314880,0.751053,0.025134,0.107138,21.061252,0.060905,0.09577599848853424,0.9513279655948281,94.30938214063644,21.451916 24.166966 34.460658 24.104402,0.9853120427578688,0.0998719988274388,108.635338,30336,31452,23769504,2,2,11,33,0,3.4004634667864075e-5,0.0012642345850528702
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,precomputed_y,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,177640,3096 43520 101336 29688,6493,1264,671,140.5379746835443,93.5,280.0,5.943788,33554432,102760448,0.708724,0.020239,0.10625,17.95666,0.060548,0.09654399764258415,0.9741439716890454,26.049695909023285,5.416655 7.492938 7.439729 7.439173,0.9673280292190611,0.0991039996733889,36.599984,5056,6172,12485504,2,2,11,33,0,3.4004634667864075e-5,0.0012642345850528633
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,dense,Float64,4,false,2000,5,4,true,,1911,3840,1 8 64 446 1410 1911,177640,3096 43520 101336 29688,6493,1264,671,140.5379746835443,93.5,280.0,18.075294,33554432,102760448,0.704961,0.02275,0.095262,17.803646,0.064635,0.09743999544298276,0.9760640095919371,18.938368186354637,3.411626 5.448682 5.390937 5.393844,0.9999360190704465,0.09942399628926069,28.860368,5056,6172,9756320,2,2,11,33,0,3.4004634667864075e-5,0.0012642345850528633
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,concat,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,36100,36100,224000,0,0,0.0,0.0,0.0,5.981421,335544320,404750336,NaN,NaN,NaN,NaN,NaN,2.4868480395525694,0.5765759851783514,0.2517760149203241,,0.571392010897398,7.8960321843624115,13.117698,80,7448,1733312,2,1,9,27,0,2.6475286685201382e-8,7.661119362858959e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,factored,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,36100,36100,224000,1630,48,22.14723926380368,21.0,41.0,6.085351,67108864,136314880,NaN,NaN,NaN,NaN,NaN,2.5120640639215708,0.5883200210519135,0.20412799494806677,,0.5711039993911982,7.8598083928227425,13.205438,0,7368,1616864,2,1,9,27,0,2.647528664356802e-8,7.661119362997737e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,precomputed_y,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,36100,36100,224000,1630,48,22.14723926380368,21.0,41.0,8.43573,67108864,136314880,NaN,NaN,NaN,NaN,NaN,2.4913600645959377,0.5838079960085452,0.13404799392446876,,0.5725760129280388,7.9307518899440765,13.069323,0,7368,1701392,2,1,9,27,0,2.6475286685201382e-8,7.661119363067126e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,dense,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,36100,36100,224000,1630,48,22.14723926380368,21.0,41.0,72.596483,67108864,136314880,NaN,NaN,NaN,NaN,NaN,2.5050239637494087,0.5833600298501551,0.0414079986512661,,0.5717440508306026,7.837727665901184,13.029924999999999,0,7368,1602704,2,1,9,27,0,2.6475286706018064e-8,7.661119362997737e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,concat,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,159762,752 159010,53618,1904,254,83.90861344537815,71.0,179.0,5.977049,33554432,136314880,0.812114,0.020364,0.101232,43.13006,0.045742,2.5551358703523874,0.5928000318817794,168.83176565170288,28.818381 131.092664,0.5950719933025539,6.14940794184804,172.74052700000001,43720,44720,29611440,2,2,11,33,0,8.518131881102287e-7,2.3448942912009454e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,factored,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,159762,752 159010,53618,1904,254,83.90861344537815,71.0,179.0,5.856183,33554432,136314880,0.831444,0.021077,0.10999,43.248107,0.045097,2.5548478588461876,0.5960959824733436,168.83036494255066,28.84406 131.232734,0.5930560291744769,6.1495681293308735,174.119832,43720,44720,29611440,2,2,11,33,0,8.518131881102287e-7,2.3448942912009454e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,precomputed_y,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,159762,752 159010,53618,1904,254,83.90861344537815,71.0,179.0,9.505467,33554432,102760448,0.814512,0.020206,0.107768,41.382978,0.050458,2.5481279008090496,0.5806720000691712,56.45366385579109,16.111764 40.943586,0.5986880278214812,6.149695720523596,68.828718,3480,4480,11694528,2,2,11,33,0,8.518131881102287e-7,2.344894291200772e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier12,dense,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,159762,752 159010,53618,1904,254,83.90861344537815,71.0,179.0,77.507979,33554432,102760448,0.803925,0.019618,0.104589,40.78036,0.045048,2.5345918256789446,0.5795200122520328,43.392930179834366,14.256159 29.377326,0.5920000257901847,6.164480000734329,55.919425000000004,3480,4480,7397536,2,2,11,33,0,8.518131881102287e-7,2.3448942912012924e-5
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,concat,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,56168,3096 53072,10610,632,382,88.87341772151899,27.0,286.0,5.071355,33554432,102760448,0.781468,0.018917,0.105121,8.730382,0.041597,2.5080640334635973,0.5667840014211833,47.39392176270485,22.619145 25.388857,0.5879359669052064,5.027967970818281,58.651066,13272,13968,9777872,2,2,11,33,0,3.756367630651514e-5,0.000557910889819796
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,factored,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,56168,3096 53072,10610,632,382,88.87341772151899,27.0,286.0,5.010689,33554432,102760448,0.808487,0.019062,0.101669,8.805788,0.042399,2.507519908249378,0.5746880196966231,47.515615820884705,22.695662 25.446686,0.7494399906136096,5.027648061513901,58.60339,13272,13968,9777872,2,2,11,33,0,3.756367630651514e-5,0.0005579108898197821
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,precomputed_y,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,56168,3096 53072,10610,632,382,88.87341772151899,27.0,286.0,6.000056,33554432,102760448,0.699914,0.018251,0.107956,7.940812,0.041215,2.513631945475936,0.5825920379720628,12.306367978453636,5.394148 7.423784,0.5700800102204084,5.18889632076025,23.690075,632,1328,4148656,2,2,11,33,0,3.756367630651514e-5,0.000557910889819796
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,hier3,dense,Float64,4,false,20000,3,4,true,,510,583,1 8 64 510,56168,3096 53072,10610,632,382,88.87341772151899,27.0,286.0,18.193356,33554432,102760448,0.698645,0.017648,0.10063,7.84337,0.04169,2.514591906219721,0.5863039987161756,8.43785610049963,3.367249 5.379567,0.5731519777327776,5.045951809734106,19.196486,632,1328,2744144,2,2,11,33,0,3.756367630651514e-5,0.0005579108898198099
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,concat,Float64,4,false,20000,4,4,true,,2739,3322,1 8 64 510 2739,4561018,4561018,2941103,0,0,0.0,0.0,0.0,27.063888,1577058304,1646264320,NaN,NaN,NaN,NaN,NaN,0.5489599425345659,0.7719359709881246,21.20371162891388,,0.7657280075363815,4.424704238772392,35.795142,2800,322788,8764064,2,1,9,27,0,6.7172910567236954e-9,5.366380788213165e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,factored,Float64,4,false,20000,4,4,true,,2739,3322,1 8 64 510 2739,4561018,4561018,2941103,17380,1008,262.4291139240506,189.0,628.0,34.921924,1308622848,1377828864,NaN,NaN,NaN,NaN,NaN,0.5493119824677706,0.7839360041543841,20.576735958456993,,0.7931839791126549,4.317471757531166,35.490255999999995,0,319988,9054000,2,1,9,27,0,6.717291084479271e-9,5.366380787796832e-7
4baff1ed0e418148,12977812,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,27000,flat,precomputed_y,Float64,4,false,20000,4,4,true,,2739,3322,1 8 64 510 2739,4561018,4561018,2941103,17380,1008,262.4291139240506,189.0,628.0,106.20485,1308622848,1377828864,NaN,NaN,NaN,NaN,NaN,0.5490879993885756,0.7823039777576923,12.794176116585732,,0.7735999533906579,4.3794880621135235,27.253981,0,319988,8577696,2,1,9,27,0,6.7172910567236954e-9,5.36638078793561e-7
