host,gpu,variant,precision,P,lh,n,ell,fit,note,routes,n_direct,nonempty_classes,max_class,mean_class,construction_ms,persistent_device_bytes,peak_device_bytes,dense_operator_bytes,dense_persistent_bytes,dense_estimated_peak_bytes,chunk,whole_pass,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-1-1,NVIDIA H200,concat,Float64,4,false,150,3,true,,1684,15216,0,0,0.0,26392.106866,134217728,207618048,0,0,0,16384,true,0.10518400085857138,0.6441280129365623,0.28918401221744716,0.6090879905968904,0.11039999662898481,80,4.309072,1241280,6.450759315601573e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,factored,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,835.649144,33554432,102760448,0,0,0,16384,true,0.10041600035037845,0.6009280332364142,0.05481599873746745,0.5920320400036871,0.11056000221287832,0,4.282799000000001,1076368,6.450759322540467e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,precomputed_y,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,1237.682509,33554432,102760448,0,0,0,16384,true,0.10060799831990153,0.5947520257905126,0.04131200330448337,0.5754879675805569,0.11017599899787456,0,4.005901,1078768,6.450759315601573e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,dense,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,836.922051,33554432,102760448,7920000,14569936,14569936,16384,true,0.10147199645871297,0.6121600163169205,6.001279689371586,0.5924479919485748,0.10892800492001697,0,10.130707,1687696,6.450759322540467e-9,3.498601621396147e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,69.931719,33554432,102760448,7920000,14569936,14569936,16384,false,0.10060799831990153,0.5879679811187088,13.266271911561489,0.5778240156359971,0.10825599747477099,0,17.791807,3052240,6.450759322540467e-9,3.4986016215349247e-7
m13h-1-1,NVIDIA H200,dense_fused,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,69.927782,33554432,102760448,7920000,14569936,14569936,16384,true,0.1006399979814887,0.5887679872103035,0.018560000171419233,0.5816000048071146,0.10918399493675679,0,3.9602839999999997,1048784,6.450759322540467e-9,3.4986016215349247e-7
m13h-1-1,NVIDIA H200,dense,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,5765.88251,123731968,192937984,3960000,7333136,7333136,16384,true,0.06652800220763311,0.5854719784110785,5.585248116403818,0.581408035941422,0.0874880061019212,0,9.61359,1686032,2.740033408499265e-8,8.553542014677618e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,796.711387,33554432,102760448,3960000,7333136,7333136,16384,false,0.0654399991617538,0.5813760217279196,12.910944409668446,0.5786240217275918,0.08732800051802769,0,17.830636000000002,3050576,2.5933149433443603e-8,9.149588462431524e-7
m13h-1-1,NVIDIA H200,dense_fused,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,809.246696,33554432,102760448,3960000,7333136,7333136,16384,true,0.06572800339199603,0.5832319729961455,0.01564800004416611,0.5748159601353109,0.08681599865667522,0,3.928979,1047120,2.740033408499265e-8,8.553542014677618e-7
m13h-1-1,NVIDIA H200,concat,Float64,4,true,150,3,true,,1122,16302,0,0,0.0,1196.527948,167772160,236978176,0,0,0,16384,true,0.08003199764061719,1.3723201118409634,0.5793279851786792,1.3565439730882645,0.13187200238462538,160,6.510179,1586920,NaN,1.442912745189262e-7
m13h-1-1,NVIDIA H200,factored,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,385.150811,67108864,136314880,0,0,0,16384,true,0.07897599425632507,1.289695966988802,0.12396799866110086,1.2727039866149426,0.12665599933825433,0,5.656268,1375584,NaN,1.4429127450504842e-7
m13h-1-1,NVIDIA H200,precomputed_y,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,398.965986,67108864,136314880,0,0,0,16384,true,0.07926399848656729,1.294111949391663,0.10179200035054237,1.2663680827245116,0.12726399290841073,0,5.662269,1376432,NaN,1.4429127450504842e-7
