host,gpu,variant,precision,P,lh,n,ell,fit,note,routes,n_direct,nonempty_classes,max_class,mean_class,construction_ms,persistent_device_bytes,peak_device_bytes,dense_operator_bytes,dense_persistent_bytes,dense_estimated_peak_bytes,chunk,whole_pass,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-1-1,NVIDIA H200,concat,Float64,4,false,150,3,true,,1684,15216,0,0,0.0,26604.127182,134217728,207618048,0,0,0,16384,true,0.10403200576547533,0.625056040007621,0.28073598514311016,0.6096959696151316,0.10950399882858619,80,4.513009,1241280,6.450759315601573e-9,3.4986016214308413e-7
m13h-1-1,NVIDIA H200,factored,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,849.928706,33554432,102760448,0,0,0,16384,true,0.10172800102736801,0.617056037299335,0.057023997214855626,0.593664008192718,0.11078399984398857,0,4.199337,1076368,6.450759322540467e-9,3.4986016214308413e-7
m13h-1-1,NVIDIA H200,precomputed_y,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,1241.49125,33554432,102760448,0,0,0,16384,true,0.10137599747395143,0.5976639804430306,0.043264000851195306,0.5827199784107506,0.10992000170517713,0,4.111871,1078768,6.450759315601573e-9,3.498601621465536e-7
m13h-1-1,NVIDIA H200,dense,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,851.002099,33554432,102760448,7920000,14569936,14569936,16384,true,0.10140799713553861,0.6298240041360259,6.008800119161606,0.6070079980418086,0.11046399595215917,0,10.206702,1687696,6.450759336418255e-9,3.4986016215349247e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,70.373537,33554432,102760448,7920000,14569936,14569936,16384,false,0.10073599696625024,0.6003840244375169,13.382207602262497,0.5822079838253558,0.10892800492001697,0,18.028605,3052240,6.450759322540467e-9,3.4986016215349247e-7
m13h-1-1,NVIDIA H200,dense_fused,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,70.583112,33554432,102760448,7920000,14569936,14569936,16384,true,0.10134399781236425,0.5993279628455639,0.019231998521718197,0.5853760521858931,0.10915199527516961,0,4.044789,1048784,6.450759329479361e-9,3.4986016215349247e-7
m13h-1-1,NVIDIA H200,dense,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,5786.979504,123731968,192937984,3960000,7333136,7333136,16384,true,0.06607999966945499,0.592992000747472,5.605919752269983,0.5880960379727185,0.08764799713389948,0,9.719997,1682768,2.740033408499265e-8,8.553542014677618e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,815.455951,33554432,102760448,3960000,7333136,7333136,16384,false,0.06585600203834474,0.6015679682604969,13.302176259458065,0.6020480068400502,0.08828800491755828,0,17.801304000000002,3047312,2.8227281054227227e-8,8.553542014677618e-7
m13h-1-1,NVIDIA H200,dense_fused,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,834.925492,33554432,102760448,3960000,7333136,7333136,16384,true,0.06515199493151158,0.5851839669048786,0.01571200118632987,0.5731200217269361,0.08783999510342255,0,3.9759469999999997,1043856,2.740033408499265e-8,9.149588462431524e-7
m13h-1-1,NVIDIA H200,concat,Float64,4,true,150,3,true,,1122,16302,0,0,0.0,1202.911611,167772160,236978176,0,0,0,16384,true,0.08105600136332214,1.391551923006773,0.5913599743507802,1.3655360089614987,0.1315200061071664,160,6.5502959999999995,1586920,NaN,1.442912745189262e-7
