host,gpu,variant,precision,P,lh,n,ell,fit,note,routes,n_direct,nonempty_classes,max_class,mean_class,construction_ms,persistent_device_bytes,peak_device_bytes,dense_operator_bytes,dense_persistent_bytes,dense_estimated_peak_bytes,chunk,whole_pass,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-1-2,NVIDIA H200,concat,Float64,4,false,150,3,true,,1684,15216,0,0,0.0,26440.921373,134217728,207618048,0,0,0,16384,true,0.10371200187364593,0.5933759966865182,0.26294399867765605,0.5758079933002591,0.11017599899787456,80,4.210008,1241280,6.450759308662679e-9,3.4986016214308413e-7
m13h-1-2,NVIDIA H200,factored,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,840.609544,33554432,102760448,0,0,0,16384,true,0.09977599984267727,0.5782080115750432,0.055328000598819926,0.5616960115730762,0.10976000339724123,0,3.9453659999999995,1076368,6.450759322540467e-9,3.49860162150023e-7
m13h-1-2,NVIDIA H200,precomputed_y,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,1245.24756,33554432,102760448,0,0,0,16384,true,0.1001920027192682,0.5932479980401695,0.040800001443130895,0.5803200183436275,0.10956799815176055,0,4.169230000000001,1079312,6.450759315601573e-9,3.49860162150023e-7
m13h-1-2,NVIDIA H200,dense,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,832.89141,33554432,102760448,7920000,14569936,14569936,16384,true,0.10000000474974513,0.5744640366174281,5.855264142155647,0.562943983823061,0.10825599747477099,0,11.650773,3693152,6.450759315601573e-9,3.4986016215349247e-7
m13h-1-2,NVIDIA H200,dense_perclass,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,71.251222,33554432,102760448,7920000,14569936,14569936,16384,false,0.10025600204244256,0.5770559655502439,12.816127389669418,0.5674880230799317,0.10838399612111971,0,19.438962,5057696,6.450759315601573e-9,3.4986016215349247e-7
m13h-1-2,NVIDIA H200,dense,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,5858.830934,123731968,192937984,3960000,7333136,7333136,16384,true,0.06585600203834474,0.5762559594586492,5.481472238898277,0.5728959804400802,0.08742399950278923,0,11.514514,3688224,3.7423531801250576e-8,8.553542014677618e-7
m13h-1-2,NVIDIA H200,dense_perclass,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,820.358961,33554432,102760448,3960000,7333136,7333136,16384,false,0.06563199713127688,0.5652480176649988,12.697183527052402,0.5584639729931951,0.08671999967191368,0,18.701221,5052768,3.179881426229603e-8,8.553542014677618e-7
m13h-1-2,NVIDIA H200,concat,Float64,4,true,150,3,true,,1122,16302,0,0,0.0,1212.636595,167772160,236978176,0,0,0,16384,true,0.07894399459473789,1.3519360218197107,0.572960008867085,1.3263679575175047,0.12979200982954353,160,6.357871,1586920,NaN,1.442912745189262e-7
m13h-1-2,NVIDIA H200,factored,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,388.195436,67108864,136314880,0,0,0,16384,true,0.078783996286802,1.2579840840771794,0.11939200339838862,1.2329280143603683,0.1272000081371516,0,5.483876,1375584,NaN,1.442912745119873e-7
m13h-1-2,NVIDIA H200,precomputed_y,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,400.530311,67108864,136314880,0,0,0,16384,true,0.07907200051704422,1.2528320075944066,0.09961600153474137,1.2346880976110697,0.12662399967666715,0,5.510252,1376432,NaN,1.442912745189262e-7
m13h-1-2,NVIDIA H200,dense,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,1065.35585,67108864,136314880,40722624,56808880,56808880,16384,true,0.07897599425632507,1.2623039074242115,4.496096167713404,1.2448320630937815,0.12729600712191314,0,11.967062,3544416,NaN,1.4429127450504842e-7
m13h-1-2,NVIDIA H200,dense_perclass,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,265.548389,67108864,136314880,40722624,56808880,56808880,16384,false,0.07852799899410456,1.25683203805238,10.92956867069006,1.2408640468493104,0.1272000081371516,0,18.72671,4789856,NaN,1.4429127450504842e-7
m13h-1-2,NVIDIA H200,dense,Float32,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,5155.42572,33554432,102760448,20361312,28452176,28452176,16384,true,0.05235199932940304,1.225119922310114,4.079296253621578,1.224767998792231,0.10137599747395143,0,11.171362,3535792,NaN,1.2585890671878985e-6
m13h-1-2,NVIDIA H200,dense_perclass,Float32,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,2983.542458,33554432,102760448,20361312,28452176,28452176,16384,false,0.05180799780646339,1.2387839378789067,10.134623385965824,1.2319359229877591,0.1006399979814887,0,17.274187,4781232,NaN,1.2585890671878985e-6
m13h-1-2,NVIDIA H200,concat,Float64,8,false,150,3,true,,11900,5000,0,0,0.0,8.839874,167772160,236978176,0,0,0,16384,true,0.5490239709615707,0.5936960224062204,0.28470400138758123,0.586783979088068,0.5609919899143279,80,4.729077,1241568,3.546098276130394e-10,2.5811966931910124e-8
m13h-1-2,NVIDIA H200,factored,Float64,8,false,150,3,true,,11900,5000,2506,20,4.748603351955308,13.37421,67108864,136314880,0,0,0,16384,true,0.5488960305228829,0.6009599892422557,0.1743039902066812,0.5901759723201394,0.561824010219425,0,4.533231000000001,1171872,3.546098414908272e-10,2.5811966918032336e-8
m13h-1-2,NVIDIA H200,precomputed_y,Float64,8,false,150,3,true,,11900,5000,2506,20,4.748603351955308,39.575697,100663296,169869312,0,0,0,16384,true,0.5483200075104833,0.6079679587855935,0.10985600238200277,0.5949760088697076,0.5608000210486352,0,4.541994,1174272,3.546098414908272e-10,2.5811966931910124e-8
m13h-1-2,NVIDIA H200,dense,Float64,8,false,150,3,true,,11900,5000,2506,20,4.748603351955308,1702.473519,201326592,270532608,163972512,185308672,185308672,16384,true,0.5486400332301855,0.5920959520153701,20.651808008551598,0.5830400041304529,0.5612479872070253,0,27.574862,6817840,3.546098414908272e-10,2.5811966883337867e-8
m13h-1-2,NVIDIA H200,dense_perclass,Float64,8,false,150,3,true,,11900,5000,2506,20,4.748603351955308,1700.6915,201326592,270532608,163972512,185308672,185308672,16384,false,0.548448006156832,0.5939200054854155,40.25468975305557,0.6017919513396919,0.5606399499811232,0,48.334384,10505200,3.546098414908272e-10,2.5811966876398973e-8
m13h-1-2,NVIDIA H200,dense,Float32,8,false,150,3,true,,11900,5000,2506,20,4.748603351955308,25138.18925,100663296,169869312,81986256,92705584,92705584,16384,true,0.3650879953056574,0.6261760136112571,15.093663707375526,0.5774080054834485,0.40588798583485186,0,22.781126,6812896,2.4571321657895773e-8,4.822928190706399e-7
m13h-1-2,NVIDIA H200,dense_perclass,Float32,8,false,150,3,true,,11900,5000,2506,20,4.748603351955308,25116.612373,100663296,169869312,81986256,92705584,92705584,16384,false,0.3649919817689806,0.6184959784150124,34.60291400551796,0.597472011577338,0.4060800129082054,0,43.345259999999996,10500256,2.754104168334326e-8,4.822928190706399e-7
m13h-1-2,NVIDIA H200,concat,Float64,8,true,150,3,true,,12880,5076,0,0,0.0,12.738523,436207616,505413632,0,0,0,16384,true,0.3815680101979524,1.3030079426243901,0.6145600345917046,1.2793280184268951,0.564224028494209,160,6.556585,1587472,NaN,1.805270429325323e-8
m13h-1-2,NVIDIA H200,factored,Float64,8,true,150,3,true,,12880,5076,2612,21,4.931087289433385,17.752934,167772160,236978176,0,0,0,16384,true,0.38179202238097787,1.3063360238447785,0.4570239980239421,1.2853440130129457,0.5639680312015116,0,6.127114000000001,1473312,NaN,1.805270429325323e-8
