host,gpu,variant,precision,P,lh,n,ell,fit,note,routes,n_direct,nonempty_classes,max_class,mean_class,construction_ms,persistent_device_bytes,peak_device_bytes,dense_operator_bytes,dense_persistent_bytes,dense_estimated_peak_bytes,chunk,whole_pass,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-1-1,NVIDIA H200,concat,Float64,4,false,150,3,true,,1684,15216,0,0,0.0,26666.029968,134217728,207618048,0,0,0,16384,true,0.10563199612079188,0.6058880244381726,0.27007999597117305,0.5863680271431804,0.10966399713652208,80,4.267515,1241280,6.450759343357149e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,factored,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,848.018308,33554432,102760448,0,0,0,16384,true,0.10076799662783742,0.5940159899182618,0.054528001783182845,0.5739839980378747,0.10976000339724123,0,4.050641,1076368,6.450759322540467e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,precomputed_y,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,1251.829018,33554432,102760448,0,0,0,16384,true,0.09977599984267727,0.5808960413560271,0.04115200135856867,0.5665599601343274,0.10953599849017337,0,3.9826820000000005,1078768,6.450759315601573e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,dense,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,832.92837,33554432,102760448,7920000,14569936,14569936,16384,true,0.09983999916585162,0.5988799966871738,19.546112045645714,0.5972800427116454,0.10972800373565406,14848,25.888105000000003,4567696,6.450759315601573e-9,3.4986016215349247e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,71.890427,33554432,102760448,7920000,14569936,14569936,16384,false,0.10035199375124648,0.5787199479527771,25.845535099506378,0.5821440136060119,0.10896000458160415,14848,32.803295000000006,5932240,6.450759343357149e-9,3.498601621396147e-7
m13h-1-1,NVIDIA H200,dense,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,5819.035016,123731968,192937984,3960000,7333136,7333136,16384,true,0.06563199713127688,0.5732480203732848,19.248992204666138,0.5729920230805874,0.08687999797984958,7424,25.264660000000003,4564400,3.238371651392846e-8,8.553542014677618e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,822.435284,33554432,102760448,3960000,7333136,7333136,16384,false,0.06521599425468594,0.5750720156356692,26.609472930431366,0.5745919770561159,0.08649600204080343,7424,32.484151000000004,5928944,3.373435754350229e-8,8.553542014677618e-7
m13h-1-1,NVIDIA H200,concat,Float64,4,true,150,3,true,,1122,16302,0,0,0.0,1216.185781,167772160,236978176,0,0,0,16384,true,0.0818879998405464,1.3440640177577734,0.5738880136050284,1.3177921064198017,0.13030398986302316,160,6.365912,1586920,NaN,1.4429127450504842e-7
m13h-1-1,NVIDIA H200,factored,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,386.628514,67108864,136314880,0,0,0,16384,true,0.07887999527156353,1.2611199636012316,0.11811199510702863,1.2329280143603683,0.12639998749364167,0,5.5389539999999995,1375584,NaN,1.442912745119873e-7
m13h-1-1,NVIDIA H200,precomputed_y,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,398.940714,67108864,136314880,0,0,0,16384,true,0.078783996286802,1.2555839493870735,0.09920000593410805,1.2339840177446604,0.12614400475285947,0,5.482584,1376432,NaN,1.442912745189262e-7
m13h-1-1,NVIDIA H200,dense,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,1058.85069,67108864,169869312,40722624,56808880,56808880,16384,true,0.07788799848640338,1.2521280441433191,14.121215790510178,1.237920019775629,0.12652800069190562,11136,22.049977,4199952,NaN,1.4429127450504842e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,265.023471,67108864,169869312,40722624,56808880,56808880,16384,false,0.07830400136299431,1.2597120366990566,20.25558426976204,1.2398400576785207,0.12665599933825433,11136,28.391354,5445392,NaN,1.4429127450504842e-7
m13h-1-1,NVIDIA H200,dense,Float32,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,5042.387567,33554432,136314880,20361312,28452176,28452176,16384,true,0.05219199738348834,1.2282560346648097,14.323936775326729,1.2206080136820674,0.10057599865831435,5568,21.389845,4194592,NaN,1.198984422412508e-6
