host,gpu,variant,precision,P,lh,n,ell,fit,note,routes,n_direct,nonempty_classes,max_class,mean_class,construction_ms,persistent_device_bytes,peak_device_bytes,dense_operator_bytes,dense_persistent_bytes,dense_estimated_peak_bytes,chunk,whole_pass,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-2-2,NVIDIA H200,concat,Float64,4,false,150,3,true,,1684,15216,0,0,0.0,27236.583269,134217728,207618048,0,0,0,16384,true,0.1088960052584298,0.6204799865372479,0.26838399935513735,0.5912960041314363,0.10956799815176055,80,4.2483759999999995,1241632,6.450759315601573e-9,3.4986016214308413e-7
m13h-2-2,NVIDIA H200,factored,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,864.517819,33554432,102760448,0,0,0,16384,true,0.10191999899689108,0.6126719526946545,0.05574399983743206,0.5902720149606466,0.11039999662898481,0,4.111377999999999,1076720,6.450759315601573e-9,3.49860162150023e-7
m13h-2-2,NVIDIA H200,precomputed_y,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,1268.890829,33554432,102760448,0,0,0,16384,true,0.10038399341283366,0.6130560068413615,0.041824001527857035,0.5880320095457137,0.11062400153605267,0,4.135025,1079120,6.450759329479361e-9,3.49860162150023e-7
m13h-2-2,NVIDIA H200,dense,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,856.639615,33554432,102760448,7920000,14569936,14569936,16384,true,0.10201600525761023,0.6195520400069654,20.28943970799446,0.6157119642011821,0.1093440005206503,14848,26.817605,4568048,6.450759322540467e-9,3.4986016215349247e-7
m13h-2-2,NVIDIA H200,dense_perclass,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,72.412705,33554432,102760448,7920000,14569936,14569936,16384,false,0.10083200322696939,0.5974399973638356,27.267327532172203,0.5840639933012426,0.10902400390477851,14848,34.500327,5932592,6.450759322540467e-9,3.4986016215349247e-7
m13h-2-2,NVIDIA H200,dense,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,5963.338667,123731968,192937984,3960000,7333136,7333136,16384,true,0.06623999797739089,0.5927360034547746,19.823776558041573,0.5957440007477999,0.08764799713389948,7424,25.859346,4563120,3.0624362185038834e-8,8.553542014677618e-7
m13h-2-2,NVIDIA H200,dense_perclass,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,835.445941,33554432,102760448,3960000,7333136,7333136,16384,false,0.06582400237675756,0.5891519831493497,27.319615706801414,0.579392013605684,0.0868479983182624,7424,33.064561,5927664,3.085851277284668e-8,8.553542014677618e-7
m13h-2-2,NVIDIA H200,concat,Float64,4,true,150,3,true,,1122,16302,0,0,0.0,1276.594735,167772160,236978176,0,0,0,16384,true,0.0828159973025322,1.3998399954289198,0.5883839912712574,1.3708800543099642,0.1296319969696924,160,6.518342,1587240,NaN,1.442912745189262e-7
m13h-2-2,NVIDIA H200,factored,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,393.579789,67108864,136314880,0,0,0,16384,true,0.07964800170157105,1.3056000461801887,0.12457600678317249,1.2785600265488029,0.1268479973077774,0,5.680464,1375904,NaN,1.442912745119873e-7
m13h-2-2,NVIDIA H200,precomputed_y,Float64,4,true,150,3,true,,1122,16302,696,5,1.6120689655172413,406.751198,67108864,136314880,0,0,0,16384,true,0.07952000305522233,1.3075519818812609,0.10374400153523311,1.2815999798476696,0.12710399460047483,0,5.708139999999999,1376752,NaN,1.442912745189262e-7
