host,gpu,variant,precision,P,lh,n,ell,fit,note,routes,n_direct,nonempty_classes,max_class,mean_class,construction_ms,persistent_device_bytes,peak_device_bytes,dense_operator_bytes,dense_persistent_bytes,dense_estimated_peak_bytes,chunk,whole_pass,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-1-1,NVIDIA H200,concat,Float64,4,false,150,3,true,,1684,15216,0,0,0.0,25963.112962,134217728,207618048,0,0,0,16384,true,0.11081599950557575,0.6222400115802884,0.3030399966519326,0.6024640169925988,0.1188160022138618,80,4.406493,1241280,6.450759315601573e-9,3.4986016214308413e-7
m13h-1-1,NVIDIA H200,factored,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,824.001053,33554432,102760448,0,0,0,16384,true,0.10374400153523311,0.6238080095499754,0.0659200013615191,0.5999039858579636,0.11215999984415248,0,4.04125,1076368,6.450759315601573e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,precomputed_y,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,1233.211895,33554432,102760448,0,0,0,16384,true,0.101120000181254,0.6593280122615397,0.04598400118993595,0.6078720325604081,0.11123199510620907,0,4.154674,1078768,6.450759315601573e-9,3.4986016214308413e-7
m13h-1-1,NVIDIA H200,dense,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,844.206046,33554432,102760448,7920000,14569936,17017312,16384,true,0.1031360006891191,0.6237440393306315,5.9691839851439,0.6015359540469944,0.11094400542788208,0,10.058247,1687696,6.450759322540467e-9,3.498601621465536e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,70.038895,33554432,102760448,7920000,14569936,17017312,16384,false,0.10236799425911158,0.5963199655525386,13.386880047619343,0.5833280156366527,0.10972800373565406,0,17.396636,3052240,6.450759322540467e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,dense_fused,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,69.99705,33554432,102760448,7920000,14569936,17017312,16384,true,0.10316800035070628,0.603743945248425,0.02025600042543374,0.5882559926249087,0.11004800035152584,0,3.9535839999999998,1048784,6.450759322540467e-9,3.498601621465536e-7
m13h-1-1,NVIDIA H200,dense,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,5621.074431,123731968,192937984,3960000,7333136,9478592,16384,true,0.07155200000852346,0.6059520528651774,5.655711982399225,0.601440027821809,0.09107199730351567,0,9.698787000000001,1684400,2.8227281054227227e-8,9.149588462431524e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,774.420484,33554432,102760448,3960000,7333136,9478592,16384,false,0.066688000515569,0.6048320210538805,13.092543929815292,0.5902079865336418,0.08895999781088904,0,17.057939,3048944,2.7522506065857932e-8,9.74563491018543e-7
m13h-1-1,NVIDIA H200,dense_fused,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,794.866693,33554432,102760448,3960000,7333136,9478592,16384,true,0.06703999679302797,0.5909759784117341,0.016351999875041656,0.5879679811187088,0.08863999391905963,0,3.9212250000000006,1045488,2.740033408499265e-8,8.553542014677618e-7
m13h-1-1,NVIDIA H200,concat,Float64,4,true,150,3,true,,1122,16302,0,0,0.0,1181.950176,167772160,236978176,0,0,0,16384,true,0.08553600491723046,1.3908159453421831,0.6069759838283062,1.365471980534494,0.13804799527861178,160,6.553167999999999,1584832,NaN,1.4429127450504842e-7
