host,gpu,variant,precision,P,lh,n,ell,fit,note,routes,n_direct,nonempty_classes,max_class,mean_class,construction_ms,persistent_device_bytes,peak_device_bytes,dense_operator_bytes,dense_persistent_bytes,dense_estimated_peak_bytes,chunk,whole_pass,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-1-1,NVIDIA H200,concat,Float64,4,false,150,3,true,,1684,15216,0,0,0.0,26464.467071,134217728,207618048,0,0,0,16384,true,0.10604800627334043,0.6255999905988574,0.28124800883233547,0.6145600345917046,0.11052800255129114,80,4.50054,1241280,6.450759315601573e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,factored,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,865.653846,33554432,102760448,0,0,0,16384,true,0.10211200424237177,0.5881919641979039,0.055615997553104535,0.5720639601349831,0.1096319974749349,0,4.053171000000001,1076368,6.450759322540467e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,precomputed_y,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,1246.832415,33554432,102760448,0,0,0,16384,true,0.09980799950426444,0.5891519831493497,0.04025599992019124,0.5694400169886649,0.11017599899787456,0,3.9979250000000004,1078768,6.450759315601573e-9,3.49860162150023e-7
m13h-1-1,NVIDIA H200,dense,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,840.51056,33554432,102760448,7920000,14569936,14569936,16384,true,0.10108800051966682,0.6028159987181425,5.787103902548552,0.5866879946552217,0.1093440005206503,0,9.85454,1687696,6.450759322540467e-9,3.498601621465536e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,73.104318,33554432,102760448,7920000,14569936,14569936,16384,false,0.10016000305768102,0.5786560359410942,12.836511246860027,0.5649600061587989,0.10838399612111971,0,17.138381000000003,3052240,6.450759322540467e-9,3.498601621465536e-7
m13h-1-1,NVIDIA H200,dense_fused,Float64,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,69.484311,33554432,102760448,7920000,14569936,14569936,16384,true,0.10044800001196563,0.587455986533314,0.01817600059439428,0.5686720251105726,0.10841599578270689,0,3.903869,1048784,6.450759322540467e-9,3.498601621465536e-7
m13h-1-1,NVIDIA H200,dense,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,5826.029543,123731968,192937984,3960000,7333136,7333136,16384,true,0.0657600030535832,0.5801279912702739,5.3552319295704365,0.5686720251105726,0.08803200034890324,0,9.385413999999999,1682768,2.8227281054227227e-8,9.149588462431524e-7
m13h-1-1,NVIDIA H200,dense_perclass,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,795.250875,33554432,102760448,3960000,7333136,7333136,16384,false,0.0654399991617538,0.570720003452152,12.352319434285164,0.5621759919449687,0.08691199764143676,0,16.324264000000003,3047312,2.740033408499265e-8,8.553542014677618e-7
m13h-1-1,NVIDIA H200,dense_fused,Float32,4,false,150,3,true,,1684,15216,928,7,1.8146551724137931,822.25631,33554432,102760448,3960000,7333136,7333136,16384,true,0.06553599814651534,0.5732799763791263,0.014784000086365268,0.5632319953292608,0.08665600034873933,0,3.829775,1043856,3.085851277284668e-8,9.149588462431524e-7
m13h-1-1,NVIDIA H200,concat,Float64,4,true,150,3,true,,1122,16302,0,0,0.0,1201.678623,167772160,236978176,0,0,0,16384,true,0.07990399899426848,1.3631361071020365,0.5768319824710488,1.336192013695836,0.13036798918619752,160,6.381411,1586920,NaN,1.442912745258651e-7
