manifest,job,policy,strategy,precision,expansion_order,lh,n,ell,window_classes,level,nonempty_classes,total_routes,max_class,mean_class,p10,p50,p90
ccd4e5554d47a929,13016917,hier3,dense,Float32,3,false,1000000,5,316,2,316,3096,32,9.79746835443038,2.5,8.0,18.0
ccd4e5554d47a929,13016917,hier3,dense,Float32,3,false,1000000,5,316,3,316,53352,384,168.83544303797467,58.5,144.0,294.0
ccd4e5554d47a929,13016917,hier3,dense,Float32,3,false,1000000,5,316,4,316,584136,3584,1848.5316455696202,710.5,1568.0,3150.0
ccd4e5554d47a929,13016917,hier3,dense,Float32,3,false,1000000,5,316,5,316,5398920,30720,17085.189873417723,6862.5,14400.0,28830.0
ccd4e5554d47a929,13016917,hier4,dense,Float32,3,false,1000000,5,418,2,310,2904,24,9.36774193548387,2.0,8.0,18.0
ccd4e5554d47a929,13016917,hier4,dense,Float32,3,false,1000000,5,418,3,418,63336,336,151.52153110047846,54.0,126.0,294.0
ccd4e5554d47a929,13016917,hier4,dense,Float32,3,false,1000000,5,418,4,418,710088,3360,1698.7751196172248,686.0,1470.0,3150.0
ccd4e5554d47a929,13016917,hier4,dense,Float32,3,false,1000000,5,418,5,418,6590856,29760,15767.598086124402,6750.0,13950.0,28830.0
ccd4e5554d47a929,13016917,hier5,dense,Float32,3,false,1000000,5,682,2,286,2328,18,8.13986013986014,2.0,8.0,16.0
ccd4e5554d47a929,13016917,hier5,dense,Float32,3,false,1000000,5,682,3,682,92136,320,135.09677419354838,48.0,108.0,256.0
ccd4e5554d47a929,13016917,hier5,dense,Float32,3,false,1000000,5,682,4,682,1145544,3328,1679.683284457478,672.0,1372.0,3072.0
ccd4e5554d47a929,13016917,hier5,dense,Float32,3,false,1000000,5,682,5,682,11037576,29696,16184.129032258064,6720.0,13500.0,28672.0
ccd4e5554d47a929,13016917,hier6,dense,Float32,3,false,1000000,5,850,2,262,1896,16,7.236641221374046,2.0,6.0,12.0
ccd4e5554d47a929,13016917,hier6,dense,Float32,3,false,1000000,5,850,3,850,112728,320,132.62117647058824,36.0,112.0,245.0
ccd4e5554d47a929,13016917,hier6,dense,Float32,3,false,1000000,5,850,4,850,1521528,3328,1790.0329411764706,588.0,1440.0,2925.0
ccd4e5554d47a929,13016917,hier6,dense,Float32,3,false,1000000,5,850,5,850,15184056,29696,17863.595294117647,6300.0,13888.0,27869.0
ccd4e5554d47a929,13016917,hier8,dense,Float32,3,false,1000000,5,982,2,250,1704,16,6.816,2.0,6.0,12.0
ccd4e5554d47a929,13016917,hier8,dense,Float32,3,false,1000000,5,982,3,982,121560,320,123.78818737270876,32.0,112.0,240.0
ccd4e5554d47a929,13016917,hier8,dense,Float32,3,false,1000000,5,982,4,982,1705080,3328,1736.3340122199593,576.0,1440.0,2912.0
ccd4e5554d47a929,13016917,hier8,dense,Float32,3,false,1000000,5,982,5,982,17246904,29696,17563.03869653768,6272.0,13888.0,27840.0
ccd4e5554d47a929,13016917,hier9,dense,Float32,3,false,1000000,5,1252,2,220,1320,12,6.0,2.0,6.0,12.0
ccd4e5554d47a929,13016917,hier9,dense,Float32,3,false,1000000,5,1252,3,1252,138168,280,110.35782747603834,28.0,96.0,210.0
ccd4e5554d47a929,13016917,hier9,dense,Float32,3,false,1000000,5,1252,4,1252,2124504,3120,1696.888178913738,540.0,1596.0,2730.0
ccd4e5554d47a929,13016917,hier9,dense,Float32,3,false,1000000,5,1252,5,1252,22192920,28768,17725.97444089457,6076.0,16782.0,26970.0
ccd4e5554d47a929,13016917,hier10,dense,Float32,3,false,1000000,5,1516,2,196,1032,9,5.26530612244898,2.0,6.0,9.0
ccd4e5554d47a929,13016917,hier10,dense,Float32,3,false,1000000,5,1516,3,1516,149880,256,98.86543535620052,24.0,82.0,196.0
ccd4e5554d47a929,13016917,hier10,dense,Float32,3,false,1000000,5,1516,4,1516,2479704,3072,1635.688654353562,540.0,1596.0,2702.0
ccd4e5554d47a929,13016917,hier10,dense,Float32,3,false,1000000,5,1516,5,1516,26294808,28672,17344.860158311345,6076.0,18060.0,26910.0
ccd4e5554d47a929,13016917,hier11,dense,Float32,3,false,1000000,5,1684,2,172,816,8,4.744186046511628,2.0,4.0,8.0
ccd4e5554d47a929,13016917,hier11,dense,Float32,3,false,1000000,5,1684,3,1684,157824,256,93.71971496437055,24.0,84.0,192.0
ccd4e5554d47a929,13016917,hier11,dense,Float32,3,false,1000000,5,1684,4,1684,2785824,3072,1654.2897862232778,504.0,1695.0,2688.0
ccd4e5554d47a929,13016917,hier11,dense,Float32,3,false,1000000,5,1684,5,1684,30118752,28672,17885.244655581948,5880.0,18631.0,26880.0
ccd4e5554d47a929,13016917,hier12,dense,Float32,3,false,1000000,5,1740,2,164,752,8,4.585365853658536,2.0,4.0,8.0
ccd4e5554d47a929,13016917,hier12,dense,Float32,3,false,1000000,5,1740,3,1740,160192,256,92.06436781609196,21.0,80.0,180.0
ccd4e5554d47a929,13016917,hier12,dense,Float32,3,false,1000000,5,1740,4,1740,2874464,3072,1651.990804597701,504.0,1728.0,2640.0
ccd4e5554d47a929,13016917,hier12,dense,Float32,3,false,1000000,5,1740,5,1740,31307680,28672,17992.919540229886,5880.0,19232.0,26784.0
