manifest,job,policy,strategy,precision,expansion_order,lh,n,ell,window_classes,level,nonempty_classes,total_routes,max_class,mean_class,p10,p50,p90
5a5d41312dc113d2,13059638,sched6-5-5-5,dense,Float64,3,false,1000000,5,874,2,262,1896,16,7.236641221374046,2.0,6.0,12.0
5a5d41312dc113d2,13059638,sched6-5-5-5,dense,Float64,3,false,1000000,5,874,3,874,119784,320,137.05263157894737,36.0,112.0,252.0
5a5d41312dc113d2,13059638,sched6-5-5-5,dense,Float64,3,false,1000000,5,874,4,682,1145544,3328,1679.683284457478,672.0,1372.0,3072.0
5a5d41312dc113d2,13059638,sched6-5-5-5,dense,Float64,3,false,1000000,5,874,5,682,11037576,29696,16184.129032258064,6720.0,13500.0,28672.0
