job,precision,n,ell,window_classes,n_cells,n_direct,interactions,fused_ms,l2b_ms,near_ms,near_frac,g_interactions_per_s
12998189,Float64,1000000,5,1740,32768,5189728,4.833310842514038e9,52.82124876976013,0.9651200380176306,51.8561287317425,0.9817285645361312,93.20616406822982
12998189,Float32,1000000,5,1740,32768,5189728,4.833310842514038e9,38.429249078035355,0.6961600156500936,37.73308906238526,0.9818846313068347,128.0921059636273
