job,host,gpu,julia,cuda,precision,n,ell,near_radius2,window_classes,expansion_order,p_literature,beta,sigma,rho_t,g_min,h_leaf,adequacy_margin,dt,samples,seed,sampler_seed,construction_ms,step,t_step_ms,step_device_alloc_bytes,step_host_alloc_bytes,body_uploads,route_uploads,operator_uploads,expansion_host_copies,influence_downloads,metadata_downloads,u_rel_rms,j_rel_rms
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,22472.937569,0,NaN,-1,-1,0,2,2,0,0,0,0.0005182364913979739,0.0018858499434146034
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,22472.937569,1,340.9014940261841,-1,-1,0,2,2,0,0,0,NaN,NaN
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,22472.937569,2,68.83011013269424,-1,-1,0,2,2,0,0,0,NaN,NaN
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,22472.937569,3,68.37209314107895,-1,-1,0,2,2,0,0,0,NaN,NaN
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,22472.937569,4,68.50172579288483,-1,-1,0,2,2,0,0,0,NaN,NaN
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,22472.937569,5,68.27772408723831,-1,-1,0,2,2,0,0,0,NaN,NaN
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,22472.937569,7,NaN,11372,2514720,0,2,2,0,0,0,0.000518236134298965,0.0018858495506335901
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,9694.799883,0,NaN,-1,-1,0,2,2,0,0,0,0.0005182088205510653,0.001885854265038859
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,9694.799883,1,310.80082058906555,-1,-1,0,2,2,0,0,0,NaN,NaN
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,9694.799883,2,41.82550311088562,-1,-1,0,2,2,0,0,0,NaN,NaN
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,9694.799883,3,41.34582355618477,-1,-1,0,2,2,0,0,0,NaN,NaN
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,9694.799883,4,41.509661823511124,-1,-1,0,2,2,0,0,0,NaN,NaN
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,9694.799883,5,41.354112327098846,-1,-1,0,2,2,0,0,0,NaN,NaN
13059638,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,16,256,3,4,2.0,0.043088693800637685,4.789,2.449489742783178,0.1275,1.5134833371938903,1.0e-5,200,24025,24026,9694.799883,7,NaN,9084,2504912,0,2,2,0,0,0,0.0005182435036565681,0.0018858663755264168
