level,q_parent,q_child,offset,orbit,routes,admissible_rank,sigma,relative_tail_at_rank7
5,5,5,1:-3:-5,5:3:1,3360,7,2.1672630174352592e8:1.9396727630383766e8:1.127464054442712e8:1.0863391368635271e8:7.951442514019226e7:2.803513902937544e7:2.783646585965344e7:32283.921838867176:28154.38111492141:15797.628947285808:10047.358345641787:9383.249453200564:45.87999108529476:29.617771154391352:20.489585562199206:1.233883498014226,0.00013940279426237132
5,5,5,-1:-2:-5,5:2:1,6720,7,2.9243480975902486e8:2.337753178199674e8:1.820058981481665e8:1.553313657801453e8:1.369047253242724e8:7.270178877068378e7:7.250412607686396e7:41799.524587204716:33718.65172981611:20659.039753860172:18128.911728158986:17581.07095856952:52.568573273543464:37.334334185669235:28.247601836676605:1.3423474939196278,0.0001319755140457416
5,5,5,0:-2:-5,5:2:0,13440,7,3.0892585604267204e8:2.42092987258282e8:1.9950108279189205e8:1.7789817143825507e8:1.4460441794916916e8:9.142958656917807e7:9.119334343217711e7:43688.07065955294:34850.81058058061:22157.78065598227:20779.129605747905:20217.20611770918:53.7964308557035:39.284431102753864:30.52562899591951:1.3672613828987237,0.0001301267958943907
5,5,5,1:-2:-5,5:2:1,6720,7,2.9243480975902486e8:2.337753178199675e8:1.820058981481665e8:1.5533136578014523e8:1.369047253242723e8:7.270178877068378e7:7.250412607686399e7:41799.52458720598:33718.65172983138:20659.03975386144:18128.91172815163:17581.070958571137:52.56857327430061:37.33433418846102:28.247601844153383:1.3423474990553663,0.00013197551404575794
5,5,5,-3:-1:-5,5:3:1,3360,7,2.167263017435259e8:1.9396727630383766e8:1.1274640544427122e8:1.0863391368635269e8:7.95144251401923e7:2.803513902937545e7:2.7836465859653432e7:32283.921838867216:28154.381114915683:15797.628947280491:10047.358345644698:9383.249453201704:45.879991083189395:29.617771155845148:20.48958556212025:1.2338834980328637,0.00013940279426235882
5,5,5,-2:-1:-5,5:2:1,6720,7,2.9243480975902486e8:2.337753178199675e8:1.8200589814816648e8:1.5533136578014532e8:1.3690472532427242e8:7.27017887706838e7:7.250412607686399e7:41799.52458720733:33718.65172981681:20659.03975386094:18128.911728160318:17581.07095857232:52.568573277029806:37.33433419508541:28.24760184529024:1.3423474982143095,0.000131975514045749
5,5,5,-1:-1:-5,5:1:1,10304,7,3.3728884047201097e8:2.589223527008769e8:2.3704938139449582e8:2.290470236466017e8:1.6848463439324522e8:1.5235156912134287e8:1.5139576097850516e8:46363.57064652749:37059.180814107945:27935.065771811034:27930.558306512034:25808.250903192642:55.56317727194478:43.73470137090809:36.54376100496427:1.4210850881615793,0.00012568344238708898
5,5,5,0:-1:-5,5:1:0,13888,7,3.404469408784859e8:2.673904869258062e8:2.564653695456504e8:2.5418212239569494e8:2.0399097747925502e8:2.026612905690427e8:1.8933745487153044e8:46114.15917689979:38113.26533654678:32796.94307943381:32787.55902202976:29331.1395839187:55.5218739606555:46.28486099912585:40.91160101644474:1.450246243883928,0.00012289818681783095
5,5,5,1:-1:-5,5:1:1,10304,7,3.37288840472011e8:2.5892235270087677e8:2.3704938139449582e8:2.290470236466017e8:1.6848463439324528e8:1.5235156912134305e8:1.5139576097850516e8:46363.57064653161:37059.18081411038:27935.065771798698:27930.558306512597:25808.25090319767:55.56317727123423:43.734701365763364:36.543761009202555:1.421085089840391,0.00012568344238709077
5,5,5,2:-1:-5,5:2:1,6720,7,2.9243480975902486e8:2.3377531781996742e8:1.8200589814816657e8:1.553313657801453e8:1.3690472532427236e8:7.27017887706838e7:7.250412607686396e7:41799.52458720638:33718.65172982092:20659.03975386234:18128.911728166:17581.070958575758:52.568573273100554:37.33433420224386:28.247601848653623:1.3423475016573263,0.00013197551404575875
5,5,5,3:-1:-5,5:3:1,3360,7,2.1672630174352592e8:1.9396727630383778e8:1.1274640544427119e8:1.0863391368635271e8:7.951442514019229e7:2.803513902937546e7:2.783646585965342e7:32283.921838865866:28154.381114916414:15797.628947283056:10047.358345644512:9383.249453197212:45.87999108397552:29.617771159111147:20.489585561983045:1.233883497445328,0.0001394027942623572
5,5,5,-3:0:-5,5:3:0,6720,7,2.3019495033319968e8:2.0162904680219683e8:1.2413188638572945e8:1.1423400655500145e8:9.005043199150069e7:3.3210397641497668e7:3.3020473469066657e7:34040.49969823184:29230.36637619705:16583.74402992514:11186.424106158627:10532.4682298615:47.199564466794975:30.935934074167275:21.70347045985318:1.2536930473831072,0.00013807528938929918
5,5,5,-2:0:-5,5:2:0,13440,7,3.0892585604267204e8:2.4209298725828198e8:1.9950108279189205e8:1.77898171438255e8:1.4460441794916913e8:9.142958656917804e7:9.119334343217711e7:43688.0706595496:34850.810580582765:22157.780655974962:20779.129605740734:20217.206117716345:53.79643084962079:39.28443111194925:30.52562898684735:1.3672613836762981,0.00013012679589438373
5,5,5,-1:0:-5,5:1:0,13888,7,3.404469408784859e8:2.6739048692580608e8:2.5646536954565036e8:2.541821223956949e8:2.0399097747925502e8:2.026612905690427e8:1.8933745487153047e8:46114.159176895104:38113.26533654783:32796.943079425655:32787.559022019814:29331.13958391423:55.52187395756835:46.28486099598508:40.91160101909047:1.4502462432080605,0.00012289818681781415
5,5,5,0:0:-5,5:0:0,14336,7,2.75865748965708e8:2.7586574865153825e8:2.758657486515377e8:2.7586555089264905e8:2.75865550892649e8:2.7567101925064844e8:2.756710192506483e8:39122.18748814562:39120.60722143864:39120.60722143839:38873.41043125547:38873.41043125508:51.99158271933327:49.09261291023471:49.092612894078364:1.4811033924738959,0.00011957439638553333
5,5,5,1:0:-5,5:1:0,13888,7,3.404469408784859e8:2.673904869258062e8:2.564653695456504e8:2.541821223956949e8:2.0399097747925502e8:2.0266129056904274e8:1.8933745487153047e8:46114.159176895075:38113.26533654692:32796.94307943121:32787.55902203426:29331.13958391434:55.52187395797271:46.28486099604985:40.91160101907452:1.4502462439387263,0.00012289818681782578
5,5,5,2:0:-5,5:2:0,13440,7,3.0892585604267204e8:2.4209298725828198e8:1.995010827918921e8:1.77898171438255e8:1.4460441794916913e8:9.142958656917804e7:9.119334343217711e7:43688.0706595496:34850.81058058017:22157.780655971637:20779.129605741306:20217.20611770082:53.79643085067474:39.28443111188499:30.525628987254823:1.3672613836927434,0.00013012679589437015
5,5,5,3:0:-5,5:3:0,6720,7,2.3019495033319968e8:2.0162904680219683e8:1.2413188638572943e8:1.1423400655500145e8:9.00504319915007e7:3.3210397641497668e7:3.3020473469066657e7:34040.49969823184:29230.366376194783:16583.744029925136:11186.42410615821:10532.468229856282:47.19956446770426:30.935934074924468:21.703470460544594:1.2536930473666854,0.00013807528938929227
5,5,5,-3:1:-5,5:3:1,3360,7,2.167263017435259e8:1.9396727630383766e8:1.1274640544427122e8:1.0863391368635269e8:7.95144251401923e7:2.803513902937545e7:2.7836465859653432e7:32283.921838867216:28154.381114915683:15797.628947280491:10047.358345644698:9383.249453201704:45.879991083189395:29.617771155845148:20.48958556212025:1.2338834980328637,0.00013940279426235882
5,5,5,-2:1:-5,5:2:1,6720,7,2.9243480975902486e8:2.337753178199675e8:1.8200589814816648e8:1.5533136578014532e8:1.3690472532427242e8:7.27017887706838e7:7.250412607686399e7:41799.52458720733:33718.65172981681:20659.03975386094:18128.911728160318:17581.07095857232:52.568573277029806:37.33433419508541:28.24760184529024:1.3423474982143095,0.000131975514045749
5,5,5,-1:1:-5,5:1:1,10304,7,3.3728884047201097e8:2.589223527008769e8:2.3704938139449582e8:2.290470236466017e8:1.6848463439324522e8:1.5235156912134287e8:1.5139576097850516e8:46363.57064652749:37059.180814107945:27935.065771811034:27930.558306512034:25808.250903192642:55.56317727194478:43.73470137090809:36.54376100496427:1.4210850881615793,0.00012568344238708898
5,5,5,0:1:-5,5:1:0,13888,7,3.404469408784859e8:2.673904869258062e8:2.564653695456504e8:2.5418212239569494e8:2.0399097747925502e8:2.026612905690427e8:1.8933745487153044e8:46114.15917689979:38113.26533654678:32796.94307943381:32787.55902202976:29331.1395839187:55.5218739606555:46.28486099912585:40.91160101644474:1.450246243883928,0.00012289818681783095
5,5,5,1:1:-5,5:1:1,10304,7,3.37288840472011e8:2.5892235270087677e8:2.3704938139449582e8:2.290470236466017e8:1.6848463439324528e8:1.5235156912134305e8:1.5139576097850516e8:46363.57064653161:37059.18081411038:27935.065771798698:27930.558306512597:25808.25090319767:55.56317727123423:43.734701365763364:36.543761009202555:1.421085089840391,0.00012568344238709077
5,5,5,2:1:-5,5:2:1,6720,7,2.9243480975902486e8:2.3377531781996742e8:1.8200589814816657e8:1.553313657801453e8:1.3690472532427236e8:7.27017887706838e7:7.250412607686396e7:41799.52458720638:33718.65172982092:20659.03975386234:18128.911728166:17581.070958575758:52.568573273100554:37.33433420224386:28.247601848653623:1.3423475016573263,0.00013197551404575875
5,5,5,3:1:-5,5:3:1,3360,7,2.1672630174352592e8:1.9396727630383778e8:1.1274640544427119e8:1.0863391368635271e8:7.951442514019229e7:2.803513902937546e7:2.783646585965342e7:32283.921838865866:28154.381114916414:15797.628947283056:10047.358345644512:9383.249453197212:45.87999108397552:29.617771159111147:20.489585561983045:1.233883497445328,0.0001394027942623572
5,5,5,-1:2:-5,5:2:1,6720,7,2.9243480975902486e8:2.337753178199674e8:1.820058981481665e8:1.553313657801453e8:1.369047253242724e8:7.270178877068378e7:7.250412607686396e7:41799.524587204716:33718.65172981611:20659.039753860172:18128.911728158986:17581.07095856952:52.568573273543464:37.334334185669235:28.247601836676605:1.3423474939196278,0.0001319755140457416
5,5,5,0:2:-5,5:2:0,13440,7,3.0892585604267204e8:2.42092987258282e8:1.9950108279189205e8:1.7789817143825507e8:1.4460441794916916e8:9.142958656917807e7:9.119334343217711e7:43688.07065955294:34850.81058058061:22157.78065598227:20779.129605747905:20217.20611770918:53.7964308557035:39.284431102753864:30.52562899591951:1.3672613828987237,0.0001301267958943907
5,5,5,1:2:-5,5:2:1,6720,7,2.9243480975902486e8:2.337753178199675e8:1.820058981481665e8:1.5533136578014523e8:1.369047253242723e8:7.270178877068378e7:7.250412607686399e7:41799.52458720598:33718.65172983138:20659.03975386144:18128.91172815163:17581.070958571137:52.56857327430061:37.33433418846102:28.247601844153383:1.3423474990553663,0.00013197551404575794
5,5,5,-1:3:-5,5:3:1,3360,7,2.1672630174352598e8:1.9396727630383784e8:1.1274640544427128e8:1.0863391368635271e8:7.951442514019231e7:2.8035139029375445e7:2.7836465859653447e7:32283.92183886629:28154.38111491612:15797.628947281979:10047.358345644758:9383.249453203583:45.87999108547813:29.617771156275623:20.489585564264907:1.2338834997636103,0.0001394027942623603
5,5,5,0:3:-5,5:3:0,6720,7,2.3019495033319956e8:2.016290468021968e8:1.2413188638572936e8:1.1423400655500145e8:9.005043199150075e7:3.3210397641497675e7:3.3020473469066665e7:34040.499698231506:29230.36637619406:16583.744029924834:11186.424106155353:10532.468229852937:47.199564467262356:30.935934075973606:21.703470457078865:1.2536930446357906,0.00013807528938928658
5,5,5,1:3:-5,5:3:1,3360,7,2.1672630174352592e8:1.9396727630383766e8:1.127464054442712e8:1.0863391368635271e8:7.951442514019226e7:2.803513902937544e7:2.783646585965344e7:32283.921838867176:28154.38111492141:15797.628947285808:10047.358345641787:9383.249453200564:45.87999108529476:29.617771154391352:20.489585562199206:1.233883498014226,0.00013940279426237132
5,5,5,-1:-3:-4,4:3:1,6720,7,7.525669144515615e8:7.36910529897183e8:3.735830455506205e8:3.190383895527057e8:2.0492442506233513e8:5.909487169937778e7:5.7997002269153014e7:73952.04221808573:69128.02794725276:37094.45067125435:18057.150109925347:16151.909582715316:75.2202657662345:46.36423497594681:29.996991495650207:1.4616368466423584,9.34042090388134e-5
5,5,5,0:-3:-4,4:3:0,13440,7,8.182278907896874e8:7.858143539328458e8:4.119071771566518e8:3.672067925794897e8:2.3977235518049285e8:7.268046556438008e7:7.159802009611191e7:79793.29486862087:73418.7587099773:39823.5932406561:20684.494934377042:18706.166808945873:78.59874547705964:49.176817567743825:32.25836851176175:1.492714162253536,9.224773759378207e-5
5,5,5,1:-3:-4,4:3:1,6720,7,7.525669144515615e8:7.369105298971823e8:3.735830455506205e8:3.190383895527054e8:2.049244250623352e8:5.909487169937777e7:5.7997002269153014e7:73952.04221808954:69128.02794725062:37094.45067125557:18057.150109915732:16151.909582708657:75.2202657572398:46.3642349801426:29.99699149026415:1.4616368444002763,9.340420903881264e-5
5,5,5,-1:-2:-4,4:2:1,13440,7,1.179525164009189e9:1.0055979792323962e9:6.636696543417562e8:5.769724211983751e8:5.001817494808336e8:1.960210566477244e8:1.9515311947459078e8:110412.37938831885:93029.63228386146:53602.99626912084:39026.69253481179:37087.31096012534:94.01545458762222:63.89262786408473:45.31031060236326:1.6380375211738967,8.717446818171874e-5
5,5,5,0:-2:-4,4:2:0,26880,7,1.2961447427432444e9:1.0655095660456405e9:7.71159905241982e8:6.33154088773903e8:6.050466080597851e8:2.65739266482521e8:2.6487410849185997e8:119754.84045389577:98384.66964459192:58323.61907155333:47095.996511025754:45297.40767006859:98.16128437275148:68.74830826792798:50.18415297366405:1.6808982323093637,8.567403219200349e-5
5,5,5,1:-2:-4,4:2:1,13440,7,1.1795251640091894e9:1.005597979232397e9:6.636696543417565e8:5.769724211983752e8:5.001817494808337e8:1.9602105664772433e8:1.9515311947459075e8:110412.37938831635:93029.63228381898:53602.99626910882:39026.69253483191:37087.31096014625:94.01545454665799:63.89262783163781:45.31031061117242:1.6380375052861385,8.717446818170784e-5
5,5,5,-3:-1:-4,4:3:1,6720,7,7.525669144515613e8:7.369105298971828e8:3.7358304555062073e8:3.190383895527057e8:2.0492442506233504e8:5.909487169937778e7:5.7997002269153036e7:73952.04221809084:69128.02794724832:37094.45067126575:18057.150109905888:16151.909582714288:75.22026575076754:46.364234982774605:29.996991484067124:1.4616368560463262,9.340420903881438e-5
5,5,5,-2:-1:-4,4:2:1,13440,7,1.1795251640091894e9:1.0055979792323967e9:6.636696543417568e8:5.769724211983753e8:5.0018174948083353e8:1.9602105664772466e8:1.9515311947459084e8:110412.37938831896:93029.63228384982:53602.99626911455:39026.692534805916:37087.310960141476:94.01545457096823:63.89262784760504:45.31031061390756:1.6380375126406987,8.71744681817153e-5
5,5,5,-1:-1:-4,4:1:1,20608,7,1.5384166444742126e9:1.1890758434221263e9:1.0278147855637807e9:9.519408689899701e8:7.288780390295303e8:5.400927894316199e8:5.385279575293165e8:137486.08782677192:109132.66139155171:73066.00332234836:71896.52079858186:69364.30369936032:105.65133169427064:80.52910758488154:63.824585815599306:1.7769183794823245,8.20270925152986e-5
5,5,5,0:-1:-4,4:1:0,27776,7,1.6238252033592002e9:1.2519779960221133e9:1.1704858200059578e9:1.1456402004690151e9:8.511245277043347e8:8.20858659500716e8:8.081129705385798e8:141607.67994320294:114292.7799613854:91357.37526388306:91307.17621264272:82709.30191279623:107.54549666454976:87.74362657776022:74.350274533942:1.8310645981124503,7.960467795063959e-5
5,5,5,1:-1:-4,4:1:1,20608,7,1.5384166444742131e9:1.1890758434221263e9:1.0278147855637804e9:9.519408689899701e8:7.288780390295303e8:5.4009278943162e8:5.385279575293165e8:137486.08782678237:109132.66139162435:73066.00332236779:71896.52079850115:69364.30369937884:105.65133156132543:80.52910761175737:63.82458586471116:1.7769183805673878,8.202709251530972e-5
5,5,5,2:-1:-4,4:2:1,13440,7,1.1795251640091891e9:1.0055979792323966e9:6.636696543417561e8:5.769724211983751e8:5.001817494808337e8:1.9602105664772433e8:1.9515311947459075e8:110412.37938831875:93029.63228380129:53602.9962691159:39026.69253484177:37087.31096014981:94.01545456858075:63.89262785037345:45.31031064361087:1.6380375176606081,8.71744681817063e-5
5,5,5,3:-1:-4,4:3:1,6720,7,7.525669144515615e8:7.369105298971826e8:3.7358304555062073e8:3.190383895527055e8:2.0492442506233513e8:5.909487169937777e7:5.799700226915299e7:73952.04221809219:69128.02794724608:37094.45067125627:18057.150109909613:16151.909582711902:75.22026575279068:46.36423498776737:29.99699148038128:1.4616368506788389,9.340420903881148e-5
5,5,5,-3:0:-4,4:3:0,13440,7,8.182278907896874e8:7.858143539328461e8:4.11907177156652e8:3.6720679257948977e8:2.3977235518049282e8:7.26804655643801e7:7.15980200961119e7:79793.2948686206:73418.7587099702:39823.59324065649:20684.494934369854:18706.166808947484:78.59874547319711:49.1768175676086:32.258368515814674:1.4927141590508843,9.224773759377784e-5
5,5,5,-2:0:-4,4:2:0,26880,7,1.2961447427432444e9:1.0655095660456405e9:7.711599052419819e8:6.331540887739029e8:6.050466080597854e8:2.6573926648252112e8:2.6487410849186003e8:119754.8404538982:98384.66964457513:58323.619071574445:47095.99651103977:45297.40767009548:98.16128433957134:68.74830824949984:50.18415303570505:1.6808982198030376,8.567403219200821e-5
5,5,5,-1:0:-4,4:1:0,27776,7,1.6238252033592002e9:1.2519779960221128e9:1.1704858200059576e9:1.1456402004690151e9:8.511245277043346e8:8.208586595007163e8:8.081129705385798e8:141607.67994319013:114292.77996138993:91357.37526388535:91307.17621267829:82709.30191276043:107.54549666348525:87.7436266017527:74.35027451993508:1.8310645893614732,7.960467795063845e-5
5,5,5,0:0:-4,4:0:0,28672,7,1.315095874058362e9:1.3150958736658506e9:1.3150958736658492e9:1.3150954875162191e9:1.3150954875162184e9:1.3145018541843796e9:1.3145018541843793e9:119147.01603554639:119145.04597692686:119145.04597692606:118662.36039640567:118662.36039639953:99.6932898222609:96.1028589592263:96.10285882616137:1.8901358642262336,7.645549003291938e-5
5,5,5,1:0:-4,4:1:0,27776,7,1.6238252033592002e9:1.2519779960221128e9:1.170485820005958e9:1.1456402004690151e9:8.511245277043346e8:8.208586595007157e8:8.081129705385798e8:141607.67994319016:114292.77996138332:91357.37526387467:91307.17621263937:82709.30191275959:107.5454966637973:87.74362660213178:74.35027452126795:1.8310645897817557,7.960467795063094e-5
5,5,5,2:0:-4,4:2:0,26880,7,1.2961447427432444e9:1.06550956604564e9:7.71159905241982e8:6.33154088773903e8:6.050466080597852e8:2.6573926648252112e8:2.6487410849186003e8:119754.84045389818:98384.66964457787:58323.619071573805:47095.99651104615:45297.407670072374:98.16128434190894:68.74830824895056:50.18415304004727:1.6808982195764444,8.567403219200684e-5
5,5,5,3:0:-4,4:3:0,13440,7,8.182278907896875e8:7.85814353932846e8:4.1190717715665174e8:3.6720679257948965e8:2.3977235518049288e8:7.268046556438008e7:7.159802009611188e7:79793.29486862056:73418.7587099696:39823.593240656475:20684.494934373455:18706.166808944912:78.59874547077067:49.17681756787512:32.25836851584319:1.4927141591037791,9.224773759377771e-5
5,5,5,-3:1:-4,4:3:1,6720,7,7.525669144515613e8:7.369105298971828e8:3.7358304555062073e8:3.190383895527057e8:2.0492442506233504e8:5.909487169937778e7:5.7997002269153036e7:73952.04221809084:69128.02794724832:37094.45067126575:18057.150109905888:16151.909582714288:75.22026575076754:46.364234982774605:29.996991484067124:1.4616368560463262,9.340420903881438e-5
5,5,5,-2:1:-4,4:2:1,13440,7,1.1795251640091894e9:1.0055979792323967e9:6.636696543417568e8:5.769724211983753e8:5.0018174948083353e8:1.9602105664772466e8:1.9515311947459084e8:110412.37938831896:93029.63228384982:53602.99626911455:39026.692534805916:37087.310960141476:94.01545457096823:63.89262784760504:45.31031061390756:1.6380375126406987,8.71744681817153e-5
5,5,5,-1:1:-4,4:1:1,20608,7,1.5384166444742126e9:1.1890758434221263e9:1.0278147855637807e9:9.519408689899701e8:7.288780390295303e8:5.400927894316199e8:5.385279575293165e8:137486.08782677192:109132.66139155171:73066.00332234836:71896.52079858186:69364.30369936032:105.65133169427064:80.52910758488154:63.824585815599306:1.7769183794823245,8.20270925152986e-5
5,5,5,0:1:-4,4:1:0,27776,7,1.6238252033592002e9:1.2519779960221133e9:1.1704858200059578e9:1.1456402004690151e9:8.511245277043347e8:8.20858659500716e8:8.081129705385798e8:141607.67994320294:114292.7799613854:91357.37526388306:91307.17621264272:82709.30191279623:107.54549666454976:87.74362657776022:74.350274533942:1.8310645981124503,7.960467795063959e-5
5,5,5,1:1:-4,4:1:1,20608,7,1.5384166444742131e9:1.1890758434221263e9:1.0278147855637804e9:9.519408689899701e8:7.288780390295303e8:5.4009278943162e8:5.385279575293165e8:137486.08782678237:109132.66139162435:73066.00332236779:71896.52079850115:69364.30369937884:105.65133156132543:80.52910761175737:63.82458586471116:1.7769183805673878,8.202709251530972e-5
5,5,5,2:1:-4,4:2:1,13440,7,1.1795251640091891e9:1.0055979792323966e9:6.636696543417561e8:5.769724211983751e8:5.001817494808337e8:1.9602105664772433e8:1.9515311947459075e8:110412.37938831875:93029.63228380129:53602.9962691159:39026.69253484177:37087.31096014981:94.01545456858075:63.89262785037345:45.31031064361087:1.6380375176606081,8.71744681817063e-5
5,5,5,3:1:-4,4:3:1,6720,7,7.525669144515615e8:7.369105298971826e8:3.7358304555062073e8:3.190383895527055e8:2.0492442506233513e8:5.909487169937777e7:5.799700226915299e7:73952.04221809219:69128.02794724608:37094.45067125627:18057.150109909613:16151.909582711902:75.22026575279068:46.36423498776737:29.99699148038128:1.4616368506788389,9.340420903881148e-5
5,5,5,-1:2:-4,4:2:1,13440,7,1.179525164009189e9:1.0055979792323962e9:6.636696543417562e8:5.769724211983751e8:5.001817494808336e8:1.960210566477244e8:1.9515311947459078e8:110412.37938831885:93029.63228386146:53602.99626912084:39026.69253481179:37087.31096012534:94.01545458762222:63.89262786408473:45.31031060236326:1.6380375211738967,8.717446818171874e-5
5,5,5,0:2:-4,4:2:0,26880,7,1.2961447427432444e9:1.0655095660456405e9:7.71159905241982e8:6.33154088773903e8:6.050466080597851e8:2.65739266482521e8:2.6487410849185997e8:119754.84045389577:98384.66964459192:58323.61907155333:47095.996511025754:45297.40767006859:98.16128437275148:68.74830826792798:50.18415297366405:1.6808982323093637,8.567403219200349e-5
5,5,5,1:2:-4,4:2:1,13440,7,1.1795251640091894e9:1.005597979232397e9:6.636696543417565e8:5.769724211983752e8:5.001817494808337e8:1.9602105664772433e8:1.9515311947459075e8:110412.37938831635:93029.63228381898:53602.99626910882:39026.69253483191:37087.31096014625:94.01545454665799:63.89262783163781:45.31031061117242:1.6380375052861385,8.717446818170784e-5
5,5,5,-1:3:-4,4:3:1,6720,7,7.525669144515615e8:7.36910529897183e8:3.735830455506205e8:3.190383895527057e8:2.0492442506233513e8:5.909487169937778e7:5.7997002269153014e7:73952.04221808573:69128.02794725276:37094.45067125435:18057.150109925347:16151.909582715316:75.2202657662345:46.36423497594681:29.996991495650207:1.4616368466423584,9.34042090388134e-5
5,5,5,0:3:-4,4:3:0,13440,7,8.182278907896874e8:7.858143539328458e8:4.119071771566518e8:3.672067925794897e8:2.3977235518049285e8:7.268046556438008e7:7.159802009611191e7:79793.29486862087:73418.7587099773:39823.5932406561:20684.494934377042:18706.166808945873:78.59874547705964:49.176817567743825:32.25836851176175:1.492714162253536,9.224773759378207e-5
5,5,5,1:3:-4,4:3:1,6720,7,7.525669144515615e8:7.369105298971823e8:3.735830455506205e8:3.190383895527054e8:2.049244250623352e8:5.909487169937777e7:5.7997002269153014e7:73952.04221808954:69128.02794725062:37094.45067125557:18057.150109915732:16151.909582708657:75.2202657572398:46.3642349801426:29.99699149026415:1.4616368444002763,9.340420903881264e-5
5,5,5,-1:-5:-3,5:3:1,3360,7,6.892732990882567e8:6.674850724105202e8:1.4531919544979155e8:9.617205301441365e7:6.4328328095096074e7:9.243760944294607e6:8.347843558010139e6:55517.589685192375:52248.8123995228:20064.890028950456:5400.656299451387:4289.309684600155:57.023594704381665:29.707911794136894:16.285047573833847:1.2515830056156327,8.096527148306366e-5
5,5,5,0:-5:-3,5:3:0,6720,7,7.490832819732195e8:7.2422028556735e8:1.6073326615210477e8:1.068652276273788e8:7.154961340114917e7:1.0377652749532385e7:9.383839518982291e6:58979.6938450747:55709.159687550935:21625.138183645446:5854.958321787463:4654.463456551395:59.324149327938:31.030103990751314:17.05827346752197:1.2716436328537255,7.936196220722418e-5
5,5,5,1:-5:-3,5:3:1,3360,7,6.892732990882577e8:6.674850724105207e8:1.4531919544979158e8:9.617205301441376e7:6.432832809509608e7:9.2437609442946e6:8.347843558010127e6:55517.58968519247:52248.81239952258:20064.89002895376:5400.656299452313:4289.309684607126:57.02359471451083:29.707911791931046:16.285047573617494:1.251583003005077,8.096527148306481e-5
5,5,5,-1:-4:-3,4:3:1,6720,7,1.5630728044384298e9:1.492403230133081e9:4.129300292038237e8:2.853149597610527e8:1.8917367212371683e8:3.1145592663261093e7:2.8656453978525832e7:101747.48453057889:99230.18078443472:42897.98985708636:12565.764564274856:10144.388008651125:85.20567203230978:46.42596336422594:26.341555445826828:1.4707010503749636,6.705261527913998e-5
5,5,5,0:-4:-3,4:3:0,13440,7,1.729974536825099e9:1.6499601340469406e9:4.746727294450926e8:3.296921414245894e8:2.1762422566024184e8:3.6761471864761494e7:3.3940092157074146e7:109959.04320687246:107656.19668373716:47320.72796804775:14091.011152801351:11415.956310420785:89.76702804930406:49.24230275483272:28.09597647168721:1.5019533258593576,6.560320072308289e-5
5,5,5,1:-4:-3,4:3:1,6720,7,1.5630728044384289e9:1.4924032301330805e9:4.129300292038236e8:2.853149597610528e8:1.8917367212371674e8:3.1145592663261034e7:2.8656453978525836e7:101747.48453057613:99230.18078443558:42897.98985709377:12565.764564271012:10144.388008664691:85.20567199991166:46.425963367061726:26.34155544529504:1.4707010362159967,6.705261527914065e-5
5,5,5,-3:-3:-3,3:3:3,3375,7,1.4153940417992427e9:1.3531569490483024e9:3.6119958587691456e8:2.483211995005154e8:1.6523624305725738e8:2.6590042754004464e7:2.4389550121092238e7:94380.39368319216:91673.59254291626:39007.56676324734:11263.012668357029:9065.037519983916:81.01744445009525:43.868004573766925:24.763303500074812:1.4411669565141279,6.852655927289483e-5
5,5,5,-2:-3:-3,3:3:2,6750,7,2.3766318255573316e9:2.2644348977221293e9:7.475706014591689e8:5.2899124383611447e8:3.427125053351748e8:6.3831509456498705e7:5.969183539331958e7:141181.9257109333:139510.51918404098:64747.769624410146:20601.851069659682:16933.44949683626:106.19583037163096:59.66183570500281:34.742054573506465:1.6079184434114075,6.14279543742472e-5
5,5,5,-1:-3:-3,3:3:1,13695,7,3.3252715475398254e9:3.189741293040519e9:1.2473932529383974e9:9.117032788337692e8:5.772865695173385e8:1.2338506479047787e8:1.1738162864217725e8:187376.18797724578:185104.67283081348:91180.15694566983:32313.690523356127:27178.65179482467:128.18393504690113:74.3502622173625:44.54324628351434:1.7376076410862986,5.7565949860447196e-5
5,5,5,0:-3:-3,3:3:0,20640,7,3.730986064484617e9:3.6004231810995893e9:1.4969723133508952e9:1.1144160860743856e9:7.014907726548351e8:1.5871374188667136e8:1.5200993106485245e8:207956.96043841375:204488.84980335782:102783.33748089256:38328.4774714677:32577.158561992248:137.17911624548668:80.63648226682152:48.901040711192415:1.787767082363829,5.635526542285132e-5
5,5,5,1:-3:-3,3:3:1,13695,7,3.325271547539823e9:3.1897412930405188e9:1.2473932529383965e9:9.117032788337688e8:5.772865695173384e8:1.2338506479047792e8:1.173816286421771e8:187376.18797723795:185104.6728308205:91180.15694559671:32313.69052337663:27178.651794890688:128.1839350803697:74.3502621815727:44.54324631711779:1.7376076347804554,5.7565949860444045e-5
5,5,5,2:-3:-3,3:3:2,6750,7,2.3766318255573316e9:2.264434897722128e9:7.47570601459169e8:5.289912438361145e8:3.427125053351749e8:6.383150945649855e7:5.969183539331954e7:141181.9257109335:139510.51918405516:64747.76962447054:20601.85106967278:16933.449496755056:106.19583036950891:59.661835718231934:34.74205454394371:1.6079184419946577,6.14279543742539e-5
