manifest,job,host,gpu,julia,cuda,blas_threads,seed,policy,strategy,precision,expansion_order,p_literature,lh,n,ell,window_classes,m2l_threads,m2l_block_cap,counting_sort,fit,note,n_cells,n_nodes,nodes_per_level,routes,routes_per_level,n_direct,nonempty_classes,max_class,mean_class,class_p50,class_p90,construction_ms,persistent_device_bytes,peak_device_bytes,grid_ms,occupancy_ms,direct_gen_ms,route_gen_ms,groups_ms,b2m_ms,m2m_ms,m2l_ms,m2l_min_ms,m2l_max_ms,m2l_per_level,l2l_ms,l2b_ms,eval_ms,refresh_ms,finalize_ms,euler_ms,verdict_step_ms,verdict_step_min_ms,verdict_step_max_ms,stale_step_ms,host_construction_ms,host_step_ms,h2d_ms,d2h_ms,m2l_device_alloc_bytes,step_device_alloc_bytes,verdict_step_host_alloc_bytes,route_uploads,operator_uploads,body_uploads,metadata_downloads,expansion_host_copies,reference_source,reference_samples,reference_checksum,ref_cross_check_grad_rel,err_potential_abs_rms,err_potential_rel_rms,err_gradient_abs_rms,err_gradient_rel_rms,err_gradient_max,conv_steps,conv_dt,conv_err_potential_rel_rms,conv_err_gradient_rel_rms,conv_err_gradient_max,stale_steps,stale_err_gradient_rel_rms,host_err_gradient_rel_rms
5ebb6d5b40212ce0,13017112,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier6,dense,Float32,3,4,false,1000000,5,850,128,16384,false,true,,32768,37449,1 8 64 512 4096 32768,16820208,1896 112728 1521528 15184056,2421064,2812,29696,5981.581792318634,1260.0,26040.0,19484.985046,2002780160,3049259008,2.485053,0.023809,0.2064,1.152121,0.055897,0.5912319757044315,1.044288044795394,7.160992361605167,7.15491222217679,7.170496042817831,0.12466 0.162847 0.732691 6.256973,0.9557759622111917,5.766528192907572,14.373408630490303,2.7655700000000003,0.221154,0.034037,17.454862000000002,17.292957,17.511005,14.621396,NaN,NaN,NaN,NaN,124440,20144572,798880,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.763083514256625e-14,1.1245247270662293e-6,1.500145107401276e-5,4.3935017782075534e-5,0.0005745347115988777,0.00020454207786465222,0,1.0e-5,NaN,NaN,NaN,0,NaN,NaN
5ebb6d5b40212ce0,13017112,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier6,dense,Float64,3,4,false,1000000,5,850,128,16384,false,true,,32768,37449,1 8 64 512 4096 32768,16820208,1896 112728 1521528 15184056,2421064,2812,29696,5981.581792318634,1260.0,26040.0,7423.39427,2013265920,4263510016,2.602865,0.019332,0.160467,1.159288,0.057755,1.0264960583299398,0.970751978456974,7.699071895331144,7.6892483048141,7.721536327153444,0.124334 0.166402 0.786431 6.723843,0.9651839500293136,16.80646277964115,26.288703083992004,2.849298,0.385288,0.044867000000000004,29.470812,29.426755999999997,29.658355,26.602825,NaN,NaN,NaN,NaN,124440,40144972,805104,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7643658817955282e-14,1.1248175034071388e-6,1.5005356786219942e-5,4.392949836568274e-5,0.0005744625346324051,0.0002045738260753622,0,1.0e-5,NaN,NaN,NaN,0,NaN,NaN
