level,q_parent,q_child,offset,orbit,routes,admissible_rank,sigma,relative_tail_at_rank7
3,6,6,-2:4:-3,4:3:2,72,10,71663.95928943597:68728.18515749495:17286.789908498205:11710.2581505863:7854.874278934107:1212.767620798871:1108.5824835680305:84.6756950405279:79.32679144542294:33.18131856347809:9.013980540387536:7.63336578829768:1.7808741932157746:0.5848626066050661:0.3602027195974934:0.17650035405218933,0.0011914830359858071
3,6,6,-1:4:-3,4:3:1,84,10,95863.65922712229:91537.3553235445:25415.21768617986:17484.258088422925:11627.637120921285:1909.1487567939987:1759.166372978289:104.96820204584681:99.7887503847419:43.56339647921902:12.348754349188587:10.44266239426292:1.993373272883241:0.6908894393642316:0.43262425978375624:0.19655595849902138,0.001113518546665397
3,6,6,0:4:-3,4:3:0,96,10,106089.76545171288:101189.37865421743:29205.065889920763:20201.50524959729:13374.26125892008:2253.100958692689:2083.0135755578713:113.28799659454752:108.20579422777196:47.99103812004771:13.847398291484337:11.715938624154473:2.075605444897217:0.7334397855814503:0.4621828410453832:0.2041106818686302,0.0010884100676864662
3,6,6,1:4:-3,4:3:1,84,10,95863.65922712226:91537.35532354444:25415.21768617986:17484.25808842292:11627.637120921283:1909.1487567939967:1759.166372978289:104.96820204584697:99.78875038474129:43.563396479220955:12.348754349186043:10.44266239426181:1.9933732728817988:0.6908894393645899:0.43262425978377006:0.1965559585024459,0.001113518546665397
3,6,6,2:4:-3,4:3:2,72,10,71663.959289436:68728.18515749498:17286.7899084982:11710.258150586296:7854.874278934109:1212.7676207988718:1108.5824835680303:84.67569504052834:79.32679144542259:33.18131856347815:9.013980540389197:7.633365788297343:1.7808741932171688:0.5848626066049046:0.3602027195971397:0.1765003540515025,0.0011914830359858089
3,6,6,3:4:-3,4:3:3,36,10,45979.073517513214:44464.36769180108:9916.427430834321:6554.485149907661:4405.709569867464:636.7645183153993:577.1284232576595:61.505995218719576:56.28049811664135:22.2251096420918:5.752028148275249:4.917698992059412:1.510033101330589:0.45856721830183245:0.27626165441737455:0.1498103186242005,0.001328395184218732
3,6,6,-3:5:-3,5:3:3,18,10,23066.72004381509:22615.129054218036:4412.118409932816:2802.130761071186:1857.6058310390922:253.02368602747305:227.77370035272622:37.84111943640405:33.40561479306897:12.27187446484508:3.0103427170657664:2.662993575135868:1.1758760409397004:0.31971764823651566:0.18706260102287828:0.11566246686983131,0.0015899901358843525
3,6,6,-2:5:-3,5:3:2,36,10,33315.13661305367:32426.03600614566:6748.846749652918:4378.530660201492:2929.497612676112:409.7749588682206:369.9232804034196:48.95858929981282:44.04454489599532:16.774542690394572:4.224252640689083:3.657230285711838:1.343577009022105:0.38665410278634166:0.22963888310765498:0.13287481865141365,0.0014426527669899854
3,6,6,-1:5:-3,5:3:1,42,10,42312.46638325801:40986.28707109578:8967.740390032915:5899.269799751901:3962.1497489772855:567.2617440791407:513.5277253912566:57.97567736258021:52.81662775107:20.65438777149805:5.305303305674531:4.54831650485346:1.465012846904407:0.4386452686142857:0.2632579999811706:0.1452617858298836,0.001356614665823255
3,6,6,0:5:-3,5:3:0,48,10,45979.073517513214:44464.36769180105:9916.427430834323:6554.4851499076585:4405.709569867463:636.7645183153995:577.1284232576593:61.50599521871929:56.28049811664134:22.22510964209139:5.752028148274264:4.917698992059017:1.5100331013306116:0.45856721830176267:0.27626165441772166:0.14981031862366387,0.0013283951842187264
3,6,6,1:5:-3,5:3:1,42,10,42312.466383258026:40986.287071095816:8967.740390032915:5899.269799751904:3962.149748977287:567.2617440791402:513.527725391256:57.975677362580214:52.81662775106986:20.654387771498083:5.305303305674428:4.548316504853286:1.465012846904714:0.43864526861430914:0.2632579999819745:0.14526178582932397,0.0013566146658232526
3,6,6,2:5:-3,5:3:2,36,10,33315.13661305366:32426.036006145652:6748.8467496529165:4378.530660201491:2929.497612676112:409.7749588682205:369.92328040341994:48.95858929981295:44.04454489599539:16.774542690394238:4.224252640689426:3.6572302857117194:1.3435770090222698:0.3866541027863771:0.22963888310816:0.13287481865052544,0.0014426527669899874
3,6,6,3:5:-3,5:3:3,18,10,23066.72004381508:22615.129054218036:4412.118409932813:2802.1307610711865:1857.605831039091:253.02368602747268:227.77370035272628:37.84111943640422:33.40561479306909:12.271874464844958:3.010342717065991:2.6629935751359843:1.1758760409397524:0.3197176482364925:0.18706260102283884:0.11566246686979556,0.001589990135884359
3,6,6,-3:-5:-2,5:3:2,36,10,45333.83935489345:44712.35653294901:7101.253789931072:4096.339366775972:2509.9632981293817:325.5210290453234:292.87060604464205:59.62226907864742:50.03091584359134:15.636818873550945:3.6765234684955983:3.2249082930039323:1.3752120451457888:0.39210439375909817:0.2085798134489917:0.1430849302893993,0.0012381565972825847
3,6,6,-2:-5:-2,5:2:2,72,9,71329.2916295541:70758.45984671108:11520.12079938031:6759.490300469684:4202.950272106147:547.2945145686355:491.52699898337636:82.07853157631953:69.84894726069211:22.296279742655994:5.315890917719754:4.555801863877394:1.6112802532947839:0.48687207521391557:0.2613522497704192:0.16668691621811896,0.001087223768089416
3,6,6,-1:-5:-2,5:2:1,84,9,96546.92379862494:96182.69778692538:15967.994484867637:9488.415139227727:5962.433927931722:779.4033575907162:699.3402166240575:101.70840331758038:87.40847360881195:28.371209150339695:6.829091109550443:5.783219898632748:1.7916275138467317:0.5633398938801094:0.3044007916420242:0.18397997969744234,0.0009978717888001305
3,6,6,0:-5:-2,5:2:0,96,9,107442.65146476658:107207.01592179836:17933.287867618506:10706.58046309317:6753.913093234064:884.3276957416201:793.2821318105368:109.73145109612038:94.64146231312247:30.917221676369902:7.467732159911276:6.300703065549918:1.8605422693947522:0.5933047517532692:0.3213722398250208:0.19039805182952954,0.0009683067764991488
3,6,6,1:-5:-2,5:2:1,84,9,96546.92379862495:96182.69778692543:15967.994484867642:9488.415139227724:5962.433927931723:779.4033575907172:699.3402166240577:101.70840331758005:87.40847360881165:28.371209150340192:6.829091109549983:5.783219898632625:1.7916275138468487:0.5633398938802203:0.30440079164320427:0.18397997969564323,0.0009978717888001272
3,6,6,2:-5:-2,5:2:2,72,9,71329.2916295541:70758.45984671106:11520.120799380315:6759.49030046968:4202.950272106145:547.294514568635:491.5269989833766:82.07853157631905:69.84894726069173:22.29627974265426:5.315890917718424:4.555801863877785:1.611280253295156:0.4868720752141068:0.2613522497712312:0.1666869162173615,0.0010872237680894063
3,6,6,3:-5:-2,5:3:2,36,10,45333.839354893455:44712.35653294901:7101.253789931069:4096.33936677597:2509.9632981293817:325.52102904532285:292.87060604464205:59.62226907864747:50.03091584359145:15.63681887355095:3.6765234684956014:3.2249082930037885:1.3752120451457233:0.3921043937590875:0.20857981344867427:0.14308493028953748,0.0012381565972825865
3,6,6,-3:-4:-2,4:3:2,72,9,107442.65146476658:107207.01592179826:17933.287867618517:10706.580463093176:6753.913093234068:884.3276957416216:793.2821318105367:109.73145109612051:94.6414623131217:30.91722167637152:7.467732159909836:6.3007030655500165:1.8605422693928473:0.5933047517531395:0.32137223982392843:0.19039805183096137,0.0009683067764991485
3,6,6,-2:-4:-2,4:2:2,144,9,195002.89205680683:193582.24041128444:34271.00181091933:21048.956419445436:13572.16472914722:1800.4734896186676:1614.236391125316:166.98410097161423:147.0671890142062:50.05098262418455:12.341391553422119:10.241770947885563:2.2995956060500435:0.7919026586083191:0.43516666481611666:0.2288448963362782,0.000822355685722907
3,6,6,-1:-4:-2,4:2:1,168,9,294793.6502469531:290510.4084888356:54138.95891677058:33983.36443198092:22240.810793471584:2994.488725573446:2686.9799366090256:223.4946079592603:199.9862675003686:70.43265670689053:17.661862397340027:14.537307057987562:2.6753181105441297:0.9703520402685297:0.5391904130727844:0.2586955997100128,0.0007365962651190321
3,6,6,0:-4:-2,4:2:0,192,9,342110.73762059154:336204.9940429119:63998.59644550638:40503.00531764926:26641.579086209418:3612.3221459091787:3243.398110985706:248.32785559702248:223.552318304719:79.8161710593582:20.152780334830258:16.54859562274733:2.8286480232058646:1.0450490675124922:0.5831977624816393:0.2701741329705528,0.0007083934640342426
3,6,6,1:-4:-2,4:2:1,168,9,294793.6502469532:290510.40848883556:54138.95891677057:33983.36443198091:22240.810793471588:2994.4887255734457:2686.979936609022:223.49460795926052:199.98626750036945:70.43265670689354:17.661862397338755:14.537307057989173:2.6753181105494854:0.9703520402676296:0.5391904130608671:0.2586955997195779,0.0007365962651190355
3,6,6,2:-4:-2,4:2:2,144,9,195002.89205680686:193582.2404112844:34271.00181091935:21048.956419445436:13572.164729147218:1800.473489618666:1614.236391125316:166.9841009716149:147.06718901420675:50.0509826241907:12.341391553424783:10.241770947885808:2.299595606048655:0.791902658608215:0.4351666648181318:0.22884489633513524,0.0008223556857229155
3,6,6,3:-4:-2,4:3:2,72,9,107442.65146476658:107207.0159217983:17933.287867618517:10706.580463093176:6753.913093234066:884.3276957416202:793.2821318105367:109.73145109612004:94.6414623131219:30.917221676371334:7.467732159912028:6.300703065550648:1.86054226939388:0.5933047517537371:0.32137223982538005:0.19039805183004246,0.0009683067764991475
3,6,6,-5:-3:-2,5:3:2,36,10,45333.83935489345:44712.35653294899:7101.253789931073:4096.339366775972:2509.963298129382:325.5210290453235:292.870606044642:59.62226907864761:50.03091584359143:15.636818873551215:3.676523468495669:3.224908293003887:1.3752120451458272:0.3921043937590197:0.20857981344875057:0.14308493028925043,0.001238156597282589
3,6,6,-4:-3:-2,4:3:2,72,9,107442.6514647665:107207.01592179826:17933.287867618514:10706.58046309317:6753.913093234068:884.3276957416202:793.2821318105373:109.73145109611997:94.64146231312222:30.91722167637009:7.467732159911252:6.300703065551331:1.8605422693940912:0.5933047517531799:0.32137223982556334:0.1903980518303381,0.0009683067764991471
3,6,6,-3:-3:-2,3:3:2,126,9,255503.65717962934:252447.26829855196:46162.782050737354:28754.04097432564:18723.733001245182:2506.285700275226:2247.9501322572123:202.01443687281628:179.7494101271084:62.52188189670642:15.58190726005808:12.858207332844382:2.5374232178973615:0.9040676682789035:0.5003655165308394:0.2480371793623649,0.0007650031926679476
3,6,6,-2:-3:-2,3:2:2,180,9,556339.861886717:541588.4844699446:111944.19529134783:72825.71075059466:48568.00971733728:6799.185946660017:6126.972146580296:350.9857651109721:322.64514467664543:121.11409035394281:31.411120108000592:25.65657546427665:3.4111581614118567:1.3374548677823077:0.7579697252086595:0.31065181473095665,0.0006252774610893113
3,6,6,-1:-3:-2,3:2:1,210,9,971694.4152719651:935629.7134549919:219735.63040490483:147493.80174761507:98973.48741660557:14746.620797001919:13397.96322680473:524.7612513408181:495.02419918649485:199.0730858194299:53.947330756444515:44.03080202641172:4.27774477793138:1.7948666927291945:1.0390353528495968:0.36363157487948405,0.0005453040588054798
3,6,6,0:-3:-2,3:2:0,240,9,1.192506258923713e6:1.1440033071425674e6:284982.10406623164:193389.77744930872:129518.86379722424:19947.582919398785:18204.211416420636:609.7325200401028:580.7571031009916:240.34035576122375:66.5659108435776:54.41706402709175:4.666073699803346:2.0078595342274688:1.1730310138672566:0.38521651227191944,0.00051967006030477
3,6,6,1:-3:-2,3:2:1,210,9,971694.4152719649:935629.7134549917:219735.6304049048:147493.80174761507:98973.48741660557:14746.620797001906:13397.963226804739:524.7612513408197:495.02419918649514:199.07308581943363:53.94733075643782:44.03080202641034:4.277744777917857:1.7948666927305355:1.0390353528869338:0.3636315748434944,0.000545304058805481
3,6,6,2:-3:-2,3:2:2,180,9,556339.861886717:541588.4844699447:111944.19529134776:72825.7107505947:48568.00971733724:6799.185946660015:6126.9721465802995:350.98576511097195:322.6451446766441:121.11409035395515:31.41112010799756:25.65657546428143:3.4111581614116013:1.3374548677850722:0.7579697252105931:0.31065181472470577,0.0006252774610893138
3,6,6,3:-3:-2,3:3:2,126,9,255503.65717962917:252447.26829855196:46162.78205073734:28754.040974325635:18723.733001245182:2506.285700275226:2247.950132257211:202.01443687281707:179.74941012710855:62.52188189670803:15.58190726006141:12.85820733284527:2.537423217898742:0.9040676682788282:0.500365516525782:0.24803717936689523,0.000765003192667951
3,6,6,4:-3:-2,4:3:2,72,9,107442.6514647665:107207.01592179826:17933.287867618514:10706.58046309317:6753.913093234068:884.3276957416202:793.2821318105373:109.73145109611997:94.64146231312222:30.91722167637009:7.467732159911252:6.300703065551331:1.8605422693940912:0.5933047517531799:0.32137223982556334:0.1903980518303381,0.0009683067764991471
3,6,6,5:-3:-2,5:3:2,36,10,45333.83935489343:44712.35653294898:7101.253789931071:4096.339366775967:2509.9632981293807:325.5210290453233:292.8706060446418:59.622269078647314:50.030915843591444:15.636818873550975:3.676523468495732:3.224908293003829:1.3752120451456706:0.39210439375906625:0.20857981344869034:0.14308493028942426,0.0012381565972825854
3,6,6,-5:-2:-2,5:2:2,72,9,71329.29162955408:70758.45984671108:11520.120799380315:6759.490300469681:4202.950272106145:547.2945145686355:491.5269989833764:82.0785315763196:69.84894726069193:22.296279742657443:5.315890917719284:4.555801863877036:1.6112802532944634:0.486872075214157:0.2613522497720057:0.16668691621750997,0.001087223768089418
3,6,6,-4:-2:-2,4:2:2,144,9,195002.89205680686:193582.2404112845:34271.00181091935:21048.956419445443:13572.16472914722:1800.4734896186662:1614.236391125318:166.9841009716147:147.06718901420578:50.050982624189785:12.34139155342666:10.241770947886149:2.2995956060489244:0.7919026586068884:0.43516666481734684:0.2288448963353603,0.000822355685722912
3,6,6,-3:-2:-2,3:2:2,180,9,556339.8618867175:541588.4844699448:111944.19529134785:72825.71075059466:48568.0097173373:6799.185946660019:6126.972146580298:350.9857651109724:322.6451446766422:121.11409035395954:31.41112010800249:25.65657546428118:3.411158161405632:1.3374548677808336:0.7579697252067715:0.3106518147285681,0.0006252774610893141
3,6,6,-2:-2:-2,2:2:2,216,9,1.4789866328810565e6:1.4140107113633712e6:378009.0640298659:259394.71927442096:172817.0825293544:27778.639964839484:25496.487127426688:715.4939521967568:688.239826482863:294.1274289385918:83.76125189595244:68.68760758049291:5.12575758666846:2.2662127790945616:1.3382099159310443:0.40939774790727396,0.0004947356653122045
3,6,6,-1:-2:-2,2:2:1,252,9,3.0142352091604224e6:2.8788284929267922e6:1.0462931236606296e6:751390.1124393456:480812.78142454114:96383.49002469746:91018.74912244854:1252.00534405739:1229.934750387442:592.2029601105361:197.13750612222472:165.91921411168934:7.170614489754739:3.4993060870466772:2.1675048195477227:0.5040482025883399,0.00042589780181606185
3,6,6,0:-2:-2,2:2:0,288,9,3.897417097408581e6:3.7609017869826523e6:1.5644420467868831e6:1.163656899091182e6:733356.6950440941:165728.24704777636:158763.1554484363:1568.8512502042577:1532.6974744694608:772.1168704702641:284.8926976637989:244.35756615727738:8.203453538156895:4.179605343553969:2.6556880613846876:0.5464748839659762,0.0004055717113550609
3,6,6,1:-2:-2,2:2:1,252,9,3.014235209160423e6:2.8788284929267922e6:1.04629312366063e6:751390.1124393456:480812.78142454114:96383.49002469743:91018.74912244847:1252.0053440573895:1229.9347503874358:592.2029601105206:197.13750612229205:165.91921411168784:7.17061448974031:3.499306087028859:2.1675048195575854:0.5040482025922779,0.00042589780181606125
3,6,6,2:-2:-2,2:2:2,216,9,1.4789866328810563e6:1.4140107113633712e6:378009.064029866:259394.71927442084:172817.0825293544:27778.639964839524:25496.487127426677:715.4939521967567:688.2398264828665:294.12742893858814:83.76125189595217:68.68760758049318:5.125757586662726:2.2662127790870117:1.3382099159108145:0.40939774790546307,0.0004947356653122052
3,6,6,3:-2:-2,3:2:2,180,9,556339.8618867171:541588.4844699448:111944.19529134776:72825.7107505947:48568.00971733728:6799.185946660023:6126.972146580294:350.98576511097184:322.645144676644:121.11409035395037:31.41112010799595:25.656575464278873:3.411158161405073:1.3374548677806568:0.7579697252075401:0.3106518147318996,0.0006252774610893116
3,6,6,4:-2:-2,4:2:2,144,9,195002.89205680686:193582.2404112845:34271.00181091933:21048.95641944544:13572.16472914722:1800.473489618667:1614.2363911253165:166.98410097161408:147.06718901420604:50.05098262419181:12.341391553425643:10.24177094788611:2.2995956060481246:0.7919026586085537:0.435166664818191:0.22884489633671687,0.0008223556857229126
3,6,6,5:-2:-2,5:2:2,72,9,71329.29162955409:70758.45984671105:11520.120799380307:6759.490300469679:4202.950272106145:547.2945145686352:491.5269989833766:82.07853157631916:69.848947260692:22.296279742658374:5.315890917718517:4.555801863876561:1.6112802532946249:0.48687207521420006:0.26135224977132804:0.16668691621712503,0.001087223768089417
3,6,6,-5:-1:-2,5:2:1,84,9,96546.923798625:96182.69778692542:15967.994484867648:9488.415139227725:5962.433927931725:779.4033575907176:699.3402166240573:101.70840331758001:87.40847360881243:28.371209150334668:6.829091109550228:5.783219898633063:1.791627513847593:0.5633398938798366:0.30440079164126654:0.1839799796990827,0.0009978717888001227
3,6,6,-4:-1:-2,4:2:1,168,9,294793.65024695324:290510.40848883556:54138.95891677059:33983.36443198096:22240.81079347158:2994.4887255734448:2686.9799366090238:223.49460795925827:199.98626750037002:70.43265670689544:17.661862397338467:14.537307057989288:2.675318110543343:0.9703520402707373:0.5391904130641592:0.2586955997155038,0.0007365962651190334
3,6,6,-3:-1:-2,3:2:1,210,9,971694.4152719653:935629.7134549918:219735.63040490486:147493.80174761495:98973.48741660554:14746.620797001911:13397.963226804744:524.7612513408191:495.02419918650025:199.07308581943283:53.94733075642764:44.030802026411486:4.277744777921164:1.7948666927375727:1.0390353528560494:0.36363157487933523,0.0005453040588054824
3,6,6,-2:-1:-2,2:2:1,252,9,3.014235209160426e6:2.8788284929267922e6:1.0462931236606305e6:751390.1124393457:480812.78142454097:96383.49002469741:91018.74912244851:1252.0053440573888:1229.9347503874312:592.2029601105362:197.1375061222889:165.91921411165941:7.170614489816188:3.4993060870213815:2.167504819505582:0.5040482025681736,0.0004258978018160608
3,6,6,2:-1:-2,2:2:1,252,9,3.014235209160424e6:2.878828492926791e6:1.0462931236606303e6:751390.1124393458:480812.781424541:96383.49002469753:91018.74912244848:1252.00534405738:1229.934750387438:592.2029601105176:197.1375061222873:165.91921411168133:7.170614489784776:3.4993060870519233:2.1675048194966178:0.5040482025758994,0.0004258978018160597
3,6,6,3:-1:-2,3:2:1,210,9,971694.4152719649:935629.7134549915:219735.63040490483:147493.80174761498:98973.4874166056:14746.620797001911:13397.963226804748:524.7612513408238:495.0241991864949:199.07308581954348:53.94733075645577:44.03080202642201:4.277744777908885:1.794866692729433:1.0390353528660505:0.3636315748551412,0.0005453040588055056
3,6,6,4:-1:-2,4:2:1,168,9,294793.65024695307:290510.40848883556:54138.95891677056:33983.36443198092:22240.8107934716:2994.4887255734466:2686.979936609023:223.4946079592619:199.98626750036811:70.43265670691207:17.661862397340208:14.5373070579903:2.6753181105386483:0.9703520402600232:0.5391904130694656:0.25869559971338196,0.000736596265119046
3,6,6,5:-1:-2,5:2:1,84,9,96546.9237986249:96182.69778692538:15967.994484867633:9488.415139227724:5962.433927931725:779.4033575907159:699.3402166240563:101.70840331758009:87.40847360881179:28.37120915034521:6.829091109550514:5.783219898631792:1.7916275138472306:0.5633398938797153:0.3044007916463973:0.18397997969551347,0.000997871788800136
3,6,6,-5:0:-2,5:2:0,96,9,107442.65146476655:107207.0159217983:17933.28786761851:10706.58046309317:6753.913093234066:884.3276957416202:793.2821318105364:109.73145109612015:94.6414623131222:30.91722167636956:7.467732159911296:6.300703065550393:1.8605422693942701:0.5933047517534333:0.3213722398250921:0.19039805182968086,0.0009683067764991466
3,6,6,-4:0:-2,4:2:0,192,9,342110.7376205917:336204.9940429119:63998.596445506344:40503.005317649244:26641.579086209418:3612.3221459091806:3243.3981109857054:248.32785559702202:223.55231830471638:79.81617105935864:20.152780334828492:16.548595622745445:2.828648023205587:1.0450490675126494:0.5831977624818371:0.27017413297157583,0.0007083934640342382
3,6,6,-3:0:-2,3:2:0,240,9,1.1925062589237117e6:1.1440033071425674e6:284982.1040662316:193389.77744930878:129518.8637972242:19947.582919398777:18204.211416420632:609.7325200401:580.7571031009952:240.34035576122398:66.56591084358143:54.41706402709768:4.666073699802861:2.0078595342282117:1.1730310138648026:0.3852165122682585,0.0005196700603047709
3,6,6,-2:0:-2,2:2:0,288,9,3.897417097408581e6:3.7609017869826523e6:1.5644420467868831e6:1.1636568990911825e6:733356.6950440946:165728.2470477762:158763.1554484363:1568.8512502042472:1532.6974744694687:772.116870470272:284.8926976637867:244.3575661573821:8.203453538118985:4.179605343558281:2.6556880613849105:0.5464748839613218,0.00040557171135506255
3,6,6,2:0:-2,2:2:0,288,9,3.8974170974085797e6:3.7609017869826523e6:1.564442046786883e6:1.1636568990911825e6:733356.6950440946:165728.24704777618:158763.1554484363:1568.8512502042468:1532.697474469479:772.116870470272:284.8926976637916:244.3575661573979:8.20345353812496:4.1796053435417235:2.655688061387752:0.5464748839618945,0.000405571711355064
3,6,6,3:0:-2,3:2:0,240,9,1.1925062589237124e6:1.1440033071425676e6:284982.1040662315:193389.77744930875:129518.86379722423:19947.5829193988:18204.211416420632:609.7325200401004:580.7571031009893:240.34035576122383:66.56591084358344:54.41706402708492:4.666073699804981:2.0078595342281944:1.1730310138653437:0.3852165122688467,0.0005196700603047682
3,6,6,4:0:-2,4:2:0,192,9,342110.73762059165:336204.99404291186:63998.59644550634:40503.00531764924:26641.579086209433:3612.322145909179:3243.3981109857045:248.32785559702174:223.55231830471627:79.81617105935878:20.1527803348309:16.548595622749072:2.828648023206783:1.0450490675112767:0.5831977624822603:0.27017413297161536,0.0007083934640342385
3,6,6,5:0:-2,5:2:0,96,9,107442.65146476656:107207.0159217983:17933.28786761851:10706.580463093174:6753.913093234068:884.3276957416205:793.2821318105363:109.73145109612004:94.64146231312195:30.91722167637037:7.467732159911056:6.300703065550009:1.8605422693943416:0.5933047517532607:0.32137223982499036:0.19039805182986455,0.0009683067764991458
3,6,6,-5:1:-2,5:2:1,84,9,96546.923798625:96182.69778692542:15967.994484867648:9488.415139227725:5962.433927931725:779.4033575907176:699.3402166240573:101.70840331758001:87.40847360881243:28.371209150334668:6.829091109550228:5.783219898633063:1.791627513847593:0.5633398938798366:0.30440079164126654:0.1839799796990827,0.0009978717888001227
3,6,6,-4:1:-2,4:2:1,168,9,294793.65024695324:290510.40848883556:54138.95891677059:33983.36443198096:22240.81079347158:2994.4887255734448:2686.9799366090238:223.49460795925827:199.98626750037002:70.43265670689544:17.661862397338467:14.537307057989288:2.675318110543343:0.9703520402707373:0.5391904130641592:0.2586955997155038,0.0007365962651190334
3,6,6,-3:1:-2,3:2:1,210,9,971694.4152719653:935629.7134549918:219735.63040490486:147493.80174761495:98973.48741660554:14746.620797001911:13397.963226804744:524.7612513408191:495.02419918650025:199.07308581943283:53.94733075642764:44.030802026411486:4.277744777921164:1.7948666927375727:1.0390353528560494:0.36363157487933523,0.0005453040588054824
3,6,6,-2:1:-2,2:2:1,252,9,3.014235209160426e6:2.8788284929267922e6:1.0462931236606305e6:751390.1124393457:480812.78142454097:96383.49002469741:91018.74912244851:1252.0053440573888:1229.9347503874312:592.2029601105362:197.1375061222889:165.91921411165941:7.170614489816188:3.4993060870213815:2.167504819505582:0.5040482025681736,0.0004258978018160608
3,6,6,2:1:-2,2:2:1,252,9,3.014235209160424e6:2.878828492926791e6:1.0462931236606303e6:751390.1124393458:480812.781424541:96383.49002469753:91018.74912244848:1252.00534405738:1229.934750387438:592.2029601105176:197.1375061222873:165.91921411168133:7.170614489784776:3.4993060870519233:2.1675048194966178:0.5040482025758994,0.0004258978018160597
3,6,6,3:1:-2,3:2:1,210,9,971694.4152719649:935629.7134549915:219735.63040490483:147493.80174761498:98973.4874166056:14746.620797001911:13397.963226804748:524.7612513408238:495.0241991864949:199.07308581954348:53.94733075645577:44.03080202642201:4.277744777908885:1.794866692729433:1.0390353528660505:0.3636315748551412,0.0005453040588055056
3,6,6,4:1:-2,4:2:1,168,9,294793.65024695307:290510.40848883556:54138.95891677056:33983.36443198092:22240.8107934716:2994.4887255734466:2686.979936609023:223.4946079592619:199.98626750036811:70.43265670691207:17.661862397340208:14.5373070579903:2.6753181105386483:0.9703520402600232:0.5391904130694656:0.25869559971338196,0.000736596265119046
3,6,6,5:1:-2,5:2:1,84,9,96546.9237986249:96182.69778692538:15967.994484867633:9488.415139227724:5962.433927931725:779.4033575907159:699.3402166240563:101.70840331758009:87.40847360881179:28.37120915034521:6.829091109550514:5.783219898631792:1.7916275138472306:0.5633398938797153:0.3044007916463973:0.18397997969551347,0.000997871788800136
3,6,6,-5:2:-2,5:2:2,72,9,71329.29162955408:70758.45984671108:11520.120799380315:6759.490300469681:4202.950272106145:547.2945145686355:491.5269989833764:82.0785315763196:69.84894726069193:22.296279742657443:5.315890917719284:4.555801863877036:1.6112802532944634:0.486872075214157:0.2613522497720057:0.16668691621750997,0.001087223768089418
3,6,6,-4:2:-2,4:2:2,144,9,195002.89205680686:193582.2404112845:34271.00181091935:21048.956419445443:13572.16472914722:1800.4734896186662:1614.236391125318:166.9841009716147:147.06718901420578:50.050982624189785:12.34139155342666:10.241770947886149:2.2995956060489244:0.7919026586068884:0.43516666481734684:0.2288448963353603,0.000822355685722912
3,6,6,-3:2:-2,3:2:2,180,9,556339.8618867175:541588.4844699448:111944.19529134785:72825.71075059466:48568.0097173373:6799.185946660019:6126.972146580298:350.9857651109724:322.6451446766422:121.11409035395954:31.41112010800249:25.65657546428118:3.411158161405632:1.3374548677808336:0.7579697252067715:0.3106518147285681,0.0006252774610893141
3,6,6,-2:2:-2,2:2:2,216,9,1.4789866328810565e6:1.4140107113633712e6:378009.0640298659:259394.71927442096:172817.0825293544:27778.639964839484:25496.487127426688:715.4939521967568:688.239826482863:294.1274289385918:83.76125189595244:68.68760758049291:5.12575758666846:2.2662127790945616:1.3382099159310443:0.40939774790727396,0.0004947356653122045
3,6,6,-1:2:-2,2:2:1,252,9,3.0142352091604224e6:2.8788284929267922e6:1.0462931236606296e6:751390.1124393456:480812.78142454114:96383.49002469746:91018.74912244854:1252.00534405739:1229.934750387442:592.2029601105361:197.13750612222472:165.91921411168934:7.170614489754739:3.4993060870466772:2.1675048195477227:0.5040482025883399,0.00042589780181606185
3,6,6,0:2:-2,2:2:0,288,9,3.897417097408581e6:3.7609017869826523e6:1.5644420467868831e6:1.163656899091182e6:733356.6950440941:165728.24704777636:158763.1554484363:1568.8512502042577:1532.6974744694608:772.1168704702641:284.8926976637989:244.35756615727738:8.203453538156895:4.179605343553969:2.6556880613846876:0.5464748839659762,0.0004055717113550609
3,6,6,1:2:-2,2:2:1,252,9,3.014235209160423e6:2.8788284929267922e6:1.04629312366063e6:751390.1124393456:480812.78142454114:96383.49002469743:91018.74912244847:1252.0053440573895:1229.9347503874358:592.2029601105206:197.13750612229205:165.91921411168784:7.17061448974031:3.499306087028859:2.1675048195575854:0.5040482025922779,0.00042589780181606125
3,6,6,2:2:-2,2:2:2,216,9,1.4789866328810563e6:1.4140107113633712e6:378009.064029866:259394.71927442084:172817.0825293544:27778.639964839524:25496.487127426677:715.4939521967567:688.2398264828665:294.12742893858814:83.76125189595217:68.68760758049318:5.125757586662726:2.2662127790870117:1.3382099159108145:0.40939774790546307,0.0004947356653122052
3,6,6,3:2:-2,3:2:2,180,9,556339.8618867171:541588.4844699448:111944.19529134776:72825.7107505947:48568.00971733728:6799.185946660023:6126.972146580294:350.98576511097184:322.645144676644:121.11409035395037:31.41112010799595:25.656575464278873:3.411158161405073:1.3374548677806568:0.7579697252075401:0.3106518147318996,0.0006252774610893116
3,6,6,4:2:-2,4:2:2,144,9,195002.89205680686:193582.2404112845:34271.00181091933:21048.95641944544:13572.16472914722:1800.473489618667:1614.2363911253165:166.98410097161408:147.06718901420604:50.05098262419181:12.341391553425643:10.24177094788611:2.2995956060481246:0.7919026586085537:0.435166664818191:0.22884489633671687,0.0008223556857229126
