manifest,job,host,gpu,julia,cuda,blas_threads,seed,policy,strategy,precision,expansion_order,p_literature,lh,n,ell,window_classes,fit,note,n_cells,n_nodes,nodes_per_level,routes,routes_per_level,n_direct,nonempty_classes,max_class,mean_class,class_p50,class_p90,construction_ms,persistent_device_bytes,peak_device_bytes,grid_ms,occupancy_ms,direct_gen_ms,route_gen_ms,groups_ms,b2m_ms,m2m_ms,m2l_ms,m2l_per_level,l2l_ms,l2b_ms,eval_ms,refresh_ms,finalize_ms,euler_ms,verdict_step_ms,stale_step_ms,host_construction_ms,host_step_ms,h2d_ms,d2h_ms,m2l_device_alloc_bytes,step_device_alloc_bytes,verdict_step_host_alloc_bytes,route_uploads,operator_uploads,body_uploads,metadata_downloads,expansion_host_copies,reference_source,reference_samples,reference_checksum,ref_cross_check_grad_rel,err_potential_abs_rms,err_potential_rel_rms,err_gradient_abs_rms,err_gradient_rel_rms,err_gradient_max,conv_steps,conv_dt,conv_err_potential_rel_rms,conv_err_gradient_rel_rms,conv_err_gradient_max,stale_steps,stale_err_gradient_rel_rms,host_err_gradient_rel_rms
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier12,dense,Float64,3,4,false,1000000,5,256,true,,32768,37449,1 8 64 512 4096 32768,34343088,752 160192 2874464 31307680,5189728,5384,28672,6378.731054977712,1582.0,25088.0,18473.653489,905969664,1650458624,9.062226,0.025372,0.270193,24.203432,0.0603,1.0362559696659446,0.982336001470685,26.384128257632256,0.54963 0.512395 2.614796 22.882418,0.9807039750739932,52.78150737285614,112.51717805862427,3.875547,0.408353,0.040597,117.119919,112.826556,1231.139,203.57373,1.8657599575817585,1.8879360286518931,254696,96287784,57939272,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7616355747622785e-14,4.6973826047539794e-7,6.26643004151435e-6,2.4357414791677325e-5,0.00031851996400784134,9.216462619177898e-5,5,1.0e-5,6.2662195301530815e-6,0.00031841168690288743,9.224669148831844e-5,0,NaN,0.0003185199640078441
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier12,dense,Float64,3,4,false,1000000,5,1740,true,,32768,37449,1 8 64 512 4096 32768,34343088,752 160192 2874464 31307680,5189728,5384,28672,6378.731054977712,1582.0,25088.0,64.432548,3825205248,4531945472,4.790956,0.019618,0.262421,2.078225,0.055135,1.0511360596865416,0.9704959811642766,25.118879973888397,0.136059 0.2025 2.509669 22.411232,0.9693439933471382,52.80665680766106,105.39933294057846,3.872095,0.405593,0.038605,106.290017,100.87392700000001,120.304704,182.498934,1.8664640374481678,1.8827839521691203,254724,96287812,57666008,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.763899426981396e-14,4.6973826047547926e-7,6.266430041515435e-6,2.4357414791677355e-5,0.0003185199640078417,9.216462619179004e-5,5,1.0e-5,6.266219530168489e-6,0.0003184116869028815,9.22466914883172e-5,0,NaN,0.00031851996400784736
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier12,precomputed_y,Float64,3,4,false,1000000,5,256,true,,32768,37449,1 8 64 512 4096 32768,34343088,752 160192 2874464 31307680,5189728,5384,28672,6378.731054977712,1582.0,25088.0,3078.47194,905969664,1512046592,3.330971,0.01982,0.264573,17.086933,0.054602,1.0864960495382547,0.9750720346346498,74.57129657268524,0.680149 0.80616 6.623012 66.568544,0.9731519967317581,52.85433679819107,161.7964208126068,3.925804,0.40263,0.039202999999999995,176.513778,163.808527,915.700326,243.614931,1.7720640171319246,1.784863998182118,254696,96287784,68731976,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7652100346100777e-14,4.6973826047587826e-7,6.266430041520757e-6,2.435741479168064e-5,0.00031851996400788466,9.216462619190561e-5,5,1.0e-5,6.266219530179101e-6,0.0003184116869029218,9.22466914884332e-5,0,NaN,0.0003185199640078962
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier12,precomputed_y,Float64,3,4,false,1000000,5,1740,true,,32768,37449,1 8 64 512 4096 32768,34343088,752 160192 2874464 31307680,5189728,5384,28672,6378.731054977712,1582.0,25088.0,75.573385,3825205248,4498391040,23.344926,0.020586,0.264851,2.077654,0.056281,1.0339519940316677,0.9976959554478526,73.02569597959518,0.17143 0.442368 6.316337 66.013493,1.0015360312536359,52.813634276390076,166.2873476743698,3.845122,0.406544,0.039158,172.265316,162.95836799999998,141.887293,246.182085,1.7727039521560073,1.7883199034258723,254724,96287812,68332712,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7647546180876955e-14,4.697382604758969e-7,6.2664300415210064e-6,2.4357414791681472e-5,0.00031851996400789555,9.216462619190321e-5,5,1.0e-5,6.266219530170264e-6,0.0003184116869029262,9.224669148844215e-5,0,NaN,0.00031851996400788314
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier3,dense,Float64,3,4,false,1000000,5,256,true,,32768,37449,1 8 64 512 4096 32768,6039504,3096 53352 584136 5398920,830584,1264,30720,4778.088607594937,343.0,14880.0,22.145052,805306368,1512046592,3.271524,0.019756,0.101559,4.340734,0.054058,1.0247679892927408,0.9901759913191199,4.85580787062645,0.208505 0.16814 0.543953 4.034224,0.9695680346339941,9.13881603628397,58.75126272439957,3.716329,0.407084,0.038567,61.136698,59.773109,48.513584,130.926686,1.772543997503817,1.7921279650181532,46256,96059864,57701720,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7652100346100777e-14,1.2157553596168322e-5,0.00016218491337973538,0.0003055252680440406,0.003995329480291386,0.0013200617122167714,5,1.0e-5,0.00016218488833878567,0.003994229769468361,0.0013205066640313355,0,NaN,0.003995329480291378
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier3,dense,Float64,3,4,false,1000000,5,1740,true,,32768,37449,1 8 64 512 4096 32768,6039504,3096 53352 584136 5398920,830584,1264,30720,4778.088607594937,343.0,14880.0,21.964759,905969664,1746927616,3.327899,0.020848,0.108309,0.63423,0.054557,1.0275839595124125,0.9848319459706545,4.6575358137488365,0.135851 0.119867 0.542755 3.979644,0.9701120434328914,9.118080139160156,55.642303079366684,3.718436,0.352799,0.038832,58.597243,55.027094999999996,43.037931,127.060381,1.7740799812600017,1.7865919508039951,46264,96059872,57660504,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7652100346100777e-14,1.2157553596170035e-5,0.00016218491337975822,0.0003055252680440402,0.003995329480291381,0.00132006171221677,5,1.0e-5,0.00016218488833879437,0.00399422976946838,0.001320506664031377,0,NaN,0.003995329480291379
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier3,precomputed_y,Float64,3,4,false,1000000,5,256,true,,32768,37449,1 8 64 512 4096 32768,6039504,3096 53352 584136 5398920,830584,1264,30720,4778.088607594937,343.0,14880.0,27.218881,805306368,1646264320,3.332649,0.020062,0.103736,3.122657,0.055032,1.028224010951817,0.9879999561235309,13.385536149144173,0.27068 0.266897 1.385281 11.54726,0.965439947322011,9.112640284001827,67.70803034305573,3.565633,0.405108,0.038822,67.33517499999999,71.220318,50.186836,136.87706599999999,1.7719999887049198,1.7980799311771989,46256,96059864,59687784,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.763406629995784e-14,1.215755359616847e-5,0.00016218491337973735,0.0003055252680440357,0.003995329480291322,0.0013200617122166752,5,1.0e-5,0.00016218488833879044,0.003994229769468326,0.0013205066640312392,0,NaN,0.003995329480291329
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier3,precomputed_y,Float64,3,4,false,1000000,5,1740,true,,32768,37449,1 8 64 512 4096 32768,6039504,3096 53352 584136 5398920,830584,1264,30720,4778.088607594937,343.0,14880.0,21.254261,905969664,1746927616,3.349307,0.021498,0.110207,0.65584,0.055688,1.0228159371763468,0.9905920596793294,13.125215657055378,0.173694 0.222759 1.347727 11.462139,0.9670720319263637,9.13113635033369,66.3212537765503,3.6539070000000002,0.40621500000000005,0.039383,61.614266,64.33349600000001,51.52098,136.148156,1.7736320151016116,1.7928960733115673,46264,96059872,59623128,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7652100346100777e-14,1.2157553596168837e-5,0.00016218491337974223,0.00030552526804403604,0.003995329480291326,0.0013200617122166697,5,1.0e-5,0.00016218488833876586,0.003994229769468319,0.0013205066640312672,0,NaN,0.003995329480291336
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier12,dense,Float32,3,4,false,1000000,5,256,true,,32768,37449,1 8 64 512 4096 32768,34343088,752 160192 2874464 31307680,5189728,5384,28672,6378.731054977712,1582.0,25088.0,8423.622427,895483904,1233125376,3.274577,0.018713,0.26307,25.473605,0.054768,0.574303965549916,0.9526719804853201,27.850113809108734,0.53009 0.542737 2.91185 24.003989,0.9457279811613262,38.46220672130585,101.29231959581375,5.308732,0.24809,0.034793,115.533971,103.61283,1594.492627,187.85826799999998,0.8986880420707166,0.9265919798053801,254696,48287384,57931320,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7652100346100777e-14,4.7091999856771793e-7,6.282194733697229e-6,2.4360822380628393e-5,0.00031856452477585924,9.215790606283593e-5,5,1.0e-5,6.300133873603423e-6,0.0003184137636837661,9.224094229088853e-5,0,NaN,0.0003185632511125067
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier12,dense,Float32,3,4,false,1000000,5,1740,true,,32768,37449,1 8 64 512 4096 32768,34343088,752 160192 2874464 31307680,5189728,5384,28672,6378.731054977712,1582.0,25088.0,346.070684,3724541952,4095737856,3.300085,0.020039,0.261934,2.079251,0.056587,0.5753280129283667,0.9747199947014451,26.666879653930664,0.146143 0.243516 2.869474 23.551291,0.9545279899612069,38.42991963028908,86.42368018627167,3.683497,0.244867,0.033735,91.40666399999999,92.960051,557.000028,159.406352,0.8996480028145015,0.925311993341893,254724,48287412,57658072,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.763406629995784e-14,4.708341170381883e-7,6.28104905185281e-6,2.436078199735442e-5,0.0003185639966870172,9.215772263776482e-5,5,1.0e-5,6.300211211712741e-6,0.0003184140206555251,9.223467605945578e-5,0,NaN,0.0003185650594544585
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier12,precomputed_y,Float32,3,4,false,1000000,5,256,true,,32768,37449,1 8 64 512 4096 32768,34343088,752 160192 2874464 31307680,5189728,5384,28672,6378.731054977712,1582.0,25088.0,2951.700062,805306368,1109393408,3.288134,0.018861,0.263869,12.834525,0.055647,0.5787519621662796,0.9615679737180471,70.91846317052841,0.663245 0.799938 6.172143 63.39464,0.9623040095902979,38.44064101576805,148.72397482395172,3.783374,0.187574,0.034269,157.838904,151.939671,869.893818,218.260989,0.8971199858933687,0.9258880163542926,254696,48287384,68723944,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7637678716646465e-14,4.7085935450135553e-7,6.2813857261471345e-6,2.4361035696286384e-5,0.000318567314287648,9.216577175658401e-5,5,1.0e-5,6.301302534596322e-6,0.00031841474072635736,9.225201375550507e-5,0,NaN,0.0003185649299762055
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier12,precomputed_y,Float32,3,4,false,1000000,5,1740,true,,32768,37449,1 8 64 512 4096 32768,34343088,752 160192 2874464 31307680,5189728,5384,28672,6378.731054977712,1582.0,25088.0,73.412248,3724541952,4062183424,3.264012,0.020017,0.264907,2.090054,0.055818,0.5866559804417193,0.9666879777796566,69.28585469722748,0.176329 0.414916 5.992999 62.665091,0.9891840163618326,38.425952196121216,148.93168210983276,3.645375,0.19539399999999998,0.033954,146.846015,146.832865,80.747098,210.03676,1.1529279872775078,0.9233279852196574,254724,48287412,68324776,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7651707506966358e-14,4.707199139606601e-7,6.27952555322374e-6,2.4360977125750667e-5,0.0003185665483654396,9.215859574019983e-5,5,1.0e-5,6.301259570389053e-6,0.0003184143375435827,9.224419212689502e-5,0,NaN,0.0003185689602974884
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier3,dense,Float32,3,4,false,1000000,5,256,true,,32768,37449,1 8 64 512 4096 32768,6039504,3096 53352 584136 5398920,830584,1264,30720,4778.088607594937,343.0,14880.0,61.776328,671088640,1142947840,3.291555,0.020125,0.108428,4.574066,0.056067,0.5748159601353109,1.010208041407168,5.122719798237085,0.226697 0.175095 0.608649 4.237812,0.9881920414045453,6.634431891143322,55.1421120762825,3.494057,0.229488,0.034321,52.693097,53.315659000000004,66.172289,116.44312900000001,0.9071679669432342,0.92995201703161,46256,48059464,57693768,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7652131577587173e-14,1.2154556058728038e-5,0.0001621449254540183,0.0003055303476453885,0.003995395905831713,0.001320063386721989,5,1.0e-5,0.0001621576309120458,0.003994238918064987,0.001320257622229649,0,NaN,0.003995393265178374
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier3,dense,Float32,3,4,false,1000000,5,1740,true,,32768,37449,1 8 64 512 4096 32768,6039504,3096 53352 584136 5398920,830584,1264,30720,4778.088607594937,343.0,14880.0,61.477376,805306368,1277165568,3.28574,0.020124,0.109683,0.640408,0.056292,0.5769919953309,1.0047999676316977,4.895808175206184,0.14289 0.123484 0.563838 4.189236,0.9870079811662436,6.622464396059513,53.20121720433235,3.506788,0.2419,0.035014,54.912206999999995,49.984409,70.399495,111.479538,1.1026241118088365,0.9224960231222212,46264,48059472,57652552,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7637678716646465e-14,1.2155891763491699e-5,0.00016216274410146917,0.00030553053549394415,0.0039953983623122425,0.001320063386721989,5,1.0e-5,0.0001621520192562758,0.003994239706944278,0.0013202416000879036,0,NaN,0.003995395399131287
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier3,precomputed_y,Float32,3,4,false,1000000,5,256,true,,32768,37449,1 8 64 512 4096 32768,6039504,3096 53352 584136 5398920,830584,1264,30720,4778.088607594937,343.0,14880.0,18.209116,704643072,1142947840,3.325339,0.019738,0.106753,1.911986,0.056846,0.5825600237585604,0.9799039689823985,12.67958339303732,0.280374 0.275714 1.297069 10.914472,0.9568319655954838,6.580639630556107,62.802717089653015,3.505793,0.242429,0.033556,62.903685,62.412710000000004,23.166476,123.394458,1.1527359019964933,0.9177920292131603,46256,48059464,59679832,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7636647781180067e-14,1.2156197717148238e-5,0.00016216682560247933,0.0003055300138678736,0.003995391541049862,0.0013200653965024863,5,1.0e-5,0.00016216095733306228,0.003994241079197267,0.001320252404206227,0,NaN,0.003995391083173155
0e57eca91e2c725b,12997508,m13h-1-1,NVIDIA H200,1.11.7,12.8.0,1,24025,hier3,precomputed_y,Float32,3,4,false,1000000,5,1740,true,,32768,37449,1 8 64 512 4096 32768,6039504,3096 53352 584136 5398920,830584,1264,30720,4778.088607594937,343.0,14880.0,19.142439,805306368,1277165568,3.300614,0.019495,0.10651,0.662795,0.056924,0.5912319757044315,0.9791359771043062,12.518303468823433,0.184464 0.213754 1.248431 10.896074,0.9655680041760206,6.57734414562583,61.679936945438385,3.4922500000000003,0.249735,0.035371,62.625866,61.343096,36.129185,140.748344,0.8980479906313121,0.9225599933415651,46264,48059472,59615176,2,2,0,0,0,024b_csv,512,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,2.7647546180876955e-14,1.2155192759489919e-5,0.00016215341920706636,0.0003055305546693166,0.0039953986130670536,0.0013200627869944545,5,1.0e-5,0.00016215428126529973,0.003994240868216867,0.0013202452090598758,0,NaN,0.003995393105163724
