job,host,gpu,julia,cuda,precision,n,ell,near_radius2,window_classes,expansion_order,p_literature,beta,sigma,rho_t,g_min,h_leaf,adequacy_margin,dt,samples,seed,sampler_seed,construction_ms,step,t_step_ms,step_device_alloc_bytes,step_host_alloc_bytes,body_uploads,route_uploads,operator_uploads,expansion_host_copies,influence_downloads,metadata_downloads,u_rel_rms,j_rel_rms
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,21560.567776,0,NaN,-1,-1,0,2,2,0,0,0,0.0010880422361542806,0.00369614798663266
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,21560.567776,1,296.44352197647095,-1,-1,0,2,2,0,0,0,NaN,NaN
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,21560.567776,2,58.121856302022934,-1,-1,0,2,2,0,0,0,NaN,NaN
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,21560.567776,3,57.892512530088425,-1,-1,0,2,2,0,0,0,NaN,NaN
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,21560.567776,4,57.75327980518341,-1,-1,0,2,2,0,0,0,NaN,NaN
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,21560.567776,5,57.73753672838211,-1,-1,0,2,2,0,0,0,NaN,NaN
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float64,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,21560.567776,7,NaN,8996,2070368,0,2,2,0,0,0,0.001088041812371488,0.0036961471310266968
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,9042.244529,0,NaN,-1,-1,0,2,2,0,0,0,0.001088057007037045,0.0036961435605234413
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,9042.244529,1,278.9120674133301,-1,-1,0,2,2,0,0,0,NaN,NaN
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,9042.244529,2,35.692766308784485,-1,-1,0,2,2,0,0,0,NaN,NaN
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,9042.244529,3,35.349756479263306,-1,-1,0,2,2,0,0,0,NaN,NaN
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,9042.244529,4,35.34630686044693,-1,-1,0,2,2,0,0,0,NaN,NaN
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,9042.244529,5,35.31833738088608,-1,-1,0,2,2,0,0,0,NaN,NaN
13058532,m13h-1-2,NVIDIA H200,1.11.7,12.8.0,Float32,100000,3,12,256,3,4,2.0,0.043088693800637685,4.789,2.23606797749979,0.1275,1.3816149403154856,1.0e-5,200,24025,24026,9042.244529,7,NaN,7028,2060560,0,2,2,0,0,0,0.0010880434565069968,0.0036961491357661025
