P,lh,variant,blas_threads,n,routes,nonempty_classes,max_class,mean_class,gemm_min_cols,gemm_min_dim,construction_ms,persistent_bytes,stage_ms,stage_alloc_bytes,full_step_ms,full_step_alloc_bytes
12,true,factored_functional,1,150,12382,2490,24,4.972690763052209,32,5,110.558909,92765736,799.759796,1305168560,NaN,-1
12,true,factored_scalar,1,150,12382,2490,24,4.972690763052209,9223372036854775807,9223372036854775807,101.546149,92765736,627.778161,1808,651.892294,26240
12,true,factored_gemm,1,150,12382,2490,24,4.972690763052209,1,1,107.275217,92765736,453.34832400000005,1808,477.115114,26240
12,true,factored_optimized,1,150,12382,2490,24,4.972690763052209,32,5,193.905602,92765736,623.770748,1808,647.8169740000001,26240
4,false,concat,1,2000,32396,0,0,0.0,32,5,76.972282,294972776,71.572603,6032,104.672956,21744
4,false,factored_functional,1,2000,32396,1584,48,20.4520202020202,32,5,13.701533,30886792,117.168593,223038768,NaN,-1
4,false,factored_scalar,1,2000,32396,1584,48,20.4520202020202,9223372036854775807,9223372036854775807,18.018135,30886792,65.830691,1808,99.094822,18032
4,false,factored_gemm,1,2000,32396,1584,48,20.4520202020202,1,1,96.428801,30886792,59.016583,1808,92.50386400000001,18032
4,false,factored_optimized,1,2000,32396,1584,48,20.4520202020202,32,5,16.756855,30886792,61.485234,1808,94.76682699999999,18032
4,true,concat,1,2000,23646,0,0,0.0,32,5,73.190454,840004648,130.441899,11840,168.748048,35072
4,true,factored_functional,1,2000,23646,1368,41,17.285087719298247,32,5,13.741157,30725640,211.643041,409595664,NaN,-1
4,true,factored_scalar,1,2000,23646,1368,41,17.285087719298247,9223372036854775807,9223372036854775807,17.873213,30725640,124.01901799999999,1808,161.649306,25552
4,true,factored_gemm,1,2000,23646,1368,41,17.285087719298247,1,1,28.221142,30725640,107.843676,1808,145.76245600000001,25552
4,true,factored_optimized,1,2000,23646,1368,41,17.285087719298247,32,5,35.946031,30725640,119.276074,1808,156.83103,25552
8,false,concat,1,2000,177990,0,0,0.0,32,5,76.27369,944625256,1656.425058,10624,1685.074295,26336
8,false,factored_functional,1,2000,177990,3122,237,57.011531069827036,32,5,42.634182,71415944,1686.302584,3653184960,NaN,-1
8,false,factored_scalar,1,2000,177990,3122,237,57.011531069827036,9223372036854775807,9223372036854775807,41.62216,71415944,1507.767313,1808,1543.037022,18032
8,false,factored_gemm,1,2000,177990,3122,237,57.011531069827036,1,1,59.271379,71415944,999.110308,1808,1034.501675,18032
8,false,factored_optimized,1,2000,177990,3122,237,57.011531069827036,32,5,321.976706,71415944,1044.529532,1808,1082.935775,18032
8,true,concat,1,2000,185284,0,0,0.0,32,5,83.471412,2484028840,4012.289297,22240,4060.1198910000003,45472
8,true,factored_functional,1,2000,185284,3124,247,59.309859154929576,32,5,306.428816,89866216,4012.517691,8748877200,NaN,-1
8,true,factored_scalar,1,2000,185284,3124,247,59.309859154929576,9223372036854775807,9223372036854775807,78.993963,89866216,3639.4518580000004,1808,3691.573182,25552
8,true,factored_gemm,1,2000,185284,3124,247,59.309859154929576,1,1,218.425899,89866216,2362.680587,1808,2416.81344,25552
8,true,factored_optimized,1,2000,185284,3124,247,59.309859154929576,32,5,184.031835,89866216,2472.7829030000003,1808,2528.168938,25552
12,false,concat,1,2000,222454,0,0,0.0,32,5,97.960867,1967809960,5507.639321,10624,5569.619576,26336
12,false,factored_functional,1,2000,222454,3282,310,67.78001218769043,32,5,122.51784,101381544,4474.18391,9440608944,NaN,-1
12,false,factored_scalar,1,2000,222454,3282,310,67.78001218769043,9223372036854775807,9223372036854775807,89.678311,101381544,4858.100724,1808,4938.709674,18032
12,false,factored_gemm,1,2000,222454,3282,310,67.78001218769043,1,1,252.403733,101381544,2736.2091,1808,2850.596061,18032
12,false,factored_optimized,1,2000,222454,3282,310,67.78001218769043,32,5,240.509097,101381544,2898.468557,1808,3053.985982,18032
12,true,concat,1,2000,203136,0,0,0.0,32,5,125.58078,5009974696,11375.501347,22240,11983.565136,45472
12,true,factored_functional,1,2000,203136,3246,262,62.58040665434381,32,5,170.483382,145171752,9098.65583,19217925808,NaN,-1
12,true,factored_scalar,1,2000,203136,3246,262,62.58040665434381,9223372036854775807,9223372036854775807,131.987186,145171752,9916.478948,1808,9983.264903000001,25552
12,true,factored_gemm,1,2000,203136,3246,262,62.58040665434381,1,1,315.064222,145171752,5491.633499,1808,5584.956417,25552
12,true,factored_optimized,1,2000,203136,3246,262,62.58040665434381,32,5,327.892196,145171752,5883.963821,1808,5977.06967,25552
4,false,concat,1,20000,34512,0,0,0.0,32,5,77.136026,294972776,75.731917,6032,2105.940118,22192
4,false,factored_functional,1,20000,34512,1584,48,21.78787878787879,32,5,27.715143,30886792,121.735806,236137872,NaN,-1
4,false,factored_scalar,1,20000,34512,1584,48,21.78787878787879,9223372036854775807,9223372036854775807,21.003829,30886792,70.88182,1808,2104.7696779999997,18480
4,false,factored_gemm,1,20000,34512,1584,48,21.78787878787879,1,1,110.908455,30886792,61.904877,1808,2094.982231,18480
4,false,factored_optimized,1,20000,34512,1584,48,21.78787878787879,32,5,91.828653,30886792,64.781485,1808,2096.3710020000003,18480
4,true,concat,1,20000,25704,0,0,0.0,32,5,80.855417,840004648,143.595514,11840,2250.241379,35584
4,true,factored_functional,1,20000,25704,1368,42,18.789473684210527,32,5,93.865571,30725640,226.444078,442230704,NaN,-1
4,true,factored_scalar,1,20000,25704,1368,42,18.789473684210527,9223372036854775807,9223372036854775807,30.783912,30725640,134.13278200000002,1808,2241.9530449999997,26064
4,true,factored_gemm,1,20000,25704,1368,42,18.789473684210527,1,1,105.342985,30725640,115.48101199999999,1808,2225.355156,26064
4,true,factored_optimized,1,20000,25704,1368,42,18.789473684210527,32,5,92.256406,30725640,127.62632199999999,1808,2235.420877,26064
8,false,concat,1,20000,192480,0,0,0.0,32,5,79.82046,944625256,1794.781578,10624,2609.7774130000003,26784
8,false,factored_functional,1,20000,192480,3124,256,61.613316261203586,32,5,87.986981,71415944,1807.671704,3941841136,NaN,-1
8,false,factored_scalar,1,20000,192480,3124,256,61.613316261203586,9223372036854775807,9223372036854775807,50.178065,71415944,1627.386913,1808,2447.512872,18480
8,false,factored_gemm,1,20000,192480,3124,256,61.613316261203586,1,1,158.081442,71415944,1074.256975,1808,1889.06627,18480
8,false,factored_optimized,1,20000,192480,3124,256,61.613316261203586,32,5,120.635692,71415944,1122.280861,1808,1934.96442,18480
8,true,concat,1,20000,192480,0,0,0.0,32,5,88.024118,2484028840,4145.754152,22240,4998.062822999999,45984
8,true,factored_functional,1,20000,192480,3124,256,61.613316261203586,32,5,276.907387,89866216,4122.042571999999,9075838960,NaN,-1
8,true,factored_scalar,1,20000,192480,3124,256,61.613316261203586,9223372036854775807,9223372036854775807,64.605393,89866216,3784.472762,1808,4638.803983,26064
8,true,factored_gemm,1,20000,192480,3124,256,61.613316261203586,1,1,194.898333,89866216,2443.33543,1808,3300.1328879999996,26064
8,true,factored_optimized,1,20000,192480,3124,256,61.613316261203586,32,5,96.681498,89866216,2552.7041320000003,1808,3409.8255649999996,26064
12,false,concat,1,20000,230616,0,0,0.0,32,5,106.364216,1967809960,5742.016641,10624,6415.858505,26784
12,false,factored_functional,1,20000,230616,3282,320,70.26691042047533,32,5,117.54209,101381544,4604.649420000001,9776501984,NaN,-1
12,false,factored_scalar,1,20000,230616,3282,320,70.26691042047533,9223372036854775807,9223372036854775807,84.545388,101381544,5026.2503990000005,1808,5714.860790000001,18480
12,false,factored_gemm,1,20000,230616,3282,320,70.26691042047533,1,1,202.660711,101381544,2829.598349,1808,3513.225012,18480
12,false,factored_optimized,1,20000,230616,3282,320,70.26691042047533,32,5,233.415082,101381544,2999.045257,1808,3679.8218880000004,18480
12,true,concat,1,20000,222648,0,0,0.0,32,5,129.9086,5009974696,12394.366518,22240,13538.532775,45984
12,true,factored_functional,1,20000,222648,3252,280,68.4649446494465,32,5,166.13253,145171752,9944.358015,21030404368,NaN,-1
12,true,factored_scalar,1,20000,222648,3252,280,68.4649446494465,9223372036854775807,9223372036854775807,120.325109,145171752,10799.064339999999,1808,11664.290626,26064
12,true,factored_gemm,1,20000,222648,3252,280,68.4649446494465,1,1,299.963059,145171752,5998.647691,1808,6834.1021120000005,26064
12,true,factored_optimized,1,20000,222648,3252,280,68.4649446494465,32,5,345.959176,145171752,6375.030909,1808,7217.08881,26064
