manifest,job,policy,strategy,precision,expansion_order,lh,n,ell,window_classes,level,nonempty_classes,total_routes,max_class,mean_class,p10,p50,p90
fcc7f22730b275a6,13060804,sched6-5-4-4,dense,Float32,3,false,1000000,5,898,2,262,1896,16,7.236641221374046,2.0,6.0,12.0
fcc7f22730b275a6,13060804,sched6-5-4-4,dense,Float32,3,false,1000000,5,898,3,874,119784,320,137.05263157894737,36.0,112.0,252.0
fcc7f22730b275a6,13060804,sched6-5-4-4,dense,Float32,3,false,1000000,5,898,4,706,1226184,3360,1736.8045325779037,672.0,1407.0,3120.0
fcc7f22730b275a6,13060804,sched6-5-4-4,dense,Float32,3,false,1000000,5,898,5,418,6590856,29760,15767.598086124402,6750.0,13950.0,28830.0
