n,stage,kernel,count,total_ms
1000000,refresh,"_cuda_fill_leaf_to_node_kernel_(CuDeviceArray<Int64, 1, 1>, Int64)",1.0,0.0009059906005859375
1000000,b2m,"_cuda_b2m_leaf_nodes_kernel_(CuDeviceArray<Float32, 2, 1>, CuDeviceArray<Float32, 2, 1>, CuDeviceArray<Float32, 2, 1>, CuDeviceArray<Int64, 2, 1>, CuDeviceArray<Int64, 1, 1>, Int64, Int64)",1.0,0.5827903747558594
1000000,b2m,"[set device memory]",1.0,0.0015735626220703125
1000000,b2m,"[copy pageable to device memory]",0.2,0.00019073486328125
1000000,m2m,"gpu_broadcast_kernel_cartesian(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>, NDRange<2, DynamicSize, DynamicSize, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>>>, SubArray<Float32, 2, CuDeviceArray<Float32, 2, 1>, Tuple<UnitRange<Int64>, Slice<OneTo<Int64>>>, false>, Broadcasted<CuArrayStyle<2, DeviceMemory>, Tuple<OneTo<Int64>, OneTo<Int64>>, _, Tuple<Broadcasted<CuArrayStyle<2, DeviceMemory>, void, _, Tuple<Extruded<CuDeviceArray<Float32, 2, 1>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>, Extruded<SubArray<Float32, 2, CuDeviceArray<Float32, 2, 1>, Tuple<UnitRange<Int64>, Slice<OneTo<Int64>>>, false>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>, Broadcasted<CuArrayStyle<2, DeviceMemory>, void, _, Tuple<Extruded<CuDeviceArray<Float32, 2, 1>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>, Extruded<SubArray<Float32, 2, CuDeviceArray<Float32, 2, 1>, Tuple<UnitRange<Int64>, Slice<OneTo<Int64>>>, false>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>>>)",20.0,0.053882598876953125
1000000,m2m,"[copy pageable to device memory]",50.2,0.041484832763671875
1000000,m2m,"void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x5_nn_align1>(cutlass_80_simt_sgemm_64x64_8x5_nn_align1::Params)",11.0,0.03142356872558594
1000000,m2m,"sm80_xmma_gemm_f32f32_f32f32_f32_nn_n_tilesize128x32x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas",5.0,0.023555755615234375
1000000,m2m,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",11.0,0.017070770263671875
1000000,m2m,"_cuda_rotate_z_scatter_accumulate_kernel_(CuDeviceArray<Float32, 2, 1>, CuDeviceArray<Float32, 2, 1>, CuDeviceArray<Int64, 1, 1>, CuDeviceArray<Int64, 1, 1>, CuDeviceArray<Float32, 1, 1>, CuDeviceArray<Float32, 1, 1>, CuDeviceArray<Int64, 1, 1>, CuDeviceArray<Float32, 1, 1>)",5.0,0.012922286987304688
