manifest,job,host,gpu0,gpu1,julia,cuda,seed,sampler_seed,n,ell,expansion_order,p_literature,policy,precision,tensor_format,window_classes,reps,use_graph,graph_captured_g1,graph_captured_g2,single_ref_ms,single_ref_min_ms,single_ref_max_ms,single_ref_err,record_ref_ms,dual_wall_ms,dual_wall_min_ms,dual_wall_max_ms,refresh_g1_ms,refresh_g2_ms,graph_g1_ms,graph_g2_ms,exchange_g1_ms,exchange_g2_ms,finalize_euler_g1_ms,finalize_euler_g2_ms,gpu_wall_g1_ms,gpu_wall_g2_ms,barrier_g1_ms,barrier_g2_ms,fin_host_g1_ms,fin_host_g2_ms,comm_orch_ms,exchange_max_ms,orch_spawn_join_ms,imbalance_ms,exchange_bytes_total,p2p_gbps_dir1,p2p_gbps_dir2,eff_vs_injob,eff_vs_record,gate_comm_orch,gate_efficiency,err_gradient_rel_rms_g1,err_gradient_rel_rms_g2,err_potential_rel_rms_g1,err_gradient_max_g1,conv_steps,conv_dt,conv_err_gradient_rel_rms,lockstep_step0,lockstep_conv,slice_cover,counters_flat,routes_g1,routes_g2,n_direct_g1,n_direct_g2,construction_g1_ms,construction_g2_ms,persistent_bytes_g1,persistent_bytes_g2,used_bytes_g1,used_bytes_g2,host_alloc_per_step,refilters_g1,refilters_g2,reference_checksum,reference_samples
71aab1fa9045715b,13066058,m13h-1-2,NVIDIA H200,NVIDIA H200,1.11.7,12.8.0,24025,24026,1000000,5,3,4,sched6-5-4-4,Float32,fp16,898,25,true,true,true,4.6732309999999995,4.656205,5.137781,0.0010300020292115886,4.657,3.992541,3.807046,4.248788,0.504812,0.510417,2.9035520856268704,2.9080958920530975,0.09241600309906062,0.09420800233783666,0.2399680088274181,0.24252801085822284,3.975802,3.976463,0.015718,0.000225,0.740717,0.743199,0.18996088050332638,0.09548800335323904,0.015932999999999975,0.01168510761789987,37991840,233.97284406805846,236.18328999435485,0.5852452110072256,0.5832125455943972,true,false,0.001030214099678645,0.001030214099678645,3.005790507858944e-5,0.0003377017546625851,5,1.0e-5,0.0010281898405970669,true,true,true,true,7938720,7938720,1014904,1014904,252.779689,5879.429584,2250244096,2409627648,3079536640,3079536640,3378240,0,0,ec967629907c6e730d2389886b9f8e865fbec35c3a831d8c7220cdfad6e511bc,512
