policy,n,npairs,variant,ms,min_ms,max_ms,speedup,parity_ok,max_rel_dev,reps
sched6-4-4-3,1000000,830584,base,1.8582720076665282,1.8507520435377955,1.8735360354185104,1.0,true,1.188598629141657e-7,25
sched6-4-4-3,1000000,830584,base_repeat,1.858623931184411,1.8523839535191655,1.8809280591085553,0.9998106537250607,true,1.188598629141657e-7,25
sched6-4-4-3,1000000,830584,unroll2,1.975296065211296,1.964448019862175,1.9876158330589533,0.9407561936634294,true,1.188598629141657e-7,25
sched6-4-4-3,1000000,830584,unroll4,2.0560319535434246,2.049695933237672,2.068831818178296,0.9038147507697674,true,2.377197258283314e-7,25
sched6-4-4-3,1000000,830584,shm,1.8256640760228038,1.8181760096922517,1.8466879846528172,1.0178608606435202,true,1.188598629141657e-7,25
sched6-4-4-3,1000000,830584,shm_u2,1.9068160327151418,1.901824027299881,1.9257919630035758,0.9745418413650052,true,5.942993145708285e-8,25
