case,n,structure,param,pop,count
multiscale100,1000000,adaptive,64,31,978
multiscale100,1000000,adaptive,64,32,916
multiscale100,1000000,adaptive,64,33,888
multiscale100,1000000,adaptive,64,34,800
multiscale100,1000000,adaptive,64,35,739
multiscale100,1000000,adaptive,64,36,669
multiscale100,1000000,adaptive,64,37,619
multiscale100,1000000,adaptive,64,38,535
multiscale100,1000000,adaptive,64,39,551
multiscale100,1000000,adaptive,64,40,446
multiscale100,1000000,adaptive,64,41,422
multiscale100,1000000,adaptive,64,42,376
multiscale100,1000000,adaptive,64,43,319
multiscale100,1000000,adaptive,64,44,242
multiscale100,1000000,adaptive,64,45,199
multiscale100,1000000,adaptive,64,46,151
multiscale100,1000000,adaptive,64,47,109
multiscale100,1000000,adaptive,64,48,96
multiscale100,1000000,adaptive,64,49,78
multiscale100,1000000,adaptive,64,50,62
multiscale100,1000000,adaptive,64,51,27
multiscale100,1000000,adaptive,64,52,35
multiscale100,1000000,adaptive,64,53,22
multiscale100,1000000,adaptive,64,54,14
multiscale100,1000000,adaptive,64,55,9
multiscale100,1000000,adaptive,64,56,8
multiscale100,1000000,adaptive,64,57,14
multiscale100,1000000,adaptive,64,58,3
multiscale100,1000000,adaptive,64,59,4
multiscale100,1000000,adaptive,64,60,4
multiscale100,1000000,adaptive,64,61,10
multiscale100,1000000,adaptive,64,62,7
multiscale100,1000000,adaptive,64,63,5
multiscale100,1000000,adaptive,64,64,9
multiscale100,1000000,uniform,5,1,233
multiscale100,1000000,uniform,5,2,396
multiscale100,1000000,uniform,5,3,659
multiscale100,1000000,uniform,5,4,855
multiscale100,1000000,uniform,5,5,939
multiscale100,1000000,uniform,5,6,867
multiscale100,1000000,uniform,5,7,683
multiscale100,1000000,uniform,5,8,483
multiscale100,1000000,uniform,5,9,290
multiscale100,1000000,uniform,5,10,170
multiscale100,1000000,uniform,5,11,143
multiscale100,1000000,uniform,5,12,150
multiscale100,1000000,uniform,5,13,218
multiscale100,1000000,uniform,5,14,387
multiscale100,1000000,uniform,5,15,537
multiscale100,1000000,uniform,5,16,809
multiscale100,1000000,uniform,5,17,1116
multiscale100,1000000,uniform,5,18,1357
multiscale100,1000000,uniform,5,19,1783
multiscale100,1000000,uniform,5,20,1985
multiscale100,1000000,uniform,5,21,2132
multiscale100,1000000,uniform,5,22,2250
multiscale100,1000000,uniform,5,23,2135
multiscale100,1000000,uniform,5,24,2083
multiscale100,1000000,uniform,5,25,2058
multiscale100,1000000,uniform,5,26,1702
multiscale100,1000000,uniform,5,27,1396
multiscale100,1000000,uniform,5,28,1239
multiscale100,1000000,uniform,5,29,934
multiscale100,1000000,uniform,5,30,726
multiscale100,1000000,uniform,5,31,510
multiscale100,1000000,uniform,5,32,382
multiscale100,1000000,uniform,5,33,303
multiscale100,1000000,uniform,5,34,175
multiscale100,1000000,uniform,5,35,105
multiscale100,1000000,uniform,5,36,84
multiscale100,1000000,uniform,5,37,45
multiscale100,1000000,uniform,5,38,32
multiscale100,1000000,uniform,5,39,23
multiscale100,1000000,uniform,5,40,10
multiscale100,1000000,uniform,5,41,6
multiscale100,1000000,uniform,5,42,5
multiscale100,1000000,uniform,5,43,1
multiscale100,1000000,uniform,5,44,2
multiscale100,1000000,uniform,5,46,3
multiscale100,1000000,uniform,5,47,1
multiscale100,1000000,uniform,5,50,1
multiscale100,1000000,uniform,5,51,2
multiscale100,1000000,uniform,5,52,1
multiscale100,1000000,uniform,5,54,1
multiscale100,1000000,uniform,5,60,1
multiscale100,1000000,uniform,5,68,1
multiscale100,1000000,uniform,5,73,1
multiscale100,1000000,uniform,5,120,1
multiscale100,1000000,uniform,5,134,1
multiscale100,1000000,uniform,5,160,1
multiscale100,1000000,uniform,5,169,2
multiscale100,1000000,uniform,5,173,1
multiscale100,1000000,uniform,5,180,1
multiscale100,1000000,uniform,5,182,1
multiscale100,1000000,uniform,5,187,2
multiscale100,1000000,uniform,5,189,1
multiscale100,1000000,uniform,5,190,1
multiscale100,1000000,uniform,5,191,1
multiscale100,1000000,uniform,5,194,1
multiscale100,1000000,uniform,5,202,1
multiscale100,1000000,uniform,5,216,1
multiscale100,1000000,uniform,5,221,1
multiscale100,1000000,uniform,5,238,1
multiscale100,1000000,uniform,5,251,1
multiscale100,1000000,uniform,5,257,1
multiscale100,1000000,uniform,5,272,1
multiscale100,1000000,uniform,5,279,1
multiscale100,1000000,uniform,5,283,1
multiscale100,1000000,uniform,5,285,1
multiscale100,1000000,uniform,5,305,1
multiscale100,1000000,uniform,5,314,1
multiscale100,1000000,uniform,5,326,1
multiscale100,1000000,uniform,5,330,1
multiscale100,1000000,uniform,5,336,1
multiscale100,1000000,uniform,5,341,1
multiscale100,1000000,uniform,5,343,1
multiscale100,1000000,uniform,5,351,1
multiscale100,1000000,uniform,5,363,2
multiscale100,1000000,uniform,5,365,1
multiscale100,1000000,uniform,5,368,1
multiscale100,1000000,uniform,5,382,2
multiscale100,1000000,uniform,5,386,1
multiscale100,1000000,uniform,5,418,1
multiscale100,1000000,uniform,5,446,1
multiscale100,1000000,uniform,5,449,2
multiscale100,1000000,uniform,5,451,1
multiscale100,1000000,uniform,5,473,1
multiscale100,1000000,uniform,5,477,1
multiscale100,1000000,uniform,5,485,1
multiscale100,1000000,uniform,5,486,1
multiscale100,1000000,uniform,5,488,1
multiscale100,1000000,uniform,5,498,1
multiscale100,1000000,uniform,5,502,1
multiscale100,1000000,uniform,5,515,1
multiscale100,1000000,uniform,5,523,1
multiscale100,1000000,uniform,5,558,1
multiscale100,1000000,uniform,5,565,1
multiscale100,1000000,uniform,5,604,1
multiscale100,1000000,uniform,5,613,1
multiscale100,1000000,uniform,5,643,1
multiscale100,1000000,uniform,5,653,1
multiscale100,1000000,uniform,5,692,1
multiscale100,1000000,uniform,5,697,1
multiscale100,1000000,uniform,5,698,1
multiscale100,1000000,uniform,5,699,1
multiscale100,1000000,uniform,5,740,1
multiscale100,1000000,uniform,5,760,1
multiscale100,1000000,uniform,5,761,1
multiscale100,1000000,uniform,5,781,1
multiscale100,1000000,uniform,5,808,1
multiscale100,1000000,uniform,5,811,1
multiscale100,1000000,uniform,5,813,1
multiscale100,1000000,uniform,5,866,1
multiscale100,1000000,uniform,5,899,1
multiscale100,1000000,uniform,5,902,1
multiscale100,1000000,uniform,5,927,1
multiscale100,1000000,uniform,5,938,1
multiscale100,1000000,uniform,5,962,1
multiscale100,1000000,uniform,5,982,1
multiscale100,1000000,uniform,5,986,1
multiscale100,1000000,uniform,5,987,1
multiscale100,1000000,uniform,5,997,1
multiscale100,1000000,uniform,5,1064,1
multiscale100,1000000,uniform,5,1101,1
multiscale100,1000000,uniform,5,1133,1
multiscale100,1000000,uniform,5,1148,1
multiscale100,1000000,uniform,5,1189,1
multiscale100,1000000,uniform,5,1231,1
multiscale100,1000000,uniform,5,1255,1
multiscale100,1000000,uniform,5,1302,1
multiscale100,1000000,uniform,5,1310,1
multiscale100,1000000,uniform,5,1319,1
multiscale100,1000000,uniform,5,1373,1
multiscale100,1000000,uniform,5,1375,1
multiscale100,1000000,uniform,5,1399,1
multiscale100,1000000,uniform,5,1430,1
multiscale100,1000000,uniform,5,1463,1
multiscale100,1000000,uniform,5,1469,1
multiscale100,1000000,uniform,5,1499,1
multiscale100,1000000,uniform,5,1512,1
multiscale100,1000000,uniform,5,1535,1
multiscale100,1000000,uniform,5,1562,1
multiscale100,1000000,uniform,5,1568,1
multiscale100,1000000,uniform,5,1582,1
multiscale100,1000000,uniform,5,1591,1
multiscale100,1000000,uniform,5,1593,1
multiscale100,1000000,uniform,5,1636,1
multiscale100,1000000,uniform,5,1647,1
multiscale100,1000000,uniform,5,1660,1
multiscale100,1000000,uniform,5,1708,1
multiscale100,1000000,uniform,5,1713,1
multiscale100,1000000,uniform,5,1715,1
multiscale100,1000000,uniform,5,1729,1
multiscale100,1000000,uniform,5,1732,1
multiscale100,1000000,uniform,5,1733,1
multiscale100,1000000,uniform,5,1740,1
multiscale100,1000000,uniform,5,1769,1
multiscale100,1000000,uniform,5,1811,1
multiscale100,1000000,uniform,5,1813,1
multiscale100,1000000,uniform,5,1895,1
multiscale100,1000000,uniform,5,1919,1
multiscale100,1000000,uniform,5,1933,1
multiscale100,1000000,uniform,5,1938,1
multiscale100,1000000,uniform,5,1950,1
multiscale100,1000000,uniform,5,2015,1
multiscale100,1000000,uniform,5,2046,2
multiscale100,1000000,uniform,5,2054,1
multiscale100,1000000,uniform,5,2065,1
multiscale100,1000000,uniform,5,2091,1
multiscale100,1000000,uniform,5,2097,1
multiscale100,1000000,uniform,5,2102,1
multiscale100,1000000,uniform,5,2127,1
multiscale100,1000000,uniform,5,2137,1
multiscale100,1000000,uniform,5,2144,1
multiscale100,1000000,uniform,5,2162,1
multiscale100,1000000,uniform,5,2173,1
multiscale100,1000000,uniform,5,2179,1
multiscale100,1000000,uniform,5,2182,1
multiscale100,1000000,uniform,5,2185,1
multiscale100,1000000,uniform,5,2202,1
multiscale100,1000000,uniform,5,2209,1
multiscale100,1000000,uniform,5,2216,1
multiscale100,1000000,uniform,5,2222,1
multiscale100,1000000,uniform,5,2244,1
multiscale100,1000000,uniform,5,2250,1
multiscale100,1000000,uniform,5,2251,1
multiscale100,1000000,uniform,5,2252,1
multiscale100,1000000,uniform,5,2257,2
multiscale100,1000000,uniform,5,2260,1
multiscale100,1000000,uniform,5,2261,1
multiscale100,1000000,uniform,5,2262,2
multiscale100,1000000,uniform,5,2265,2
multiscale100,1000000,uniform,5,2268,1
multiscale100,1000000,uniform,5,2269,1
multiscale100,1000000,uniform,5,2270,2
multiscale100,1000000,uniform,5,2271,1
multiscale100,1000000,uniform,5,2272,1
multiscale100,1000000,uniform,5,2275,1
multiscale100,1000000,uniform,5,2277,1
multiscale100,1000000,uniform,5,2278,1
multiscale100,1000000,uniform,5,2281,1
multiscale100,1000000,uniform,5,2283,1
multiscale100,1000000,uniform,5,2285,1
multiscale100,1000000,uniform,5,2287,1
multiscale100,1000000,uniform,5,2289,1
multiscale100,1000000,uniform,5,2293,1
multiscale100,1000000,uniform,5,2295,2
multiscale100,1000000,uniform,5,2297,1
multiscale100,1000000,uniform,5,2298,1
multiscale100,1000000,uniform,5,2299,3
multiscale100,1000000,uniform,5,2301,1
multiscale100,1000000,uniform,5,2302,2
multiscale100,1000000,uniform,5,2305,2
multiscale100,1000000,uniform,5,2306,2
multiscale100,1000000,uniform,5,2308,1
multiscale100,1000000,uniform,5,2310,1
multiscale100,1000000,uniform,5,2311,1
multiscale100,1000000,uniform,5,2313,2
multiscale100,1000000,uniform,5,2317,1
multiscale100,1000000,uniform,5,2318,1
multiscale100,1000000,uniform,5,2321,1
multiscale100,1000000,uniform,5,2322,1
multiscale100,1000000,uniform,5,2324,1
multiscale100,1000000,uniform,5,2328,1
multiscale100,1000000,uniform,5,2330,3
multiscale100,1000000,uniform,5,2332,1
multiscale100,1000000,uniform,5,2333,1
multiscale100,1000000,uniform,5,2334,2
multiscale100,1000000,uniform,5,2338,1
multiscale100,1000000,uniform,5,2343,1
multiscale100,1000000,uniform,5,2344,1
multiscale100,1000000,uniform,5,2346,1
multiscale100,1000000,uniform,5,2347,1
multiscale100,1000000,uniform,5,2349,3
multiscale100,1000000,uniform,5,2351,1
multiscale100,1000000,uniform,5,2354,1
multiscale100,1000000,uniform,5,2355,1
multiscale100,1000000,uniform,5,2359,2
multiscale100,1000000,uniform,5,2360,1
multiscale100,1000000,uniform,5,2365,1
multiscale100,1000000,uniform,5,2367,1
multiscale100,1000000,uniform,5,2373,2
multiscale100,1000000,uniform,5,2376,1
multiscale100,1000000,uniform,5,2379,1
multiscale100,1000000,uniform,5,2381,1
multiscale100,1000000,uniform,5,2384,2
multiscale100,1000000,uniform,5,2386,1
multiscale100,1000000,uniform,5,2395,1
multiscale100,1000000,uniform,5,2397,1
multiscale100,1000000,uniform,5,2398,1
multiscale100,1000000,uniform,5,2402,1
multiscale100,1000000,uniform,5,2415,1
multiscale100,1000000,uniform,5,2440,1
multiscale100,1000000,uniform,5,2442,1
multiscale100,1000000,uniform,6,1,42640
multiscale100,1000000,uniform,6,2,55288
multiscale100,1000000,uniform,6,3,50388
multiscale100,1000000,uniform,6,4,35377
multiscale100,1000000,uniform,6,5,19868
multiscale100,1000000,uniform,6,6,9380
multiscale100,1000000,uniform,6,7,3954
multiscale100,1000000,uniform,6,8,1340
multiscale100,1000000,uniform,6,9,459
multiscale100,1000000,uniform,6,10,145
multiscale100,1000000,uniform,6,11,33
multiscale100,1000000,uniform,6,12,15
multiscale100,1000000,uniform,6,13,7
multiscale100,1000000,uniform,6,14,3
multiscale100,1000000,uniform,6,15,8
multiscale100,1000000,uniform,6,16,2
multiscale100,1000000,uniform,6,17,7
multiscale100,1000000,uniform,6,18,4
multiscale100,1000000,uniform,6,19,6
multiscale100,1000000,uniform,6,20,5
multiscale100,1000000,uniform,6,21,8
multiscale100,1000000,uniform,6,22,2
multiscale100,1000000,uniform,6,23,2
multiscale100,1000000,uniform,6,24,2
multiscale100,1000000,uniform,6,25,4
multiscale100,1000000,uniform,6,26,7
multiscale100,1000000,uniform,6,27,2
multiscale100,1000000,uniform,6,28,5
multiscale100,1000000,uniform,6,29,7
multiscale100,1000000,uniform,6,30,4
multiscale100,1000000,uniform,6,31,3
multiscale100,1000000,uniform,6,32,2
multiscale100,1000000,uniform,6,33,3
multiscale100,1000000,uniform,6,34,4
multiscale100,1000000,uniform,6,35,1
multiscale100,1000000,uniform,6,36,2
multiscale100,1000000,uniform,6,38,2
multiscale100,1000000,uniform,6,39,3
multiscale100,1000000,uniform,6,40,1
multiscale100,1000000,uniform,6,41,3
multiscale100,1000000,uniform,6,42,2
multiscale100,1000000,uniform,6,43,2
multiscale100,1000000,uniform,6,44,1
multiscale100,1000000,uniform,6,45,3
multiscale100,1000000,uniform,6,46,3
multiscale100,1000000,uniform,6,47,1
multiscale100,1000000,uniform,6,48,3
multiscale100,1000000,uniform,6,49,1
multiscale100,1000000,uniform,6,50,5
multiscale100,1000000,uniform,6,51,3
multiscale100,1000000,uniform,6,53,1
multiscale100,1000000,uniform,6,54,3
multiscale100,1000000,uniform,6,55,1
multiscale100,1000000,uniform,6,57,5
multiscale100,1000000,uniform,6,60,1
multiscale100,1000000,uniform,6,61,5
multiscale100,1000000,uniform,6,62,1
multiscale100,1000000,uniform,6,63,1
multiscale100,1000000,uniform,6,64,3
multiscale100,1000000,uniform,6,65,2
multiscale100,1000000,uniform,6,66,2
multiscale100,1000000,uniform,6,67,3
multiscale100,1000000,uniform,6,68,1
multiscale100,1000000,uniform,6,69,4
multiscale100,1000000,uniform,6,70,1
multiscale100,1000000,uniform,6,71,2
multiscale100,1000000,uniform,6,72,3
multiscale100,1000000,uniform,6,73,2
multiscale100,1000000,uniform,6,74,3
multiscale100,1000000,uniform,6,75,1
multiscale100,1000000,uniform,6,76,1
multiscale100,1000000,uniform,6,77,1
multiscale100,1000000,uniform,6,78,1
multiscale100,1000000,uniform,6,80,1
multiscale100,1000000,uniform,6,81,1
multiscale100,1000000,uniform,6,82,1
multiscale100,1000000,uniform,6,83,2
multiscale100,1000000,uniform,6,84,2
multiscale100,1000000,uniform,6,85,2
multiscale100,1000000,uniform,6,86,2
multiscale100,1000000,uniform,6,87,1
multiscale100,1000000,uniform,6,88,2
multiscale100,1000000,uniform,6,89,2
multiscale100,1000000,uniform,6,90,5
multiscale100,1000000,uniform,6,91,4
multiscale100,1000000,uniform,6,92,1
multiscale100,1000000,uniform,6,93,3
multiscale100,1000000,uniform,6,95,2
multiscale100,1000000,uniform,6,96,1
multiscale100,1000000,uniform,6,97,4
multiscale100,1000000,uniform,6,98,3
multiscale100,1000000,uniform,6,99,1
multiscale100,1000000,uniform,6,100,1
multiscale100,1000000,uniform,6,101,1
multiscale100,1000000,uniform,6,102,5
multiscale100,1000000,uniform,6,103,1
multiscale100,1000000,uniform,6,104,1
multiscale100,1000000,uniform,6,105,1
multiscale100,1000000,uniform,6,107,2
multiscale100,1000000,uniform,6,108,2
multiscale100,1000000,uniform,6,109,2
multiscale100,1000000,uniform,6,110,2
multiscale100,1000000,uniform,6,111,4
multiscale100,1000000,uniform,6,112,1
multiscale100,1000000,uniform,6,113,1
multiscale100,1000000,uniform,6,114,2
multiscale100,1000000,uniform,6,115,3
multiscale100,1000000,uniform,6,116,2
multiscale100,1000000,uniform,6,117,3
multiscale100,1000000,uniform,6,118,1
multiscale100,1000000,uniform,6,119,2
multiscale100,1000000,uniform,6,120,1
multiscale100,1000000,uniform,6,121,1
multiscale100,1000000,uniform,6,122,3
multiscale100,1000000,uniform,6,124,1
multiscale100,1000000,uniform,6,125,4
multiscale100,1000000,uniform,6,126,2
multiscale100,1000000,uniform,6,127,2
multiscale100,1000000,uniform,6,128,3
multiscale100,1000000,uniform,6,129,1
multiscale100,1000000,uniform,6,131,2
multiscale100,1000000,uniform,6,132,3
multiscale100,1000000,uniform,6,133,2
multiscale100,1000000,uniform,6,134,2
multiscale100,1000000,uniform,6,135,2
multiscale100,1000000,uniform,6,137,3
multiscale100,1000000,uniform,6,138,1
multiscale100,1000000,uniform,6,139,5
multiscale100,1000000,uniform,6,140,6
multiscale100,1000000,uniform,6,141,1
multiscale100,1000000,uniform,6,142,7
multiscale100,1000000,uniform,6,143,3
multiscale100,1000000,uniform,6,144,2
multiscale100,1000000,uniform,6,145,2
multiscale100,1000000,uniform,6,146,2
multiscale100,1000000,uniform,6,147,4
multiscale100,1000000,uniform,6,148,3
multiscale100,1000000,uniform,6,149,5
multiscale100,1000000,uniform,6,150,3
multiscale100,1000000,uniform,6,151,4
multiscale100,1000000,uniform,6,152,2
multiscale100,1000000,uniform,6,153,2
multiscale100,1000000,uniform,6,154,2
multiscale100,1000000,uniform,6,155,2
multiscale100,1000000,uniform,6,156,2
multiscale100,1000000,uniform,6,157,1
multiscale100,1000000,uniform,6,158,2
multiscale100,1000000,uniform,6,159,1
multiscale100,1000000,uniform,6,160,4
multiscale100,1000000,uniform,6,161,3
multiscale100,1000000,uniform,6,162,1
multiscale100,1000000,uniform,6,163,1
multiscale100,1000000,uniform,6,164,1
multiscale100,1000000,uniform,6,166,3
multiscale100,1000000,uniform,6,167,3
multiscale100,1000000,uniform,6,168,1
multiscale100,1000000,uniform,6,169,2
multiscale100,1000000,uniform,6,170,3
multiscale100,1000000,uniform,6,171,2
multiscale100,1000000,uniform,6,172,2
multiscale100,1000000,uniform,6,174,1
multiscale100,1000000,uniform,6,175,1
multiscale100,1000000,uniform,6,177,1
multiscale100,1000000,uniform,6,178,1
multiscale100,1000000,uniform,6,179,2
multiscale100,1000000,uniform,6,181,1
multiscale100,1000000,uniform,6,182,1
multiscale100,1000000,uniform,6,184,2
multiscale100,1000000,uniform,6,186,1
multiscale100,1000000,uniform,6,187,2
multiscale100,1000000,uniform,6,188,4
multiscale100,1000000,uniform,6,189,4
multiscale100,1000000,uniform,6,190,1
multiscale100,1000000,uniform,6,191,3
multiscale100,1000000,uniform,6,193,5
multiscale100,1000000,uniform,6,195,4
multiscale100,1000000,uniform,6,196,2
multiscale100,1000000,uniform,6,197,3
multiscale100,1000000,uniform,6,198,3
multiscale100,1000000,uniform,6,199,1
multiscale100,1000000,uniform,6,200,1
multiscale100,1000000,uniform,6,201,1
multiscale100,1000000,uniform,6,203,1
multiscale100,1000000,uniform,6,204,2
multiscale100,1000000,uniform,6,205,1
multiscale100,1000000,uniform,6,206,1
multiscale100,1000000,uniform,6,207,3
multiscale100,1000000,uniform,6,211,2
multiscale100,1000000,uniform,6,212,3
multiscale100,1000000,uniform,6,213,1
multiscale100,1000000,uniform,6,214,6
multiscale100,1000000,uniform,6,215,3
multiscale100,1000000,uniform,6,219,1
multiscale100,1000000,uniform,6,220,1
multiscale100,1000000,uniform,6,223,1
multiscale100,1000000,uniform,6,224,1
multiscale100,1000000,uniform,6,226,3
multiscale100,1000000,uniform,6,227,2
multiscale100,1000000,uniform,6,228,1
multiscale100,1000000,uniform,6,229,1
multiscale100,1000000,uniform,6,231,2
multiscale100,1000000,uniform,6,232,2
multiscale100,1000000,uniform,6,233,1
multiscale100,1000000,uniform,6,234,1
multiscale100,1000000,uniform,6,236,1
multiscale100,1000000,uniform,6,237,4
multiscale100,1000000,uniform,6,239,3
multiscale100,1000000,uniform,6,240,1
multiscale100,1000000,uniform,6,241,4
multiscale100,1000000,uniform,6,242,4
multiscale100,1000000,uniform,6,243,2
multiscale100,1000000,uniform,6,244,4
multiscale100,1000000,uniform,6,245,4
multiscale100,1000000,uniform,6,246,1
multiscale100,1000000,uniform,6,247,4
multiscale100,1000000,uniform,6,248,2
multiscale100,1000000,uniform,6,249,6
multiscale100,1000000,uniform,6,251,5
multiscale100,1000000,uniform,6,252,2
multiscale100,1000000,uniform,6,253,7
multiscale100,1000000,uniform,6,254,4
multiscale100,1000000,uniform,6,255,5
multiscale100,1000000,uniform,6,256,4
multiscale100,1000000,uniform,6,257,3
multiscale100,1000000,uniform,6,258,2
multiscale100,1000000,uniform,6,259,4
multiscale100,1000000,uniform,6,260,10
multiscale100,1000000,uniform,6,261,10
multiscale100,1000000,uniform,6,262,9
multiscale100,1000000,uniform,6,263,9
multiscale100,1000000,uniform,6,264,7
multiscale100,1000000,uniform,6,265,7
multiscale100,1000000,uniform,6,266,12
multiscale100,1000000,uniform,6,267,12
multiscale100,1000000,uniform,6,268,7
multiscale100,1000000,uniform,6,269,11
multiscale100,1000000,uniform,6,270,15
multiscale100,1000000,uniform,6,271,8
multiscale100,1000000,uniform,6,272,12
multiscale100,1000000,uniform,6,273,19
multiscale100,1000000,uniform,6,274,24
multiscale100,1000000,uniform,6,275,9
multiscale100,1000000,uniform,6,276,21
multiscale100,1000000,uniform,6,277,20
multiscale100,1000000,uniform,6,278,13
multiscale100,1000000,uniform,6,279,19
multiscale100,1000000,uniform,6,280,21
multiscale100,1000000,uniform,6,281,20
multiscale100,1000000,uniform,6,282,18
multiscale100,1000000,uniform,6,283,21
multiscale100,1000000,uniform,6,284,23
multiscale100,1000000,uniform,6,285,19
multiscale100,1000000,uniform,6,286,28
multiscale100,1000000,uniform,6,287,25
multiscale100,1000000,uniform,6,288,24
multiscale100,1000000,uniform,6,289,32
multiscale100,1000000,uniform,6,290,16
multiscale100,1000000,uniform,6,291,34
multiscale100,1000000,uniform,6,292,26
multiscale100,1000000,uniform,6,293,25
multiscale100,1000000,uniform,6,294,23
multiscale100,1000000,uniform,6,295,23
multiscale100,1000000,uniform,6,296,19
multiscale100,1000000,uniform,6,297,15
multiscale100,1000000,uniform,6,298,13
multiscale100,1000000,uniform,6,299,21
multiscale100,1000000,uniform,6,300,21
multiscale100,1000000,uniform,6,301,15
multiscale100,1000000,uniform,6,302,16
multiscale100,1000000,uniform,6,303,16
multiscale100,1000000,uniform,6,304,23
multiscale100,1000000,uniform,6,305,12
multiscale100,1000000,uniform,6,306,18
multiscale100,1000000,uniform,6,307,9
multiscale100,1000000,uniform,6,308,18
multiscale100,1000000,uniform,6,309,12
multiscale100,1000000,uniform,6,310,9
multiscale100,1000000,uniform,6,311,12
multiscale100,1000000,uniform,6,312,15
multiscale100,1000000,uniform,6,313,7
multiscale100,1000000,uniform,6,314,4
multiscale100,1000000,uniform,6,315,8
multiscale100,1000000,uniform,6,316,7
multiscale100,1000000,uniform,6,317,2
multiscale100,1000000,uniform,6,318,8
multiscale100,1000000,uniform,6,319,5
multiscale100,1000000,uniform,6,320,8
multiscale100,1000000,uniform,6,321,5
multiscale100,1000000,uniform,6,322,4
multiscale100,1000000,uniform,6,323,4
multiscale100,1000000,uniform,6,324,3
multiscale100,1000000,uniform,6,325,3
multiscale100,1000000,uniform,6,326,4
multiscale100,1000000,uniform,6,327,7
multiscale100,1000000,uniform,6,328,2
multiscale100,1000000,uniform,6,329,1
multiscale100,1000000,uniform,6,330,1
multiscale100,1000000,uniform,6,331,2
multiscale100,1000000,uniform,6,339,1
multiscale100,1000000,uniform,6,346,1
