# 019b crossover_stage, m12-1-7 EPYC 7763; BLAS=1 time / BLAS=64 time for the whole-slab concat host stage (<1 = 64-thread BLAS is slower)
P,tinyparent_phi,tinyparent_lh,smallconstp_phi,smallconstp_lh,mediumconstp_phi,mediumconstp_lh
1,1.004383196633859,0.9988045816706355,0.9544608999496468,0.938529137632595,nan,nan
2,0.9940775639155238,0.9073590576313708,0.7771080073116498,0.666502906202373,0.5323733716443692,0.4736555348876507
3,0.836770628603495,0.8403852733409682,0.74166210480384,0.9499422483062985,nan,nan
4,0.830146556874311,0.8065794630201594,0.878381830114405,0.867797746066031,0.7298349571115458,1.0105984430763437
6,0.8089825048801423,0.3414181309389834,1.1650718956354977,1.1631448366074504,nan,nan
8,0.3418338370426606,0.4333190279777365,1.0136791560035538,1.0176582019717806,nan,nan
