# 015 m2l_variants, tmpfac-126-17 Apple M2, BLAS=8, Float64, batch=4096; production recurrence / variant per-expansion time (>1 = variant wins)
P,materialized_phi,factored_phi,materialized_lh,factored_lh
4,0.9297157947901756,0.7418733630208704,0.5974404631134232,0.32006663084289494
8,1.0527146807722705,0.9177421449697005,0.7887113608886662,0.45289351326831473
12,1.226167683007364,1.202178936372871,0.945588941012859,0.6082368407686647
20,1.5210838610904733,1.7395913638364457,1.229785128925486,0.9038945556285164
