# 024b literature P=4 (expansion_order=3) steady-state scaling; denominator is fixed-MAC legacy octree CPU1 minimum step time. CPU leaf size is manually searched per (n,threads); each GPU precision selects the minimum measured step over ell. Float64 GPU/CPU relative-gradient RMS ratios are hard-gated <=10.
n,speedup_cpu64,speedup_gpu_f64,speedup_gpu_f32,best_ell_f64,best_ell_f32,err_grad_rel_cpu1,err_grad_rel_cpu64,err_grad_rel_gpu_f64,err_grad_rel_gpu_f32,error_ratio_f64_cpu1,error_ratio_f64_cpu64,error_ratio_f32_cpu1,error_ratio_f32_cpu64
1000,1.0008736096897568,2.6221808150394197,2.759393952576191,2,2,0,0,4.309751231172507e-5,4.646305752757253e-5,4.309751231172507e10,4.309751231172507e10,4.6463057527572525e10,4.6463057527572525e10
3162,0.9850095690980728,11.368724027496006,11.509865647676403,3,3,0.0005209209991903715,0.0005209209991903715,0.00017261975622155185,0.00017315274428903406,3.017736848856317,3.017736848856317,3.00844783794375,3.00844783794375
10000,12.50142736681129,40.91165393643696,45.09347955234443,3,3,0.0006279491516593264,0.000532793813703262,0.00023402075549230287,0.00023409633313512337,2.683305377500929,2.2766946999313746,2.682439076467149,2.2759596725324474
31623,13.995287185356307,84.26343630706592,96.45036569851644,3,3,0.0006941718028932656,0.0005455169048102165,0.00022636781314437364,0.00022631277600409225,3.0665658392455923,2.4098695712640685,3.067311599238716,2.410455628896321
100000,13.465112443617075,93.7884579269181,102.97756310806716,4,4,0.0006557356508439279,0.000638842337448556,0.00012946874624338188,0.00012938491936757786,5.064818111478758,4.934336324286542,5.068099543973952,4.937533219258947
316228,16.540127999843612,157.33277775649205,188.3928049418243,4,4,0.0006466517187182001,0.0006345294123240046,0.00012314857630125637,0.00012314172055900494,5.250988181433024,5.1525517499428135,5.251280522821253,5.1528386110210445
1000000,14.891460575393875,94.21799139476451,124.51630439160317,4,4,0.0006073513787358259,0.0006084961250206076,0.00011872953200051778,0.00011888505746691474,5.115419630670971,5.125061261236622,5.108727637237753,5.118356654619524
