# 015 m2l_variants, tmpfac-126-17 Apple M2, BLAS=1, Float64, batch=4096; production recurrence / variant per-expansion time (>1 = variant wins)
P,materialized_phi,factored_phi,materialized_lh,factored_lh
4,0.9139826224726906,0.7071664306667281,0.6016131509611561,0.322372858821597
8,1.049236505754254,0.9087554221510724,0.7761883997805832,0.450493298934821
12,1.1973383476984931,1.1829219474467647,0.9312833779140645,0.5983563626366768
20,1.5130226144228927,1.751438501034543,1.2280960413818196,0.9070517827199718
