# 019b crossover_isolated speedup over production recurrence, m12-1-7, Float64, batch=64, lamb_helmholtz=true
P,mat_blas1,fac_blas1,mat_blas64,fac_blas64
1,0.38003130455786227,0.4388723543285694,0.3755763227623351,0.43437584359824505
2,0.41521158433276556,0.41780416425582584,0.4047332046088545,0.4085628280045555
3,0.4605058663524341,0.4325909174679753,0.45767901354191376,0.4255435398865156
4,0.4991884087925938,0.44367665242791726,0.4924986387080976,0.4438451739086734
5,0.5404163119203725,0.47889866149122157,0.5312526712699573,0.43541370613817343
6,0.5801719140627227,0.5105676461572062,0.5758650520486135,0.5010031647888853
8,0.6587625905654512,0.5696958088027047,0.6580418937979787,0.5672136127591628
12,0.7823863018616988,0.6877217313226175,0.7908280896144816,0.6873029429043899
