# 019b crossover_isolated speedup over production recurrence, m12-1-7, Float64, batch=64, lamb_helmholtz=false
P,mat_blas1,fac_blas1,mat_blas64,fac_blas64
1,0.6760913098034508,1.045237893660565,0.702229282997721,1.0504783806265554
2,0.7139914651476315,0.8723783906568157,0.7249327531111964,0.8882469601966037
3,0.741118357009022,0.8548751045105282,0.7463558730620165,0.8490211803470551
4,0.7750666601862077,0.8791328545631355,0.7703164914417264,0.8690020563192715
5,0.7925349034470576,0.9207463932073909,0.8268310963196683,0.9198250611816781
6,0.8519893663792285,0.9785534406648235,0.8563824386584903,0.9700957755537175
8,0.9267803342129219,1.1415693540021261,0.935109684578781,1.1358161390783301
12,1.032774660841888,1.3841412707607934,1.0526639871039472,1.3757123183084226
