# 023 production_integration; legacy octree fmm! step / the compared path (>1 = faster than the shipping default). case order = m13h-1-1 t=8 n=10000 | m13h-1-1 t=8 n=100000 | m13h-2-1 t=8 n=10000 | m13h-2-1 t=8 n=100000 | mac t=1 n=10000 | mac t=1 n=100000
case_index,radix_host_x,radix_gpu_x,direct_x
1,0.006553853435043018,1.7138029382833209,0.7830760188688247
2,0.04184863175785216,11.992123285277067,nan
3,0.007838800689852772,1.8278897532782086,0.7866384318822048
4,0.043430681554649825,11.764737582257462,nan
5,0.0358554872573515,nan,0.6618836643535824
6,0.17591903104983841,nan,nan
