# 008c dense_vs_loop, m13h-1-1 Xeon 8568Y+, BLAS=1, Float64 P=20; recurrence / dense per-expansion time. Large-batch recurrence rows are projected (scaled_from_per_expansion=true).
batch,axis_swap_speedup,m2l_z_translation_speedup,m2m_z_translation_speedup,l2l_z_translation_speedup
1,31.1510313907815,4.683864705443143,2.02250023413355,2.456899047741603
8,93.51118273815999,14.821890638750608,6.784850882311768,8.087952085685796
64,118.00897162988696,21.61021000844987,9.934989221856867,11.690309787942981
512,72.65430302766056,15.401983223071067,7.218108008913211,8.560874618625599
4096,56.425813188072205,9.6591897248383,4.393116369049334,5.2537548600913135
32768,45.32632352702837,8.492861762971211,3.8092021053820413,4.596575083531991
262144,37.276375572129005,5.780993846989157,2.6458217454263044,3.135534499243031
