# 024 raw, cuda H200 eligible rows, Float32 P=12; max direct gradient error vs complete recurring-step time. Single fixed ConstantPAnalyticStencil tolerance -- no tolerance sweep exists.
step_ms,error
5.685936,1.4084933127378463e-5
5.790934,1.4084933127378463e-5
5.918295,1.4084933127378463e-5
7.809677,7.580867435463823e-7
7.939694,7.580867435463823e-7
8.383398,7.580867435463823e-7
15.001049,3.999916145236426e-5
17.107718,3.999916145236426e-5
18.50547,3.999916145236426e-5
23.452678,2.4540646910153896e-5
28.074393,2.4540646910153896e-5
31.373532,2.4540646910153896e-5
64.982524,4.585013917846048e-5
67.035056,4.585013917846048e-5
68.646673,4.585013917846048e-5
76.62273,0.0005342598093864837
81.503381,0.0005342598093864837
85.03361,0.0005342598093864837
