# 019b crossover_stage, m12-1-7 EPYC 7763, BLAS=64, Float64; per-route legacy recurrence / whole-slab concat host (>1 = operators win)
P,tinyparent_phi,tinyparent_lh,smallconstp_phi,smallconstp_lh,mediumconstp_phi,mediumconstp_lh
1,7.7600421248941505,2.7989925152253003,3.111112196163999,1.3693022946163065,nan,nan
2,3.717941623318476,1.5493708154704973,2.9929411583666843,1.075566252493058,2.432041627483797,0.872728048747027
3,2.0306780685566292,1.0329620326619817,1.6475237679664672,1.069709376765732,nan,nan
4,1.4725327475453915,0.8038715002684067,1.496131704946309,0.8073294391451468,1.3559948463969178,1.0383148007323946
6,1.021754022928837,0.2664953788460632,1.3566406502731707,0.8692831210640097,nan,nan
8,0.3940115019437979,0.29998906311859735,1.0993227667945216,0.6726946209624068,nan,nan
