variant,form,precision,blas_threads,P,lamb_helmholtz,batch,measured_batch,scaled,seconds,seconds_per_expansion
factored,batched_operator,Float64,1,1,true,2,2,false,9.572090e-07,4.786045e-07
materialized,batched_operator,Float64,1,1,true,4,4,false,1.808750e-06,4.521875e-07
factored,batched_operator,Float64,1,1,true,4,4,false,1.822500e-06,4.556250e-07
materialized,batched_operator,Float64,1,1,true,8,8,false,3.474580e-06,4.343225e-07
factored,batched_operator,Float64,1,1,true,8,8,false,3.541250e-06,4.426563e-07
materialized,batched_operator,Float64,1,1,true,16,16,false,6.788750e-06,4.242969e-07
factored,batched_operator,Float64,1,1,true,16,16,false,6.952920e-06,4.345575e-07
materialized,batched_operator,Float64,1,1,true,32,32,false,1.296250e-05,4.050781e-07
factored,batched_operator,Float64,1,1,true,32,32,false,1.374590e-05,4.295594e-07
materialized,batched_operator,Float64,1,1,true,64,64,false,2.657500e-05,4.152344e-07
factored,batched_operator,Float64,1,1,true,64,64,false,2.733330e-05,4.270828e-07
materialized,batched_operator,Float64,1,1,true,256,256,false,1.005420e-04,3.927422e-07
factored,batched_operator,Float64,1,1,true,256,256,false,1.089170e-04,4.254570e-07
materialized,batched_operator,Float64,1,1,true,1024,1024,false,4.266670e-04,4.166670e-07
factored,batched_operator,Float64,1,1,true,1024,1024,false,4.329170e-04,4.227705e-07
materialized,batched_operator,Float64,1,1,true,4096,4096,false,1.686708e-03,4.117939e-07
factored,batched_operator,Float64,1,1,true,4096,4096,false,1.748208e-03,4.268086e-07
production_recurrence,recurrence,Float64,1,1,true,1,1,false,1.782500e-07,1.782500e-07
production_recurrence,recurrence,Float64,1,1,true,2,2,false,3.620420e-07,1.810210e-07
production_recurrence,recurrence,Float64,1,1,true,4,4,false,7.207080e-07,1.801770e-07
production_recurrence,recurrence,Float64,1,1,true,8,8,false,1.449580e-06,1.811975e-07
production_recurrence,recurrence,Float64,1,1,true,16,16,false,2.888750e-06,1.805469e-07
production_recurrence,recurrence,Float64,1,1,true,32,32,false,5.822080e-06,1.819400e-07
production_recurrence,recurrence,Float64,1,1,true,64,64,false,1.149580e-05,1.796219e-07
production_recurrence,recurrence,Float64,1,1,true,256,256,false,4.570410e-05,1.785316e-07
production_recurrence,recurrence,Float64,1,1,true,1024,1024,false,1.823750e-04,1.781006e-07
production_recurrence,recurrence,Float64,1,1,true,4096,2048,true,7.270000e-04,1.774902e-07
materialized,batched_operator,Float64,1,2,false,1,1,false,3.870830e-07,3.870830e-07
factored,batched_operator,Float64,1,2,false,1,1,false,3.552920e-07,3.552920e-07
materialized,batched_operator,Float64,1,2,false,2,2,false,8.128340e-07,4.064170e-07
factored,batched_operator,Float64,1,2,false,2,2,false,6.669170e-07,3.334585e-07
materialized,batched_operator,Float64,1,2,false,4,4,false,1.435000e-06,3.587500e-07
factored,batched_operator,Float64,1,2,false,4,4,false,1.288750e-06,3.221875e-07
materialized,batched_operator,Float64,1,2,false,8,8,false,2.542920e-06,3.178650e-07
factored,batched_operator,Float64,1,2,false,8,8,false,2.527910e-06,3.159887e-07
materialized,batched_operator,Float64,1,2,false,16,16,false,4.989170e-06,3.118231e-07
factored,batched_operator,Float64,1,2,false,16,16,false,4.967080e-06,3.104425e-07
materialized,batched_operator,Float64,1,2,false,32,32,false,1.127500e-05,3.523437e-07
factored,batched_operator,Float64,1,2,false,32,32,false,9.849170e-06,3.077866e-07
materialized,batched_operator,Float64,1,2,false,64,64,false,2.136250e-05,3.337891e-07
factored,batched_operator,Float64,1,2,false,64,64,false,1.960000e-05,3.062500e-07
materialized,batched_operator,Float64,1,2,false,256,256,false,8.275830e-05,3.232746e-07
factored,batched_operator,Float64,1,2,false,256,256,false,7.797500e-05,3.045898e-07
materialized,batched_operator,Float64,1,2,false,1024,1024,false,3.088750e-04,3.016357e-07
factored,batched_operator,Float64,1,2,false,1024,1024,false,3.109580e-04,3.036699e-07
materialized,batched_operator,Float64,1,2,false,4096,4096,false,1.249208e-03,3.049824e-07
factored,batched_operator,Float64,1,2,false,4096,4096,false,1.243459e-03,3.035789e-07
production_recurrence,recurrence,Float64,1,2,false,1,1,false,2.454170e-07,2.454170e-07
production_recurrence,recurrence,Float64,1,2,false,2,2,false,4.931670e-07,2.465835e-07
production_recurrence,recurrence,Float64,1,2,false,4,4,false,9.979200e-07,2.494800e-07
production_recurrence,recurrence,Float64,1,2,false,8,8,false,1.945830e-06,2.432288e-07
production_recurrence,recurrence,Float64,1,2,false,16,16,false,3.886670e-06,2.429169e-07
production_recurrence,recurrence,Float64,1,2,false,32,32,false,8.024170e-06,2.507553e-07
production_recurrence,recurrence,Float64,1,2,false,64,64,false,1.592500e-05,2.488281e-07
production_recurrence,recurrence,Float64,1,2,false,256,256,false,6.228750e-05,2.433105e-07
production_recurrence,recurrence,Float64,1,2,false,1024,1024,false,2.494590e-04,2.436123e-07
production_recurrence,recurrence,Float64,1,2,false,4096,2048,true,1.021500e-03,2.493896e-07
materialized,batched_operator,Float64,1,2,true,1,1,false,8.458340e-07,8.458340e-07
factored,batched_operator,Float64,1,2,true,1,1,false,9.785000e-07,9.785000e-07
materialized,batched_operator,Float64,1,2,true,2,2,false,1.577910e-06,7.889550e-07
factored,batched_operator,Float64,1,2,true,2,2,false,1.871250e-06,9.356250e-07
materialized,batched_operator,Float64,1,2,true,4,4,false,3.021670e-06,7.554175e-07
factored,batched_operator,Float64,1,2,true,4,4,false,3.638750e-06,9.096875e-07
materialized,batched_operator,Float64,1,2,true,8,8,false,5.735420e-06,7.169275e-07
factored,batched_operator,Float64,1,2,true,8,8,false,7.140830e-06,8.926037e-07
materialized,batched_operator,Float64,1,2,true,16,16,false,1.142500e-05,7.140625e-07
factored,batched_operator,Float64,1,2,true,16,16,false,1.414160e-05,8.838500e-07
materialized,batched_operator,Float64,1,2,true,32,32,false,2.258750e-05,7.058594e-07
factored,batched_operator,Float64,1,2,true,32,32,false,2.805000e-05,8.765625e-07
materialized,batched_operator,Float64,1,2,true,64,64,false,4.513750e-05,7.052734e-07
factored,batched_operator,Float64,1,2,true,64,64,false,5.595410e-05,8.742828e-07
materialized,batched_operator,Float64,1,2,true,256,256,false,1.810410e-04,7.071914e-07
factored,batched_operator,Float64,1,2,true,256,256,false,2.233750e-04,8.725586e-07
materialized,batched_operator,Float64,1,2,true,1024,1024,false,7.235830e-04,7.066240e-07
factored,batched_operator,Float64,1,2,true,1024,1024,false,8.929580e-04,8.720293e-07
materialized,batched_operator,Float64,1,2,true,4096,4096,false,2.809000e-03,6.857910e-07
factored,batched_operator,Float64,1,2,true,4096,4096,false,3.619084e-03,8.835654e-07
production_recurrence,recurrence,Float64,1,2,true,1,1,false,3.175000e-07,3.175000e-07
production_recurrence,recurrence,Float64,1,2,true,2,2,false,6.488340e-07,3.244170e-07
production_recurrence,recurrence,Float64,1,2,true,4,4,false,1.333750e-06,3.334375e-07
production_recurrence,recurrence,Float64,1,2,true,8,8,false,2.566670e-06,3.208337e-07
production_recurrence,recurrence,Float64,1,2,true,16,16,false,5.084580e-06,3.177863e-07
production_recurrence,recurrence,Float64,1,2,true,32,32,false,1.009170e-05,3.153656e-07
production_recurrence,recurrence,Float64,1,2,true,64,64,false,2.021250e-05,3.158203e-07
production_recurrence,recurrence,Float64,1,2,true,256,256,false,8.125000e-05,3.173828e-07
production_recurrence,recurrence,Float64,1,2,true,1024,1024,false,3.221250e-04,3.145752e-07
production_recurrence,recurrence,Float64,1,2,true,4096,2048,true,1.283750e-03,3.134155e-07
materialized,batched_operator,Float64,1,3,false,1,1,false,5.960420e-07,5.960420e-07
factored,batched_operator,Float64,1,3,false,1,1,false,6.473340e-07,6.473340e-07
materialized,batched_operator,Float64,1,3,false,2,2,false,1.195410e-06,5.977050e-07
factored,batched_operator,Float64,1,3,false,2,2,false,1.245000e-06,6.225000e-07
materialized,batched_operator,Float64,1,3,false,4,4,false,2.205000e-06,5.512500e-07
factored,batched_operator,Float64,1,3,false,4,4,false,2.412500e-06,6.031250e-07
materialized,batched_operator,Float64,1,3,false,8,8,false,4.218330e-06,5.272912e-07
factored,batched_operator,Float64,1,3,false,8,8,false,4.716250e-06,5.895312e-07
materialized,batched_operator,Float64,1,3,false,16,16,false,8.212500e-06,5.132812e-07
factored,batched_operator,Float64,1,3,false,16,16,false,9.352920e-06,5.845575e-07
materialized,batched_operator,Float64,1,3,false,32,32,false,1.780830e-05,5.565094e-07
factored,batched_operator,Float64,1,3,false,32,32,false,1.857500e-05,5.804687e-07
materialized,batched_operator,Float64,1,3,false,64,64,false,3.420410e-05,5.344391e-07
factored,batched_operator,Float64,1,3,false,64,64,false,3.734590e-05,5.835297e-07
materialized,batched_operator,Float64,1,3,false,256,256,false,1.345830e-04,5.257148e-07
factored,batched_operator,Float64,1,3,false,256,256,false,1.492080e-04,5.828438e-07
materialized,batched_operator,Float64,1,3,false,1024,1024,false,5.163340e-04,5.042324e-07
factored,batched_operator,Float64,1,3,false,1024,1024,false,5.897500e-04,5.759277e-07
materialized,batched_operator,Float64,1,3,false,4096,4096,false,2.103166e-03,5.134683e-07
factored,batched_operator,Float64,1,3,false,4096,4096,false,2.366041e-03,5.776467e-07
production_recurrence,recurrence,Float64,1,3,false,1,1,false,4.285000e-07,4.285000e-07
production_recurrence,recurrence,Float64,1,3,false,2,2,false,8.556250e-07,4.278125e-07
production_recurrence,recurrence,Float64,1,3,false,4,4,false,1.706660e-06,4.266650e-07
production_recurrence,recurrence,Float64,1,3,false,8,8,false,3.428330e-06,4.285413e-07
production_recurrence,recurrence,Float64,1,3,false,16,16,false,7.058400e-06,4.411500e-07
production_recurrence,recurrence,Float64,1,3,false,32,32,false,1.355420e-05,4.235687e-07
production_recurrence,recurrence,Float64,1,3,false,64,64,false,2.702920e-05,4.223312e-07
production_recurrence,recurrence,Float64,1,3,false,256,256,false,1.089160e-04,4.254531e-07
production_recurrence,recurrence,Float64,1,3,false,1024,1024,false,4.325830e-04,4.224443e-07
production_recurrence,recurrence,Float64,1,3,false,4096,2048,true,1.746334e-03,4.263511e-07
materialized,batched_operator,Float64,1,3,true,1,1,false,1.258330e-06,1.258330e-06
factored,batched_operator,Float64,1,3,true,1,1,false,1.647080e-06,1.647080e-06
materialized,batched_operator,Float64,1,3,true,2,2,false,2.449160e-06,1.224580e-06
factored,batched_operator,Float64,1,3,true,2,2,false,3.253340e-06,1.626670e-06
materialized,batched_operator,Float64,1,3,true,4,4,false,4.663330e-06,1.165832e-06
factored,batched_operator,Float64,1,3,true,4,4,false,6.466700e-06,1.616675e-06
materialized,batched_operator,Float64,1,3,true,8,8,false,9.174160e-06,1.146770e-06
factored,batched_operator,Float64,1,3,true,8,8,false,1.278750e-05,1.598438e-06
materialized,batched_operator,Float64,1,3,true,16,16,false,1.814170e-05,1.133856e-06
factored,batched_operator,Float64,1,3,true,16,16,false,2.535000e-05,1.584375e-06
materialized,batched_operator,Float64,1,3,true,32,32,false,3.660000e-05,1.143750e-06
factored,batched_operator,Float64,1,3,true,32,32,false,5.033340e-05,1.572919e-06
materialized,batched_operator,Float64,1,3,true,64,64,false,7.292500e-05,1.139453e-06
factored,batched_operator,Float64,1,3,true,64,64,false,1.006250e-04,1.572266e-06
materialized,batched_operator,Float64,1,3,true,256,256,false,2.930000e-04,1.144531e-06
factored,batched_operator,Float64,1,3,true,256,256,false,3.950000e-04,1.542969e-06
materialized,batched_operator,Float64,1,3,true,1024,1024,false,1.159833e-03,1.132649e-06
factored,batched_operator,Float64,1,3,true,1024,1024,false,1.575625e-03,1.538696e-06
materialized,batched_operator,Float64,1,3,true,4096,4096,false,4.592417e-03,1.121196e-06
factored,batched_operator,Float64,1,3,true,4096,4096,false,6.331917e-03,1.545878e-06
production_recurrence,recurrence,Float64,1,3,true,1,1,false,5.698330e-07,5.698330e-07
production_recurrence,recurrence,Float64,1,3,true,2,2,false,1.143750e-06,5.718750e-07
production_recurrence,recurrence,Float64,1,3,true,4,4,false,2.304170e-06,5.760425e-07
production_recurrence,recurrence,Float64,1,3,true,8,8,false,4.591250e-06,5.739063e-07
production_recurrence,recurrence,Float64,1,3,true,16,16,false,9.132090e-06,5.707556e-07
production_recurrence,recurrence,Float64,1,3,true,32,32,false,1.815410e-05,5.673156e-07
production_recurrence,recurrence,Float64,1,3,true,64,64,false,3.639170e-05,5.686203e-07
production_recurrence,recurrence,Float64,1,3,true,256,256,false,1.453330e-04,5.677070e-07
production_recurrence,recurrence,Float64,1,3,true,1024,1024,false,5.807920e-04,5.671797e-07
production_recurrence,recurrence,Float64,1,3,true,4096,2048,true,2.327250e-03,5.681763e-07
materialized,batched_operator,Float64,1,4,false,1,1,false,8.986670e-07,8.986670e-07
factored,batched_operator,Float64,1,4,false,1,1,false,1.047080e-06,1.047080e-06
materialized,batched_operator,Float64,1,4,false,2,2,false,1.807080e-06,9.035400e-07
factored,batched_operator,Float64,1,4,false,2,2,false,2.047080e-06,1.023540e-06
materialized,batched_operator,Float64,1,4,false,4,4,false,3.487500e-06,8.718750e-07
factored,batched_operator,Float64,1,4,false,4,4,false,4.006670e-06,1.001667e-06
materialized,batched_operator,Float64,1,4,false,8,8,false,6.917500e-06,8.646875e-07
factored,batched_operator,Float64,1,4,false,8,8,false,7.920000e-06,9.900000e-07
materialized,batched_operator,Float64,1,4,false,16,16,false,1.352080e-05,8.450500e-07
factored,batched_operator,Float64,1,4,false,16,16,false,1.574170e-05,9.838562e-07
materialized,batched_operator,Float64,1,4,false,32,32,false,2.680420e-05,8.376313e-07
factored,batched_operator,Float64,1,4,false,32,32,false,3.132920e-05,9.790375e-07
materialized,batched_operator,Float64,1,4,false,64,64,false,5.283750e-05,8.255859e-07
factored,batched_operator,Float64,1,4,false,64,64,false,6.271660e-05,9.799469e-07
materialized,batched_operator,Float64,1,4,false,256,256,false,2.206660e-04,8.619766e-07
factored,batched_operator,Float64,1,4,false,256,256,false,2.509580e-04,9.803047e-07
materialized,batched_operator,Float64,1,4,false,1024,1024,false,8.754160e-04,8.548984e-07
factored,batched_operator,Float64,1,4,false,1024,1024,false,1.000916e-03,9.774570e-07
materialized,batched_operator,Float64,1,4,false,4096,4096,false,3.444500e-03,8.409424e-07
factored,batched_operator,Float64,1,4,false,4096,4096,false,4.011042e-03,9.792583e-07
production_recurrence,recurrence,Float64,1,4,false,1,1,false,7.094170e-07,7.094170e-07
production_recurrence,recurrence,Float64,1,4,false,2,2,false,1.419170e-06,7.095850e-07
production_recurrence,recurrence,Float64,1,4,false,4,4,false,2.825420e-06,7.063550e-07
production_recurrence,recurrence,Float64,1,4,false,8,8,false,5.643330e-06,7.054162e-07
production_recurrence,recurrence,Float64,1,4,false,16,16,false,1.135840e-05,7.099000e-07
production_recurrence,recurrence,Float64,1,4,false,32,32,false,2.256670e-05,7.052094e-07
production_recurrence,recurrence,Float64,1,4,false,64,64,false,4.505000e-05,7.039062e-07
production_recurrence,recurrence,Float64,1,4,false,256,256,false,1.807920e-04,7.062188e-07
production_recurrence,recurrence,Float64,1,4,false,1024,1024,false,7.250000e-04,7.080078e-07
production_recurrence,recurrence,Float64,1,4,false,4096,2048,true,2.937750e-03,7.172241e-07
materialized,batched_operator,Float64,1,4,true,1,1,false,1.835840e-06,1.835840e-06
factored,batched_operator,Float64,1,4,true,1,1,false,2.598330e-06,2.598330e-06
materialized,batched_operator,Float64,1,4,true,2,2,false,3.575830e-06,1.787915e-06
factored,batched_operator,Float64,1,4,true,2,2,false,5.201250e-06,2.600625e-06
materialized,batched_operator,Float64,1,4,true,4,4,false,6.981250e-06,1.745312e-06
factored,batched_operator,Float64,1,4,true,4,4,false,1.010000e-05,2.525000e-06
materialized,batched_operator,Float64,1,4,true,8,8,false,1.390830e-05,1.738538e-06
factored,batched_operator,Float64,1,4,true,8,8,false,1.998330e-05,2.497913e-06
materialized,batched_operator,Float64,1,4,true,16,16,false,2.758750e-05,1.724219e-06
factored,batched_operator,Float64,1,4,true,16,16,false,3.976250e-05,2.485156e-06
materialized,batched_operator,Float64,1,4,true,32,32,false,5.546660e-05,1.733331e-06
factored,batched_operator,Float64,1,4,true,32,32,false,7.925840e-05,2.476825e-06
materialized,batched_operator,Float64,1,4,true,64,64,false,1.103330e-04,1.723953e-06
factored,batched_operator,Float64,1,4,true,64,64,false,1.585410e-04,2.477203e-06
materialized,batched_operator,Float64,1,4,true,256,256,false,4.390420e-04,1.715008e-06
factored,batched_operator,Float64,1,4,true,256,256,false,6.329170e-04,2.472332e-06
materialized,batched_operator,Float64,1,4,true,1024,1024,false,1.753875e-03,1.712769e-06
factored,batched_operator,Float64,1,4,true,1024,1024,false,2.526125e-03,2.466919e-06
materialized,batched_operator,Float64,1,4,true,4096,4096,false,7.075375e-03,1.727386e-06
factored,batched_operator,Float64,1,4,true,4096,4096,false,1.019279e-02,2.488475e-06
production_recurrence,recurrence,Float64,1,4,true,1,1,false,9.670800e-07,9.670800e-07
production_recurrence,recurrence,Float64,1,4,true,2,2,false,1.940410e-06,9.702050e-07
production_recurrence,recurrence,Float64,1,4,true,4,4,false,3.887920e-06,9.719800e-07
production_recurrence,recurrence,Float64,1,4,true,8,8,false,7.758330e-06,9.697913e-07
production_recurrence,recurrence,Float64,1,4,true,16,16,false,1.548340e-05,9.677125e-07
production_recurrence,recurrence,Float64,1,4,true,32,32,false,3.095000e-05,9.671875e-07
production_recurrence,recurrence,Float64,1,4,true,64,64,false,6.179580e-05,9.655594e-07
production_recurrence,recurrence,Float64,1,4,true,256,256,false,2.468750e-04,9.643555e-07
production_recurrence,recurrence,Float64,1,4,true,1024,1024,false,9.887080e-04,9.655352e-07
production_recurrence,recurrence,Float64,1,4,true,4096,2048,true,3.957918e-03,9.662886e-07
materialized,batched_operator,Float64,1,5,false,1,1,false,1.355830e-06,1.355830e-06
factored,batched_operator,Float64,1,5,false,1,1,false,1.575420e-06,1.575420e-06
materialized,batched_operator,Float64,1,5,false,2,2,false,2.688750e-06,1.344375e-06
factored,batched_operator,Float64,1,5,false,2,2,false,3.139580e-06,1.569790e-06
materialized,batched_operator,Float64,1,5,false,4,4,false,5.263750e-06,1.315938e-06
factored,batched_operator,Float64,1,5,false,4,4,false,6.162500e-06,1.540625e-06
materialized,batched_operator,Float64,1,5,false,8,8,false,1.042090e-05,1.302613e-06
factored,batched_operator,Float64,1,5,false,8,8,false,1.223330e-05,1.529163e-06
materialized,batched_operator,Float64,1,5,false,16,16,false,2.053750e-05,1.283594e-06
factored,batched_operator,Float64,1,5,false,16,16,false,2.431250e-05,1.519531e-06
materialized,batched_operator,Float64,1,5,false,32,32,false,4.100410e-05,1.281378e-06
factored,batched_operator,Float64,1,5,false,32,32,false,4.863750e-05,1.519922e-06
materialized,batched_operator,Float64,1,5,false,64,64,false,8.182920e-05,1.278581e-06
factored,batched_operator,Float64,1,5,false,64,64,false,9.675000e-05,1.511719e-06
materialized,batched_operator,Float64,1,5,false,256,256,false,3.270000e-04,1.277344e-06
factored,batched_operator,Float64,1,5,false,256,256,false,3.873340e-04,1.513023e-06
materialized,batched_operator,Float64,1,5,false,1024,1024,false,1.292250e-03,1.261963e-06
factored,batched_operator,Float64,1,5,false,1024,1024,false,1.546041e-03,1.509806e-06
materialized,batched_operator,Float64,1,5,false,4096,4096,false,5.168000e-03,1.261719e-06
factored,batched_operator,Float64,1,5,false,4096,4096,false,6.209167e-03,1.515910e-06
production_recurrence,recurrence,Float64,1,5,false,1,1,false,1.151660e-06,1.151660e-06
production_recurrence,recurrence,Float64,1,5,false,2,2,false,2.297080e-06,1.148540e-06
production_recurrence,recurrence,Float64,1,5,false,4,4,false,4.581250e-06,1.145312e-06
production_recurrence,recurrence,Float64,1,5,false,8,8,false,9.159580e-06,1.144947e-06
production_recurrence,recurrence,Float64,1,5,false,16,16,false,1.820420e-05,1.137762e-06
production_recurrence,recurrence,Float64,1,5,false,32,32,false,3.647500e-05,1.139844e-06
production_recurrence,recurrence,Float64,1,5,false,64,64,false,7.309160e-05,1.142056e-06
production_recurrence,recurrence,Float64,1,5,false,256,256,false,2.932920e-04,1.145672e-06
production_recurrence,recurrence,Float64,1,5,false,1024,1024,false,1.175667e-03,1.148112e-06
production_recurrence,recurrence,Float64,1,5,false,4096,2048,true,4.655334e-03,1.136556e-06
materialized,batched_operator,Float64,1,5,true,1,1,false,2.618340e-06,2.618340e-06
factored,batched_operator,Float64,1,5,true,1,1,false,3.838750e-06,3.838750e-06
materialized,batched_operator,Float64,1,5,true,2,2,false,5.265000e-06,2.632500e-06
factored,batched_operator,Float64,1,5,true,2,2,false,7.603750e-06,3.801875e-06
materialized,batched_operator,Float64,1,5,true,4,4,false,1.025840e-05,2.564600e-06
factored,batched_operator,Float64,1,5,true,4,4,false,1.508330e-05,3.770825e-06
materialized,batched_operator,Float64,1,5,true,8,8,false,2.038330e-05,2.547912e-06
factored,batched_operator,Float64,1,5,true,8,8,false,3.003750e-05,3.754688e-06
materialized,batched_operator,Float64,1,5,true,16,16,false,4.054170e-05,2.533856e-06
factored,batched_operator,Float64,1,5,true,16,16,false,5.979580e-05,3.737238e-06
materialized,batched_operator,Float64,1,5,true,32,32,false,8.099590e-05,2.531122e-06
factored,batched_operator,Float64,1,5,true,32,32,false,1.195410e-04,3.735656e-06
materialized,batched_operator,Float64,1,5,true,64,64,false,1.620410e-04,2.531891e-06
factored,batched_operator,Float64,1,5,true,64,64,false,2.389590e-04,3.733734e-06
materialized,batched_operator,Float64,1,5,true,256,256,false,6.477500e-04,2.530273e-06
factored,batched_operator,Float64,1,5,true,256,256,false,9.520830e-04,3.719074e-06
materialized,batched_operator,Float64,1,5,true,1024,1024,false,2.591709e-03,2.530966e-06
factored,batched_operator,Float64,1,5,true,1024,1024,false,3.943417e-03,3.850993e-06
materialized,batched_operator,Float64,1,5,true,4096,4096,false,1.045096e-02,2.551504e-06
factored,batched_operator,Float64,1,5,true,4096,4096,false,1.529746e-02,3.734731e-06
production_recurrence,recurrence,Float64,1,5,true,1,1,false,1.535830e-06,1.535830e-06
production_recurrence,recurrence,Float64,1,5,true,2,2,false,3.081250e-06,1.540625e-06
production_recurrence,recurrence,Float64,1,5,true,4,4,false,6.151250e-06,1.537812e-06
production_recurrence,recurrence,Float64,1,5,true,8,8,false,1.229160e-05,1.536450e-06
production_recurrence,recurrence,Float64,1,5,true,16,16,false,2.459590e-05,1.537244e-06
production_recurrence,recurrence,Float64,1,5,true,32,32,false,4.914580e-05,1.535806e-06
production_recurrence,recurrence,Float64,1,5,true,64,64,false,9.830000e-05,1.535937e-06
production_recurrence,recurrence,Float64,1,5,true,256,256,false,3.932910e-04,1.536293e-06
production_recurrence,recurrence,Float64,1,5,true,1024,1024,false,1.573250e-03,1.536377e-06
production_recurrence,recurrence,Float64,1,5,true,4096,2048,true,6.312250e-03,1.541077e-06
materialized,batched_operator,Float64,1,6,false,1,1,false,1.927500e-06,1.927500e-06
factored,batched_operator,Float64,1,6,false,1,1,false,2.314580e-06,2.314580e-06
materialized,batched_operator,Float64,1,6,false,2,2,false,3.864170e-06,1.932085e-06
factored,batched_operator,Float64,1,6,false,2,2,false,4.547910e-06,2.273955e-06
materialized,batched_operator,Float64,1,6,false,4,4,false,7.673330e-06,1.918333e-06
factored,batched_operator,Float64,1,6,false,4,4,false,9.042500e-06,2.260625e-06
materialized,batched_operator,Float64,1,6,false,8,8,false,1.523750e-05,1.904688e-06
factored,batched_operator,Float64,1,6,false,8,8,false,1.793750e-05,2.242188e-06
materialized,batched_operator,Float64,1,6,false,16,16,false,3.025000e-05,1.890625e-06
factored,batched_operator,Float64,1,6,false,16,16,false,3.573330e-05,2.233331e-06
materialized,batched_operator,Float64,1,6,false,32,32,false,6.045420e-05,1.889194e-06
factored,batched_operator,Float64,1,6,false,32,32,false,7.154160e-05,2.235675e-06
materialized,batched_operator,Float64,1,6,false,64,64,false,1.214170e-04,1.897141e-06
factored,batched_operator,Float64,1,6,false,64,64,false,1.425420e-04,2.227219e-06
materialized,batched_operator,Float64,1,6,false,256,256,false,4.783750e-04,1.868652e-06
factored,batched_operator,Float64,1,6,false,256,256,false,5.714160e-04,2.232094e-06
materialized,batched_operator,Float64,1,6,false,1024,1024,false,1.947791e-03,1.902140e-06
factored,batched_operator,Float64,1,6,false,1024,1024,false,2.283750e-03,2.230225e-06
materialized,batched_operator,Float64,1,6,false,4096,4096,false,7.769750e-03,1.896912e-06
factored,batched_operator,Float64,1,6,false,4096,4096,false,9.118042e-03,2.226084e-06
production_recurrence,recurrence,Float64,1,6,false,1,1,false,1.756660e-06,1.756660e-06
production_recurrence,recurrence,Float64,1,6,false,2,2,false,3.516660e-06,1.758330e-06
production_recurrence,recurrence,Float64,1,6,false,4,4,false,7.016250e-06,1.754062e-06
production_recurrence,recurrence,Float64,1,6,false,8,8,false,1.405000e-05,1.756250e-06
production_recurrence,recurrence,Float64,1,6,false,16,16,false,2.804580e-05,1.752862e-06
