schema_version,source_hash,slurm_job_id,host,blas_threads,policy,strategy,distribution,precision,lh,n,ell,P,seed,window_classes,accuracy_samples,level,occupied_nodes,routes,nonempty_classes,mean_occupancy,p50_occupancy,p90_occupancy,p95_occupancy,p99_occupancy,max_occupancy,occupancy_skew,m2l_ms_median,m2l_ms_min,m2l_ms_iqr
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,128,0,2,64,752,164,4.585365853658536,4.0,8.0,8.0,8.0,8,0.13831200420623618,1.3305449999999999,1.311003,0.12867200000000012
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,128,0,3,512,160192,1740,92.06436781609196,80.0,180.0,210.0,240.0,256,0.6163539428022559,122.937182,122.593271,0.4195829999999887
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,128,0,4,4064,2833436,1740,1628.4114942528736,1702.0,2603.0,2694.0,2872.0,3026,-0.1263653407861251,2208.6659645,2204.851025,6.807350250000127
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,16,0,2,64,752,164,4.585365853658536,4.0,8.0,8.0,8.0,8,0.13831200420623618,2.085179,2.062963,0.08041649999999967
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,16,0,3,512,160192,1740,92.06436781609196,80.0,180.0,210.0,240.0,256,0.6163539428022559,124.5557275,123.86059,0.7733855000000034
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,16,0,4,4064,2833436,1740,1628.4114942528736,1702.0,2603.0,2694.0,2872.0,3026,-0.1263653407861251,2171.5572545,2169.879602,2.863721749999968
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,1,0,2,64,752,164,4.585365853658536,4.0,8.0,8.0,8.0,8,0.13831200420623618,13.8201485,13.784937,0.0419382499999994
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,1,0,3,512,160192,1740,92.06436781609196,80.0,180.0,210.0,240.0,256,0.6163539428022559,137.3037115,137.102562,0.44962549999999624
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,1,0,4,4064,2833436,1740,1628.4114942528736,1702.0,2603.0,2694.0,2872.0,3026,-0.1263653407861251,2153.8324725,2152.302482,1.975307249999787
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,2,0,2,64,752,164,4.585365853658536,4.0,8.0,8.0,8.0,8,0.13831200420623618,7.6961580000000005,7.672328,0.08048949999999966
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,2,0,3,512,160192,1740,92.06436781609196,80.0,180.0,210.0,240.0,256,0.6163539428022559,129.869877,129.691271,0.32907475000001796
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,2,0,4,4064,2833436,1740,1628.4114942528736,1702.0,2603.0,2694.0,2872.0,3026,-0.1263653407861251,2135.5953525,2133.211199,3.3909029999999802
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,32,0,2,64,752,164,4.585365853658536,4.0,8.0,8.0,8.0,8,0.13831200420623618,1.7129435,1.643439,0.13038824999999998
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,32,0,3,512,160192,1740,92.06436781609196,80.0,180.0,210.0,240.0,256,0.6163539428022559,124.17363399999999,123.77001,0.6097269999999781
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,32,0,4,4064,2833436,1740,1628.4114942528736,1702.0,2603.0,2694.0,2872.0,3026,-0.1263653407861251,2187.1652515,2184.217902,3.3897072499999013
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,4,0,2,64,752,164,4.585365853658536,4.0,8.0,8.0,8.0,8,0.13831200420623618,4.3230265,4.291678,0.02887174999999953
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,4,0,3,512,160192,1740,92.06436781609196,80.0,180.0,210.0,240.0,256,0.6163539428022559,126.8976375,126.593625,0.29365299999997774
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,4,0,4,4064,2833436,1740,1628.4114942528736,1702.0,2603.0,2694.0,2872.0,3026,-0.1263653407861251,2142.017754,2141.301942,0.45288525000023583
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,64,0,2,64,752,164,4.585365853658536,4.0,8.0,8.0,8.0,8,0.13831200420623618,1.448973,1.421671,0.08505524999999992
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,64,0,3,512,160192,1740,92.06436781609196,80.0,180.0,210.0,240.0,256,0.6163539428022559,123.10325900000001,122.927248,0.42905124999998634
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,64,0,4,4064,2833436,1740,1628.4114942528736,1702.0,2603.0,2694.0,2872.0,3026,-0.1263653407861251,2198.333648,2196.653371,2.140745749999951
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,8,0,2,64,752,164,4.585365853658536,4.0,8.0,8.0,8.0,8,0.13831200420623618,2.7769465,2.759103,0.024003499999999622
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,8,0,3,512,160192,1740,92.06436781609196,80.0,180.0,210.0,240.0,256,0.6163539428022559,124.3002085,123.997008,0.39567149999999174
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_12,precomputed_y,uniform,Float64,false,20000,4,4,26046404,8,0,4,4064,2833436,1740,1628.4114942528736,1702.0,2603.0,2694.0,2872.0,3026,-0.1263653407861251,2137.613701,2135.841164,0.8272644999997283
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,128,0,2,64,3096,316,9.79746835443038,8.0,18.0,24.0,32.0,32,1.0845695227111591,2.8272455,2.818118,0.01691199999999915
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,128,0,3,512,53352,316,168.83544303797467,144.0,294.0,336.0,384.0,384,0.5696777882076421,41.102421,41.043936,0.19352324999999837
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,128,0,4,4064,575962,316,1822.6645569620252,1545.0,3112.5,3314.0,3531.55,3532,0.4225376082963476,462.44690049999997,461.877185,0.7315355000000068
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,16,0,2,64,3096,316,9.79746835443038,8.0,18.0,24.0,32.0,32,1.0845695227111591,2.8822885,2.866399,0.031610499999999764
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,16,0,3,512,53352,316,168.83544303797467,144.0,294.0,336.0,384.0,384,0.5696777882076421,40.931025500000004,40.857572,0.1301552500000014
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,16,0,4,4064,575962,316,1822.6645569620252,1545.0,3112.5,3314.0,3531.55,3532,0.4225376082963476,451.68625199999997,450.679985,0.6665480000000343
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,1,0,2,64,3096,316,9.79746835443038,8.0,18.0,24.0,32.0,32,1.0845695227111591,3.4454475,3.338275,0.1976322499999994
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,1,0,3,512,53352,316,168.83544303797467,144.0,294.0,336.0,384.0,384,0.5696777882076421,41.57584,41.491642,0.11681424999999734
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,1,0,4,4064,575962,316,1822.6645569620252,1545.0,3112.5,3314.0,3531.55,3532,0.4225376082963476,446.641849,446.270887,0.9387117499999249
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,2,0,2,64,3096,316,9.79746835443038,8.0,18.0,24.0,32.0,32,1.0845695227111591,3.1561185,3.072777,0.16655074999999986
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,2,0,3,512,53352,316,168.83544303797467,144.0,294.0,336.0,384.0,384,0.5696777882076421,40.826632000000004,40.693362,0.23291549999999717
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,2,0,4,4064,575962,316,1822.6645569620252,1545.0,3112.5,3314.0,3531.55,3532,0.4225376082963476,442.10762550000004,441.751401,0.8127382499999953
026.2,34106787d876f81998fcf235af459f82b76eec11513b72460a64a1c3250749d3,12954300,m12-2-21,1,hierarchical_3,precomputed_y,uniform,Float64,false,20000,4,4,26046404,32,0,2,64,3096,316,9.79746835443038,8.0,18.0,24.0,32.0,32,1.0845695227111591,2.8441415,2.806075,0.05088574999999995
