case,class,set,index,x,y,z,sigma_h,offset_x,offset_y,offset_z,target_cell_count,source_cell_count
rotor,edge,target,8,0.44248819378817394,-0.046117858047396432,0.43734727287584718,0.00092815990521661815,-1,0,-1,2734,2669
rotor,edge,target,9,0.43730414955827968,-0.029251145476546725,0.42850320354824589,0.00092757570688456622,-1,0,-1,2734,2669
rotor,edge,target,10,0.43134312531766739,-0.012647976472955236,0.41976058580474529,0.00092702492436870162,-1,0,-1,2734,2669
rotor,edge,target,11,0.4254450717501328,0.0045640539203262165,0.4109997943965169,0.00092649539348336433,-1,0,-1,2734,2669
rotor,edge,target,12,0.41928505459988408,0.020442184580410583,0.40198878889513878,0.00092601067260986668,-1,0,-1,2734,2669
rotor,edge,target,13,0.4123659165856921,0.037327316669597543,0.39264894867142885,0.00092554769640974496,-1,0,-1,2734,2669
rotor,edge,target,14,0.40561340234446774,0.053214394421042144,0.38403780907960083,0.00092512701144472449,-1,0,-1,2734,2669
rotor,edge,target,15,0.3982622994717584,0.069384601586826022,0.37490194032316992,0.00092473724477352146,-1,0,-1,2734,2669
rotor,edge,target,16,0.39052753860121392,0.085070496583787403,0.36542086934306184,0.00092436992299937558,-1,0,-1,2734,2669
rotor,edge,target,17,0.38284338361686476,0.10048971346105873,0.35664943430073492,0.00092404126433053284,-1,0,-1,2734,2669
rotor,edge,target,18,0.37471611508617997,0.11595782871646687,0.34763073867566874,0.00092374210567998762,-1,0,-1,2734,2669
rotor,edge,target,19,0.36587168104126189,0.13125588718842707,0.33809615060648213,0.00092346605062291174,-1,0,-1,2734,2669
rotor,edge,target,20,0.35699879667055523,0.14587405961321043,0.32904739952132189,0.00092322518792190065,-1,0,-1,2734,2669
rotor,edge,target,21,0.34786163878295717,0.16062394617536402,0.31964239934219307,0.00092300784761827775,-1,0,-1,2734,2669
rotor,edge,target,22,0.33841961503370221,0.17529942989528546,0.31077117568531776,0.00092282346206343539,-1,0,-1,2734,2669
rotor,edge,target,23,0.32879492214333261,0.18887810876720579,0.30158675001260349,0.00092266633409709324,-1,0,-1,2734,2669
rotor,edge,target,24,0.31886190169160589,0.20306782628848996,0.29191587029391286,0.0009225333230997154,-1,0,-1,2734,2669
rotor,edge,target,25,0.30868929129761824,0.21656284401488968,0.28283686927233731,0.0009224300464070939,-1,0,-1,2734,2669
rotor,edge,target,26,0.29834236135330894,0.2301398598087312,0.27305681600911669,0.00092235126462243135,-1,0,-1,2734,2669
rotor,edge,target,27,0.28731115681064523,0.24325333466820176,0.26390658975827108,0.00092230014194674779,-1,0,-1,2734,2669
rotor,edge,target,28,0.2763859241037121,0.25608908655213014,0.25475128614944964,0.00092227418426836364,-1,0,-1,2734,2669
rotor,edge,target,29,0.26514400109031211,0.26869772049406837,0.24507146685376568,0.00092227325791024951,-1,0,-1,2734,2669
rotor,edge,target,30,0.25337100922733313,0.28081345002725833,0.23552636002702343,0.00092229700540606978,-1,0,-1,2734,2669
rotor,edge,target,31,0.24150324839070691,0.2928007681011735,0.22605322219448709,0.00092234473289661727,-1,0,-1,2734,2669
rotor,edge,target,32,0.22966853891172345,0.30464976364842844,0.21638626263600003,0.0009224179958944249,-1,0,-1,2734,2669
rotor,edge,target,33,0.21767834390236196,0.31630838023186936,0.20704024701876733,0.00092251308135281047,-1,0,-1,2734,2669
rotor,edge,target,34,0.20501889588201738,0.32774239157322871,0.19713338883846632,0.00092263402264403766,-1,0,-1,2734,2669
rotor,edge,target,35,0.19230105643206397,0.33814455125730625,0.18780119483717073,0.00092277495036942369,-1,0,-1,2734,2669
rotor,edge,target,36,0.17989309462263225,0.34869432313772375,0.17801199654779509,0.00092293798931884525,-1,0,-1,2734,2669
rotor,edge,target,37,0.16658501927961034,0.35905088725929879,0.16798865457889178,0.00092312733848917109,-1,0,-1,2734,2669
rotor,edge,target,38,0.15346076475791648,0.36894406702309279,0.15857977645060117,0.00092333403477612419,-1,0,-1,2734,2669
rotor,edge,target,39,0.14023841784416291,0.37865100237686544,0.14867484316047808,0.00092356178554298335,-1,0,-1,2734,2669
rotor,edge,target,40,0.12633743018833155,0.38792209110680087,0.13898754544713654,0.00092381627329959231,-1,0,-1,2734,2669
rotor,edge,target,41,0.11274455564153651,0.39683105966447663,0.12943747015395957,0.00092408558929383525,-1,0,-1,2734,2669
rotor,edge,target,42,0.098629863584608124,0.4055278171349066,0.11934619129843327,0.0009243819132244024,-1,0,-1,2734,2669
rotor,edge,target,43,0.084757690553574072,0.41389350675679548,0.10948664204035197,0.00092469144456255761,-1,0,-1,2734,2669
rotor,edge,target,44,0.070670435074716487,0.42168313364330601,0.099803957952005362,0.00092502036603316431,-1,0,-1,2734,2669
rotor,edge,target,45,0.055810323397774475,0.42947415326094784,0.089759923737339875,0.00092537667947644982,-1,0,-1,2734,2669
rotor,edge,target,46,0.041202621081104951,0.43701426229168394,0.079666835922715507,0.00092574387186504091,-1,0,-1,2734,2669
rotor,edge,target,47,0.027062899518578654,0.44428020137047053,0.070031307791552422,0.00092613869989756933,-1,0,-1,2734,2669
rotor,edge,target,48,0.012036604423151687,0.45070401710316244,0.059545420817777028,0.00092654290915571895,-1,0,-1,2734,2669
rotor,edge,target,49,-0.0026365117458491127,0.45705270073961657,0.05008983816525614,0.00092696496234878395,-1,0,-1,2734,2669
rotor,edge,target,50,-0.01798386183189038,0.46311613610052493,0.039944216792186182,0.00092741499633210416,-1,0,-1,2734,2669
rotor,edge,target,51,-0.032842008365506103,0.46885700115738249,0.029938665650135476,0.00092787226074506036,-1,0,-1,2734,2669
rotor,edge,target,52,-0.047943366707078106,0.4742720412626884,0.019922321837590573,0.00092834649637263769,-1,0,-1,2734,2669
rotor,edge,target,53,-0.063424108153911973,0.47922619471852723,0.0095715196980279416,0.00092884903631469944,-1,0,-1,2734,2669
rotor,edge,target,54,-0.078673409116508886,0.48380024823720902,-0.0003739569885752303,0.00092935675648156326,-1,0,-1,2734,2669
rotor,edge,target,55,-0.094390172747887746,0.48826333549031187,-0.010596793114125092,0.00092989298597792407,-1,0,-1,2734,2669
rotor,edge,target,56,-0.10986498362340491,0.49229127447614029,-0.020752378874611566,0.00093043307772575133,-1,0,-1,2734,2669
rotor,edge,target,57,-0.1247187984692335,0.49605923437628086,-0.031082325376054598,0.00093098876843647786,-1,0,-1,2734,2669
rotor,edge,target,58,-0.14088228205226638,0.49942806527493744,-0.041317155358107982,0.00093157325845756144,-1,0,-1,2734,2669
rotor,edge,target,59,-0.42519996414255434,0.49788777993242039,-0.23273522246783784,0.00094452822788041119,-1,0,-1,2734,2669
rotor,edge,target,60,-0.44021383452941532,0.49463475431256576,-0.24341695881248882,0.00094535074522312623,-1,0,-1,2734,2669
rotor,edge,target,61,-0.45541034273349634,0.49077667026801208,-0.25402288878215984,0.00094620357687298022,-1,0,-1,2734,2669
rotor,edge,target,62,-0.47042232322800093,0.48701428035054661,-0.26456911995575894,0.00094704776634349378,-1,0,-1,2734,2669
rotor,edge,target,63,-0.48483030292311824,0.48238868155343706,-0.27575757843043647,0.00094792238392740421,-1,0,-1,2734,2669
rotor,edge,target,64,-0.49981236747730229,0.47801509118596108,-0.2865552432400591,0.00094878748871344383,-1,0,-1,2734,2669
rotor,edge,source,1,-0.75126960065515469,0.32963184352957242,-0.50016657632735928,0.00096745304474488375,-1,0,-1,2734,2669
rotor,edge,source,2,-0.76521886026152064,0.31584248491176137,-0.51479205206374701,0.00096883208427891402,-1,0,-1,2734,2669
rotor,edge,source,3,-0.77966272323146946,0.3016786680040715,-0.52977795995006005,0.00097022324500603205,-1,0,-1,2734,2669
rotor,edge,source,4,-0.7929804425972149,0.28775490830902228,-0.54416267692926823,0.00097160151545595255,-1,0,-1,2734,2669
rotor,edge,source,5,-0.80565469846240401,0.27277958380516143,-0.55921058709881066,0.00097301583232496604,-1,0,-1,2734,2669
rotor,edge,source,6,-0.81846984459443917,0.25762332487397721,-0.57427646895752815,0.00097444140089613925,-1,0,-1,2734,2669
rotor,edge,source,7,-0.83063717242574064,0.24205650589891103,-0.58927935005016252,0.00097587794133702633,-1,0,-1,2734,2669
rotor,edge,source,8,-0.84197757422658803,0.22628333655749699,-0.60344473014126976,0.00097729969869734005,-1,0,-1,2734,2669
rotor,edge,source,9,-0.85314299073902777,0.21012025833260761,-0.61879993897215257,0.00097875718530615673,-1,0,-1,2734,2669
rotor,edge,source,10,-0.86372647919979784,0.19379929215515634,-0.63434843884239456,0.00098022484248725663,-1,0,-1,2734,2669
rotor,edge,source,11,-0.87388602387122294,0.17708071092125799,-0.6493207706420705,0.00098170241236038096,-1,0,-1,2734,2669
rotor,edge,source,12,-0.88329602927593598,0.16021793671793461,-0.66405960312077639,0.00098316346869583605,-1,0,-1,2734,2669
rotor,edge,source,13,-0.89239389930896529,0.14305183014283607,-0.67927382970850658,0.00098465994812750894,-1,0,-1,2734,2669
rotor,edge,source,14,-0.90103593438803387,0.12517755148700438,-0.69444975501315298,0.00098616560182350553,-1,0,-1,2734,2669
rotor,edge,source,15,-0.90907244941462384,0.10761048808413687,-0.70987692807594271,0.00098768019213911159,-1,0,-1,2734,2669
rotor,edge,source,16,-0.91652982003855588,0.089773759819620658,-0.72475294175004024,0.0009891766880945228,-1,0,-1,2734,2669
rotor,edge,source,17,-0.92358077925247706,0.07196934598914595,-0.7403812780847332,0.00099070831116792463,-1,0,-1,2734,2669
rotor,edge,source,18,-0.93036861379079205,0.053422440346988509,-0.75553868002062075,0.00099224819038008089,-1,0,-1,2734,2669
rotor,edge,source,19,-0.93589297687470729,0.034833520671329055,-0.77136947148823509,0.00099379610673553504,-1,0,-1,2734,2669
rotor,edge,source,20,-0.94108474812673304,0.015939283631991152,-0.78637984755071955,0.00099535184568709978,-1,0,-1,2734,2669
rotor,edge,source,21,-0.94613659541610051,-0.002621732070238636,-0.80168578194582096,0.00099688770540344042,-1,0,-1,2734,2669
rotor,edge,source,22,-0.95040527167867417,-0.021420646436141944,-0.81753211277625581,0.00099845833506077906,-1,0,-1,2734,2669
rotor,edge,source,23,-0.95384616540278877,-0.040784386283329255,-0.83292644328942345,0.0010000361729708524,-1,0,-1,2734,2669
rotor,edge,source,24,-0.95707368064761678,-0.059672038346291423,-0.8484321887699835,0.0010016210214222471,-1,0,-1,2734,2669
rotor,edge,source,25,-0.95961771417120811,-0.078436309879846178,-0.86389066698784944,0.0010031847051049851,-1,0,-1,2734,2669
rotor,edge,source,26,-0.96157214663356783,-0.09789237040965304,-0.87976074197081999,0.0010047828828338866,-1,0,-1,2734,2669
rotor,edge,source,27,-0.96310572741808098,-0.11711458463961755,-0.8953944893771677,0.0010063875049667961,-1,0,-1,2734,2669
rotor,edge,source,28,-0.96375135561371827,-0.1362363279423171,-0.91120277326552213,0.0010079983893054897,-1,0,-1,2734,2669
rotor,edge,source,29,-0.96430755190318962,-0.15532588964369332,-0.92648289997593025,0.0010095869380628462,-1,0,-1,2734,2669
rotor,edge,source,30,-0.96364764935293312,-0.17477661112609155,-0.94253350243751299,0.0010112097127665796,-1,0,-1,2734,2669
rotor,edge,source,31,-0.96305457640090353,-0.19354367324992161,-0.9582510630993184,0.0010128382279581656,-1,0,-1,2734,2669
rotor,edge,source,32,-0.9614268328613127,-0.21312982334097441,-0.97414322539086129,0.001014472315734243,-1,0,-1,2734,2669
rotor,edge,source,33,-0.95947784405701952,-0.23204491473810229,-0.98997099130860278,0.0010161118116010963,-1,0,-1,2734,2669
rotor,edge,source,34,-0.95715561046261577,-0.25091926511721674,-1.0055823635713992,0.0010177276549540213,-1,0,-1,2734,2669
rotor,edge,source,35,-0.95413042588246721,-0.26996906897055872,-1.0218881750426263,0.0010193773988757282,-1,0,-1,2734,2669
rotor,edge,source,36,-0.95054400144494622,-0.28866824846110806,-1.03756334962263,0.0010210320798661181,-1,0,-1,2734,2669
rotor,edge,source,37,-0.94609594237503014,-0.30769114118559848,-1.054058865674989,0.0010226915463373875,-1,0,-1,2734,2669
rotor,edge,source,38,-0.94134338206174917,-0.32599323394582402,-1.0695093656804602,0.0010243264158544252,-1,0,-1,2734,2669
rotor,edge,source,39,-0.93581107724728785,-0.34402340078533644,-1.0854323361610128,0.0010259949332152782,-1,0,-1,2734,2669
rotor,edge,source,40,-0.93011848221783211,-0.36252005392279063,-1.1016633717001483,0.0010276678019927297,-1,0,-1,2734,2669
rotor,edge,source,41,-0.92351176173740246,-0.3805389305219391,-1.1178091002919786,0.0010293448824941146,-1,0,-1,2734,2669
rotor,edge,source,42,-0.9168319040143853,-0.39835564675035684,-1.1335244103606925,0.0010309965095608618,-1,0,-1,2734,2669
rotor,edge,source,43,-0.90927494334973336,-0.41582579384462548,-1.1500080765455536,0.0010326815377290743,-1,0,-1,2734,2669
rotor,edge,source,44,-0.90133872550628258,-0.43328100852911167,-1.1659530859220695,0.0010343703776229695,-1,0,-1,2734,2669
rotor,edge,source,45,-0.89288007413511838,-0.45024301709565773,-1.1824126266375572,0.0010360629005152363,-1,0,-1,2734,2669
rotor,edge,source,46,-0.88412678923268206,-0.46682954203336813,-1.1984948760149621,0.0010377291945631389,-1,0,-1,2734,2669
rotor,edge,source,47,-0.87442800520160535,-0.48347063965514891,-1.2149456948913837,0.0010394286484989789,-1,0,-1,2734,2669
rotor,edge,source,48,-0.86458476608586743,-0.49999721709091638,-1.2314724729254962,0.0010411613188381749,-1,0,-1,2734,2669
rotor,corner,target,1,0.24873039934484531,0.32963184352957242,0.49983342367264072,0.00096745304474488375,1,-1,-1,2669,2459
rotor,corner,target,2,0.2379927764805494,0.31968096894761722,0.48927194830146448,0.00096846799166838834,1,-1,-1,2669,2459
rotor,corner,target,3,0.22719115439388737,0.30897216968447605,0.47806383203104019,0.00096951396541632791,1,-1,-1,2669,2459
rotor,corner,target,4,0.21744586462504945,0.29864749106130262,0.46706965652561649,0.000970542193704014,1,-1,-1,2669,2459
rotor,corner,target,5,0.20733097849889237,0.28779055470644543,0.45585048838268705,0.00097157680501592212,1,-1,-1,2669,2459
rotor,corner,target,6,0.19745389660100887,0.27677885955072856,0.44484717574433574,0.00097264254123360938,1,-1,-1,2669,2459
rotor,corner,target,7,0.18818740650260146,0.26567730557370872,0.43407284078060115,0.00097368971635060895,1,-1,-1,2669,2459
rotor,corner,target,8,0.17888617758991909,0.25429823425181297,0.42277865657976577,0.00097474292795037552,1,-1,-1,2669,2459
rotor,corner,target,9,0.16955288139998803,0.24279080300274281,0.41134640259468824,0.00097582735373009737,1,-1,-1,2669,2459
rotor,corner,target,10,0.16129138836807844,0.23093964911094389,0.40038642707116168,0.00097689244362209851,1,-1,-1,2669,2459
rotor,corner,target,11,0.15277506774147653,0.21911882627740198,0.38903217173501048,0.00097796323893450336,1,-1,-1,2669,2459
rotor,corner,target,12,0.1444773349588635,0.20684578852981161,0.37775485496160854,0.00097906532929228061,1,-1,-1,2669,2459
rotor,corner,target,13,0.13664129948610082,0.1944664350454639,0.36682394094911785,0.00098014734800828604,1,-1,-1,2669,2459
rotor,corner,target,14,0.12922050588583023,0.18207945736694242,0.35577595254398631,0.0009812607113840752,1,-1,-1,2669,2459
rotor,corner,target,15,0.12183663310470472,0.16962140373274348,0.34428821259236742,0.00098235353162040508,1,-1,-1,2669,2459
rotor,corner,target,16,0.11513581773116766,0.15693355528032615,0.33300245478975654,0.00098345153726319594,1,-1,-1,2669,2459
rotor,corner,target,17,0.10799883993268899,0.14367865380952072,0.32118144561111706,0.00098458095523011754,1,-1,-1,2669,2459
rotor,corner,target,18,0.10149618292399332,0.13080246214080038,0.3102302972972808,0.0009856891556202156,1,-1,-1,2669,2459
rotor,corner,target,19,0.09521229465553116,0.11802947674051456,0.29909512157858131,0.00098680224838427685,1,-1,-1,2669,2459
rotor,corner,target,20,0.089492532251156831,0.10454861911017233,0.28756807818879082,0.00098794681370017339,1,-1,-1,2669,2459
rotor,corner,target,21,0.083843650786547208,0.09084344948830303,0.27603189963681274,0.00098906952155622331,1,-1,-1,2669,2459
rotor,corner,target,22,0.078401464685504685,0.077937031287157232,0.2647484920857579,0.00099019684185021567,1,-1,-1,2669,2459
rotor,corner,target,23,0.073440324052471695,0.064061588618251619,0.25327017948718833,0.0009913556878201515,1,-1,-1,2669,2459
rotor,corner,target,24,0.068935762416056257,0.050585602777245775,0.24213571965502467,0.00099249206945768221,1,-1,-1,2669,2459
rotor,corner,target,25,0.064490785922861171,0.036612807383516355,0.23052262989555317,0.00099363279610854491,1,-1,-1,2669,2459
rotor,corner,target,26,0.060410354175197689,0.022816521990630889,0.2186617512058433,0.0009948050947734446,1,-1,-1,2669,2459
rotor,corner,target,27,0.056619727920733887,0.0088096651044304863,0.20713698276095727,0.00099595435376842673,1,-1,-1,2669,2459
rotor,corner,target,28,0.053162796708639881,-0.0050595989495958449,0.19610844047542031,0.00099710770230417869,1,-1,-1,2669,2459
rotor,corner,target,29,0.049733079643243805,-0.01942989814870888,0.18428679924372915,0.00099829266270903567,1,-1,-1,2669,2459
rotor,corner,target,30,0.047368317822100714,-0.033576459621180277,0.17256831082143975,0.00099945403823172496,1,-1,-1,2669,2459
rotor,corner,target,31,0.044776388083591634,-0.047651563179964995,0.16127283249100088,0.0010006192592400475,1,-1,-1,2669,2459
rotor,corner,target,32,0.042526456619073727,-0.062109716722604347,0.14949828850456726,0.0010018161257787268,1,-1,-1,2669,2459
rotor,corner,target,33,0.04070886752129077,-0.076007513431880724,0.1380411276705189,0.0010029888910013502,1,-1,-1,2669,2459
rotor,corner,target,34,0.038980302084337559,-0.090598190886419516,0.12586026055860344,0.0010041933209613051,1,-1,-1,2669,2459
rotor,corner,target,35,0.038005871902090149,-0.10468202105555235,0.11465989289904854,0.0010053733193947461,1,-1,-1,2669,2459
rotor,corner,target,36,0.036621343858903366,-0.11909377629883977,0.10314365621602661,0.0010065567799701653,1,-1,-1,2669,2459
rotor,corner,target,37,0.036107727983414328,-0.13395971255017081,0.091017242925182984,0.001007771929214041,1,-1,-1,2669,2459
rotor,corner,target,38,0.035863304940315643,-0.14775132588405082,0.079404140389982558,0.0010089621756991162,1,-1,-1,2669,2459
rotor,corner,target,39,0.036014495187983719,-0.16200516509266638,0.067493654095123645,0.0010101556683076531,1,-1,-1,2669,2459
rotor,corner,target,40,0.03652155383427047,-0.176505143252494,0.056088934353752506,0.0010113808680320315,1,-1,-1,2669,2459
rotor,corner,target,41,0.036681428534476979,-0.19077487139846827,0.044111668530312897,0.0010125807192363117,1,-1,-1,2669,2459
rotor,corner,target,42,0.037975390677503995,-0.20494891607597143,0.032732401037705472,0.001013783610197961,1,-1,-1,2669,2459
rotor,corner,target,43,0.039189371550403251,-0.21964056711795887,0.020696898550859544,0.0010150182214838156,1,-1,-1,2669,2459
rotor,corner,target,44,0.040601503385561344,-0.23347414772168751,0.0090060476300379833,0.0010162270628208969,1,-1,-1,2669,2459
rotor,corner,target,45,0.042328833803352062,-0.24761594254099073,-0.0026181487922301017,0.0010174387467702364,1,-1,-1,2669,2459
rotor,corner,target,46,0.044886119332606,-0.26187556706385084,-0.015025956116545558,0.0010186821592471575,1,-1,-1,2669,2459
rotor,corner,target,47,0.047391654163868147,-0.27588498562623975,-0.026744073642909427,0.0010198994035920505,1,-1,-1,2669,2459
rotor,corner,target,48,0.049881307088142535,-0.28976193930255789,-0.038422726051436484,0.0010211193022131978,1,-1,-1,2669,2459
rotor,corner,target,49,0.053167924012010204,-0.30386749506730304,-0.050745282386074564,0.0010223709327842184,1,-1,-1,2669,2459
rotor,corner,target,50,0.056756530735415645,-0.31812412780442401,-0.062681984427193527,0.0010235960192470645,1,-1,-1,2669,2459
rotor,corner,target,51,0.060241014574613061,-0.33153652544715762,-0.074200349258134679,0.0010248235800661286,1,-1,-1,2669,2459
rotor,corner,target,52,0.06468922967084545,-0.34554850622375977,-0.086385820824865789,0.0010260828716905479,1,-1,-1,2669,2459
rotor,corner,target,53,0.068836672204107607,-0.35901403922125397,-0.098365124749079769,0.0010273152644461544,1,-1,-1,2669,2459
rotor,corner,target,54,0.073441951960818486,-0.37232789219989026,-0.11057960953549184,0.0010285793847923006,1,-1,-1,2669,2459
rotor,corner,target,55,0.078113127982159192,-0.38551602927767981,-0.122152938822083,0.0010298163802103786,1,-1,-1,2669,2459
rotor,corner,target,56,0.083646196697855224,-0.39879943937387452,-0.13415691585679212,0.0010310555673811366,1,-1,-1,2669,2459
rotor,corner,target,57,0.089038485916324461,-0.41233774112923438,-0.14654744989325508,0.0010323264738272321,1,-1,-1,2669,2459
rotor,corner,target,58,0.094911418805073922,-0.42490393747601463,-0.15834306813902543,0.0010335699339109399,1,-1,-1,2669,2459
rotor,corner,target,59,0.10073802603202253,-0.43781424054698181,-0.17067697107814439,0.0010348154265007745,1,-1,-1,2669,2459
rotor,corner,target,60,0.10720033150168984,-0.45058826981750855,-0.18292434082987086,0.001036092626012281,1,-1,-1,2669,2459
rotor,corner,target,61,0.11372444007097382,-0.46315091818732501,-0.19467570060803041,0.0010373420765087615,1,-1,-1,2669,2459
rotor,corner,target,62,0.12063744948525645,-0.47523472780180942,-0.20667294449632578,0.001038593407385836,1,-1,-1,2669,2459
rotor,corner,target,63,0.12781440143326694,-0.48776528715593326,-0.21913889780594786,0.0010398764289752595,1,-1,-1,2669,2459
rotor,corner,target,64,0.13541523391413257,-0.49999721709091638,-0.23147247292549622,0.0010411613188381749,1,-1,-1,2669,2459
rotor,corner,source,1,0.50021878082137672,-0.77290634470181807,-0.64221835469471955,0.0010836699700535362,1,-1,-1,2669,2459
rotor,corner,source,2,0.51652566822058432,-0.77691920377667678,-0.65747061674624518,0.0010852693326235173,1,-1,-1,2669,2459
rotor,corner,source,3,0.53366684279832555,-0.7813644346122679,-0.67390326914998155,0.0010869001971431,1,-1,-1,2669,2459
rotor,corner,source,4,0.55092080101182983,-0.78492196869528819,-0.68915227658289524,0.0010885009685420687,1,-1,-1,2669,2459
rotor,corner,source,5,0.56745230161234606,-0.78782526270316211,-0.70485302195852029,0.0010901023598789967,1,-1,-1,2669,2459
rotor,corner,source,6,0.58448328437156771,-0.79068214519672875,-0.72057594783700551,0.0010917043209381732,1,-1,-1,2669,2459
rotor,corner,source,7,0.60218028560942294,-0.79274742333756176,-0.73676201280053277,0.0010933376241843056,1,-1,-1,2669,2459
rotor,corner,source,8,0.61904250573115061,-0.79423098073365672,-0.75238742359133681,0.0010949405864272076,1,-1,-1,2669,2459
rotor,corner,source,9,0.63593052250627391,-0.79546066313239638,-0.76822549860067824,0.0010965439724621481,1,-1,-1,2669,2459
rotor,corner,source,10,0.65368245799129898,-0.79610388472057192,-0.7840847829448947,0.0010981785807789943,1,-1,-1,2669,2459
rotor,corner,source,11,0.67099215384372979,-0.7967123687166362,-0.79988983742946829,0.0010997826816934845,1,-1,-1,2669,2459
rotor,corner,source,12,0.68801270606320752,-0.7963853454688401,-0.81580839529171101,0.0011013870686536861,1,-1,-1,2669,2459
rotor,corner,source,13,0.70561934723610253,-0.79568309543555493,-0.8321587594771529,0.0011030225581056736,1,-1,-1,2669,2459
rotor,corner,source,14,0.72308612694505836,-0.79471280717580495,-0.84774575919372097,0.0011046273897226096,1,-1,-1,2669,2459
rotor,corner,source,15,0.73996281371944139,-0.79287378390844854,-0.8635623756186277,0.0011062323773887224,1,-1,-1,2669,2459
rotor,corner,source,16,0.75718395522391901,-0.79072567438838792,-0.87955826845576013,0.0011078374796853973,1,-1,-1,2669,2459
rotor,corner,source,17,0.77429632217354083,-0.78801912050910339,-0.89594545584120056,0.0011094735252207648,1,-1,-1,2669,2459
rotor,corner,source,18,0.7912857366472883,-0.78513549033803098,-0.91187529740658135,0.0011110787359424109,1,-1,-1,2669,2459
rotor,corner,source,19,0.80796263223470621,-0.78153807141008702,-0.92760393959259346,0.0011126839409821793,1,-1,-1,2669,2459
rotor,corner,source,20,0.82498175321912548,-0.77779618148976137,-0.94409927449011377,0.0011143199698157953,1,-1,-1,2669,2459
rotor,corner,source,21,0.84168099620085091,-0.77323704170180907,-0.96014837809517672,0.0011159250473188696,1,-1,-1,2669,2459
rotor,corner,source,22,0.85807440349916853,-0.76834590945624459,-0.97620100174324875,0.0011175300056560575,1,-1,-1,2669,2459
rotor,corner,source,23,0.87484916254683132,-0.76291999917097275,-0.99230855614680991,0.0011191656685231536,1,-1,-1,2669,2459
rotor,corner,source,24,0.89069171435057193,-0.75739658219902672,-1.0084930691570904,0.0011207702767826034,1,-1,-1,2669,2459
rotor,corner,source,25,0.90669396141136716,-0.75089036517094865,-1.0248793031535683,0.0011223746588610215,1,-1,-1,2669,2459
rotor,corner,source,26,0.92247323611998233,-0.74435362562386498,-1.0405839131258503,0.0011239787806812209,1,-1,-1,2669,2459
rotor,corner,source,27,0.93860238355000458,-0.7371450655185674,-1.0571230800638176,0.0011256134485799715,1,-1,-1,2669,2459
rotor,corner,source,28,0.95381621761296653,-0.72983511086688235,-1.0733560964776458,0.0011272169436870336,1,-1,-1,2669,2459
rotor,corner,source,29,0.96907252772459618,-0.72182512997123549,-1.0895857274561038,0.0011288200796079025,1,-1,-1,2669,2459
rotor,corner,source,30,0.98434626852001372,-0.7132514461438193,-1.105976453333227,0.0011304536428397524,1,-1,-1,2669,2459
rotor,corner,source,31,0.9989001770325352,-0.70475498354209964,-1.1220297139501412,0.0011320559581176174,1,-1,-1,2669,2459
rotor,corner,source,32,1.0137026475158262,-0.69550498126160853,-1.1386230650515685,0.0011336578209862865,1,-1,-1,2669,2459
rotor,corner,source,33,1.0279359221030742,-0.6857585079387194,-1.1550430843892485,0.0011352899926425305,1,-1,-1,2669,2459
rotor,corner,source,34,1.0420490052596447,-0.6755829242518514,-1.1712465058502843,0.0011368908521529905,1,-1,-1,2669,2459
rotor,corner,source,35,1.055754362537149,-0.66543788265988457,-1.18753510552569,0.0011384911714378213,1,-1,-1,2669,2459
rotor,corner,source,36,1.0685382345639898,-0.65524506419786555,-1.203718222437054,0.0011400909225544333,1,-1,-1,2669,2459
rotor,corner,source,37,1.0827942649745204,-0.6437187960775006,-1.2203952836378775,0.0011417208250892495,1,-1,-1,2669,2459
rotor,corner,source,38,1.0952993980392431,-0.63213014425123326,-1.2366829110522843,0.0011433193460115372,1,-1,-1,2669,2459
rotor,corner,source,39,1.1078875100163925,-0.62077301724462508,-1.2534732181607779,0.0011449172177111072,1,-1,-1,2669,2459
rotor,corner,source,40,1.1202792869014839,-0.60820582090058917,-1.2698124696515265,0.0011465451229447005,1,-1,-1,2669,2459
rotor,corner,source,41,1.1318609676234006,-0.59604067439102248,-1.2862706641715462,0.001148141605657233,1,-1,-1,2669,2459
rotor,corner,source,42,1.1433409380611907,-0.58344763120318266,-1.302754710559455,0.0011497373628645666,1,-1,-1,2669,2459
rotor,corner,source,43,1.154721401996432,-0.56992595988672345,-1.3192102069312384,0.0011513630360249446,1,-1,-1,2669,2459
rotor,corner,source,44,1.165352014770896,-0.55664091808877991,-1.3360784465993945,0.0011529572548347612,1,-1,-1,2669,2459
rotor,corner,source,45,1.1756384375590363,-0.54313184183800978,-1.352423745446508,0.0011545506763807917,1,-1,-1,2669,2459
rotor,corner,source,46,1.1858943254304961,-0.52921129960334401,-1.3689777918584838,0.0011561432778525818,1,-1,-1,2669,2459
rotor,corner,source,47,1.195458808652516,-0.51457103795323889,-1.3858057756612325,0.0011577656392516697,1,-1,-1,2669,2459
rotor,corner,source,48,1.2044287204719337,-0.5004924866455065,-1.4020620804137209,0.0011593565171511863,1,-1,-1,2669,2459
rotor,shell,target,1,0.25089711477520105,-0.41083507978268319,0.49946321349842293,0.0011687300698996141,-1,0,2,3035,2669
rotor,shell,target,2,0.2564663461155563,-0.39601713852384179,0.48413753095443468,0.0011701925792065391,-1,0,2,3035,2669
rotor,shell,target,3,0.26187325505240366,-0.38137647103172956,0.46907075686940658,0.0011716542183588087,-1,0,2,3035,2669
