case,class,sigma_bin,output,rank,svd_relative_rms,singular_value
rotor,self,6.000,u,138,1.043512462e-03,2.573863970e-01
rotor,self,6.000,u,139,8.237041340e-04,2.228128888e-01
rotor,self,6.000,u,140,5.964323374e-04,1.975871523e-01
rotor,self,6.000,u,141,4.012698278e-04,1.534686043e-01
rotor,self,6.000,u,142,2.428132933e-04,1.111084080e-01
rotor,self,6.000,u,143,1.534569293e-04,6.544543409e-02
rotor,self,6.000,u,144,0.000000000e+00,5.337125225e-02
rotor,self,6.000,uj,1,9.890953537e-01,1.024435166e+02
rotor,self,6.000,uj,2,9.783765160e-01,1.010134020e+02
rotor,self,6.000,uj,3,9.681788019e-01,9.800216619e+01
rotor,self,6.000,uj,4,9.583549310e-01,9.569307652e+01
rotor,self,6.000,uj,5,9.489982741e-01,9.292376554e+01
rotor,self,6.000,uj,6,9.398211718e-01,9.157963161e+01
rotor,self,6.000,uj,7,9.307027353e-01,9.084325889e+01
rotor,self,6.000,uj,8,9.214957865e-01,9.083485255e+01
rotor,self,6.000,uj,9,9.124680102e-01,8.950280748e+01
rotor,self,6.000,uj,10,9.033776382e-01,8.936782296e+01
rotor,self,6.000,uj,11,8.946879767e-01,8.694709596e+01
rotor,self,6.000,uj,12,8.869685179e-01,8.157485327e+01
rotor,self,6.000,uj,13,8.794925075e-01,7.993516234e+01
rotor,self,6.000,uj,14,8.726401089e-01,7.621767228e+01
rotor,self,6.000,uj,15,8.658854201e-01,7.537791053e+01
rotor,self,6.000,uj,16,8.596104438e-01,7.237921851e+01
rotor,self,6.000,uj,17,8.533691831e-01,7.192223001e+01
rotor,self,6.000,uj,18,8.471451996e-01,7.156081160e+01
rotor,self,6.000,uj,19,8.410173954e-01,7.074739635e+01
rotor,self,6.000,uj,20,8.349892041e-01,6.991691507e+01
rotor,self,6.000,uj,21,8.291384971e-01,6.863543434e+01
rotor,self,6.000,uj,22,8.233964279e-01,6.775797529e+01
rotor,self,6.000,uj,23,8.180127549e-01,6.538808954e+01
rotor,self,6.000,uj,24,8.126567124e-01,6.500636223e+01
rotor,self,6.000,uj,25,8.072651954e-01,6.500599515e+01
rotor,self,6.000,uj,26,8.018386686e-01,6.499858463e+01
rotor,self,6.000,uj,27,7.963754006e-01,6.499719465e+01
rotor,self,6.000,uj,28,7.908744954e-01,6.499659688e+01
rotor,self,6.000,uj,29,7.853353590e-01,6.499484810e+01
rotor,self,6.000,uj,30,7.797569927e-01,6.499416728e+01
rotor,self,6.000,uj,31,7.741385866e-01,6.499326655e+01
rotor,self,6.000,uj,32,7.684792044e-01,6.499269767e+01
rotor,self,6.000,uj,33,7.627779333e-01,6.499213397e+01
rotor,self,6.000,uj,34,7.570337816e-01,6.499182454e+01
rotor,self,6.000,uj,35,7.512457571e-01,6.499156344e+01
rotor,self,6.000,uj,36,7.454128636e-01,6.499115912e+01
rotor,self,6.000,uj,37,7.395340506e-01,6.499069332e+01
rotor,self,6.000,uj,38,7.336082948e-01,6.498978789e+01
rotor,self,6.000,uj,39,7.276344617e-01,6.498881424e+01
rotor,self,6.000,uj,40,7.216722786e-01,6.465970155e+01
rotor,self,6.000,uj,41,7.156649481e-01,6.463548088e+01
rotor,self,6.000,uj,42,7.096070851e-01,6.463377018e+01
rotor,self,6.000,uj,43,7.034984058e-01,6.462667869e+01
rotor,self,6.000,uj,44,6.973364805e-01,6.462530037e+01
rotor,self,6.000,uj,45,6.911199784e-01,6.462343835e+01
rotor,self,6.000,uj,46,6.848471646e-01,6.462285107e+01
rotor,self,6.000,uj,47,6.785164916e-01,6.462219135e+01
rotor,self,6.000,uj,48,6.721262279e-01,6.462201815e+01
rotor,self,6.000,uj,49,6.656746946e-01,6.462165839e+01
rotor,self,6.000,uj,50,6.591600824e-01,6.462135060e+01
rotor,self,6.000,uj,51,6.525804938e-01,6.462108253e+01
rotor,self,6.000,uj,52,6.459339565e-01,6.462075139e+01
rotor,self,6.000,uj,53,6.392184911e-01,6.461989754e+01
rotor,self,6.000,uj,54,6.324317891e-01,6.461957851e+01
rotor,self,6.000,uj,55,6.255715705e-01,6.461907860e+01
rotor,self,6.000,uj,56,6.187142215e-01,6.425236017e+01
rotor,self,6.000,uj,57,6.117806054e-01,6.424963665e+01
rotor,self,6.000,uj,58,6.047706441e-01,6.423532099e+01
rotor,self,6.000,uj,59,5.976791724e-01,6.423216398e+01
rotor,self,6.000,uj,60,5.905027965e-01,6.423103988e+01
rotor,self,6.000,uj,61,5.832383705e-01,6.422996761e+01
rotor,self,6.000,uj,62,5.758824218e-01,6.422950555e+01
rotor,self,6.000,uj,63,5.684314509e-01,6.422881386e+01
rotor,self,6.000,uj,64,5.608816280e-01,6.422830262e+01
rotor,self,6.000,uj,65,5.532289163e-01,6.422774938e+01
rotor,self,6.000,uj,66,5.454688648e-01,6.422769103e+01
rotor,self,6.000,uj,67,5.375968787e-01,6.422741661e+01
rotor,self,6.000,uj,68,5.296079263e-01,6.422730327e+01
rotor,self,6.000,uj,69,5.214968187e-01,6.422645693e+01
rotor,self,6.000,uj,70,5.132575622e-01,6.422639298e+01
rotor,self,6.000,uj,71,5.048839709e-01,6.422599497e+01
rotor,self,6.000,uj,72,4.964899346e-01,6.377264695e+01
rotor,self,6.000,uj,73,4.880230082e-01,6.350742307e+01
rotor,self,6.000,uj,74,4.794507576e-01,6.334581291e+01
rotor,self,6.000,uj,75,4.707987708e-01,6.307069814e+01
rotor,self,6.000,uj,76,4.621651130e-01,6.242818628e+01
rotor,self,6.000,uj,77,4.538500464e-01,6.070648398e+01
rotor,self,6.000,uj,78,4.454249675e-01,6.054581628e+01
rotor,self,6.000,uj,79,4.369513555e-01,6.014674026e+01
rotor,self,6.000,uj,80,4.284096579e-01,5.980281689e+01
rotor,self,6.000,uj,81,4.198953693e-01,5.911546225e+01
rotor,self,6.000,uj,82,4.115229615e-01,5.803444943e+01
rotor,self,6.000,uj,83,4.030350746e-01,5.783779050e+01
rotor,self,6.000,uj,84,3.943899226e-01,5.775400723e+01
rotor,self,6.000,uj,85,3.855909120e-01,5.762484528e+01
rotor,self,6.000,uj,86,3.767401329e-01,5.713647449e+01
rotor,self,6.000,uj,87,3.678442280e-01,5.661127091e+01
rotor,self,6.000,uj,88,3.589622993e-01,5.588740373e+01
rotor,self,6.000,uj,89,3.499232832e-01,5.568003991e+01
rotor,self,6.000,uj,90,3.413573348e-01,5.352612462e+01
rotor,self,6.000,uj,91,3.327552161e-01,5.296876009e+01
rotor,self,6.000,uj,92,3.240123971e-01,5.270872274e+01
rotor,self,6.000,uj,93,3.154002089e-01,5.161765099e+01
rotor,self,6.000,uj,94,3.071917049e-01,4.972612662e+01
rotor,self,6.000,uj,95,2.989650270e-01,4.911968786e+01
rotor,self,6.000,uj,96,2.905826724e-01,4.889825638e+01
rotor,self,6.000,uj,97,2.822576362e-01,4.803532525e+01
rotor,self,6.000,uj,98,2.746227808e-01,4.535574086e+01
rotor,self,6.000,uj,99,2.674181609e-01,4.346828110e+01
rotor,self,6.000,uj,100,2.600515821e-01,4.335933177e+01
rotor,self,6.000,uj,101,2.526012143e-01,4.298841221e+01
rotor,self,6.000,uj,102,2.450919360e-01,4.252367763e+01
rotor,self,6.000,uj,103,2.378537468e-01,4.112586010e+01
rotor,self,6.000,uj,104,2.305442411e-01,4.070074889e+01
rotor,self,6.000,uj,105,2.232405607e-01,4.004485632e+01
rotor,self,6.000,uj,106,2.160603876e-01,3.906604184e+01
rotor,self,6.000,uj,107,2.087149514e-01,3.885432152e+01
rotor,self,6.000,uj,108,2.013247284e-01,3.829063766e+01
rotor,self,6.000,uj,109,1.943218331e-01,3.661368135e+01
rotor,self,6.000,uj,110,1.872073599e-01,3.623982962e+01
rotor,self,6.000,uj,111,1.799284061e-01,3.595826363e+01
rotor,self,6.000,uj,112,1.733816686e-01,3.345348437e+01
rotor,self,6.000,uj,113,1.671272515e-01,3.210026018e+01
rotor,self,6.000,uj,114,1.620998261e-01,2.829902515e+01
rotor,self,6.000,uj,115,1.569328694e-01,2.824137856e+01
rotor,self,6.000,uj,116,1.521449216e-01,2.675835978e+01
rotor,self,6.000,uj,117,1.473778546e-01,2.628399877e+01
rotor,self,6.000,uj,118,1.425032224e-01,2.614759488e+01
rotor,self,6.000,uj,119,1.374586282e-01,2.614047219e+01
rotor,self,6.000,uj,120,1.323296910e-01,2.587474910e+01
rotor,self,6.000,uj,121,1.270688891e-01,2.569571210e+01
rotor,self,6.000,uj,122,1.216676257e-01,2.549578190e+01
rotor,self,6.000,uj,123,1.160600298e-01,2.539680548e+01
rotor,self,6.000,uj,124,1.103192817e-01,2.507572483e+01
rotor,self,6.000,uj,125,1.043464761e-01,2.490700244e+01
rotor,self,6.000,uj,126,9.859089231e-02,2.377259477e+01
rotor,self,6.000,uj,127,9.273180781e-02,2.328890213e+01
rotor,self,6.000,uj,128,8.649985699e-02,2.324717918e+01
rotor,self,6.000,uj,129,8.131424930e-02,2.051941361e+01
rotor,self,6.000,uj,130,7.592961184e-02,2.024025448e+01
rotor,self,6.000,uj,131,7.127175172e-02,1.821377731e+01
rotor,self,6.000,uj,132,6.685227871e-02,1.718583940e+01
rotor,self,6.000,uj,133,6.215308595e-02,1.712641251e+01
rotor,self,6.000,uj,134,5.844277555e-02,1.471371057e+01
rotor,self,6.000,uj,135,5.473070870e-02,1.425709759e+01
rotor,self,6.000,uj,136,5.111257864e-02,1.361208437e+01
rotor,self,6.000,uj,137,4.727868356e-02,1.350981065e+01
rotor,self,6.000,uj,138,4.340777778e-02,1.303252039e+01
rotor,self,6.000,uj,139,3.923087576e-02,1.292318748e+01
rotor,self,6.000,uj,140,3.479813793e-02,1.260050321e+01
rotor,self,6.000,uj,141,2.996466968e-02,1.230674363e+01
rotor,self,6.000,uj,142,2.421647799e-02,1.227554001e+01
rotor,self,6.000,uj,143,1.707872787e-02,1.194211839e+01
rotor,self,6.000,uj,144,0.000000000e+00,1.187972543e+01
rotor,self,18.000,u,1,9.824330026e-01,6.490361949e+01
rotor,self,18.000,u,2,9.654747100e-01,6.321150631e+01
rotor,self,18.000,u,3,9.483285596e-01,6.300178444e+01
rotor,self,18.000,u,4,9.317098143e-01,6.147568294e+01
rotor,self,18.000,u,5,9.154915689e-01,6.019770653e+01
rotor,self,18.000,u,6,8.994559853e-01,5.933286412e+01
rotor,self,18.000,u,7,8.838544773e-01,5.801197583e+01
rotor,self,18.000,u,8,8.680394571e-01,5.789081578e+01
rotor,self,18.000,u,9,8.523534668e-01,5.713348081e+01
rotor,self,18.000,u,10,8.367590135e-01,5.644627029e+01
rotor,self,18.000,u,11,8.213098231e-01,5.566407932e+01
rotor,self,18.000,u,12,8.058190179e-01,5.521649772e+01
rotor,self,18.000,u,13,7.905543989e-01,5.429140956e+01
rotor,self,18.000,u,14,7.753389326e-01,5.368396811e+01
rotor,self,18.000,u,15,7.602185634e-01,5.299502830e+01
rotor,self,18.000,u,16,7.451387016e-01,5.240097419e+01
rotor,self,18.000,u,17,7.297750521e-01,5.235418425e+01
rotor,self,18.000,u,18,7.144436817e-01,5.175208647e+01
rotor,self,18.000,u,19,6.991449565e-01,5.114580691e+01
rotor,self,18.000,u,20,6.836172092e-01,5.096228125e+01
rotor,self,18.000,u,21,6.682194656e-01,5.017779162e+01
rotor,self,18.000,u,22,6.529070199e-01,4.946697685e+01
rotor,self,18.000,u,23,6.373241202e-01,4.931497142e+01
rotor,self,18.000,u,24,6.216030251e-01,4.892857711e+01
rotor,self,18.000,u,25,6.069443568e-01,4.667282650e+01
rotor,self,18.000,u,26,5.922193967e-01,4.621545137e+01
rotor,self,18.000,u,27,5.774971120e-01,4.564033306e+01
rotor,self,18.000,u,28,5.627813845e-01,4.505232666e+01
rotor,self,18.000,u,29,5.477062401e-01,4.499958323e+01
rotor,self,18.000,u,30,5.333297239e-01,4.335785512e+01
rotor,self,18.000,u,31,5.187589114e-01,4.306147864e+01
rotor,self,18.000,u,32,5.045180597e-01,4.198416025e+01
rotor,self,18.000,u,33,4.908119244e-01,4.062205965e+01
rotor,self,18.000,u,34,4.771061340e-01,4.005827362e+01
rotor,self,18.000,u,35,4.636599540e-01,3.911660689e+01
rotor,self,18.000,u,36,4.504256257e-01,3.825297976e+01
rotor,self,18.000,u,37,4.373798109e-01,3.742961783e+01
rotor,self,18.000,u,38,4.239631196e-01,3.738794976e+01
rotor,self,18.000,u,39,4.113945949e-01,3.563684795e+01
rotor,self,18.000,u,40,3.991946331e-01,3.458601599e+01
rotor,self,18.000,u,41,3.868024211e-01,3.432462215e+01
rotor,self,18.000,u,42,3.745789872e-01,3.355201732e+01
rotor,self,18.000,u,43,3.631646284e-01,3.191533290e+01
rotor,self,18.000,u,44,3.516717840e-01,3.152375808e+01
rotor,self,18.000,u,45,3.401819196e-01,3.100883681e+01
rotor,self,18.000,u,46,3.288159306e-01,3.032751788e+01
rotor,self,18.000,u,47,3.179873242e-01,2.910672016e+01
rotor,self,18.000,u,48,3.071350476e-01,2.864599014e+01
rotor,self,18.000,u,49,2.960793833e-01,2.840201626e+01
rotor,self,18.000,u,50,2.854134326e-01,2.739005163e+01
rotor,self,18.000,u,51,2.745208535e-01,2.716156448e+01
rotor,self,18.000,u,52,2.637668043e-01,2.646147874e+01
rotor,self,18.000,u,53,2.535302348e-01,2.530859905e+01
rotor,self,18.000,u,54,2.431401682e-01,2.498412789e+01
rotor,self,18.000,u,55,2.324947717e-01,2.474791897e+01
rotor,self,18.000,u,56,2.215539123e-01,2.451307637e+01
rotor,self,18.000,u,57,2.108291365e-01,2.368368789e+01
rotor,self,18.000,u,58,2.002915577e-01,2.289159092e+01
rotor,self,18.000,u,59,1.894436460e-01,2.261407236e+01
rotor,self,18.000,u,60,1.781711494e-01,2.238862577e+01
rotor,self,18.000,u,61,1.668581852e-01,2.172886819e+01
rotor,self,18.000,u,62,1.550426251e-01,2.144910031e+01
rotor,self,18.000,u,63,1.431851425e-01,2.068193534e+01
rotor,self,18.000,u,64,1.311058226e-01,2.001925365e+01
rotor,self,18.000,u,65,1.186785453e-01,1.937722187e+01
rotor,self,18.000,u,66,1.075925014e-01,1.741901844e+01
rotor,self,18.000,u,67,9.901443072e-02,1.464158671e+01
rotor,self,18.000,u,68,9.215704314e-02,1.259249484e+01
rotor,self,18.000,u,69,8.690556565e-02,1.066507950e+01
rotor,self,18.000,u,70,8.224783785e-02,9.762213729e+00
rotor,self,18.000,u,71,7.774834093e-02,9.331633499e+00
rotor,self,18.000,u,72,7.411370532e-02,8.171013946e+00
rotor,self,18.000,u,73,7.126434635e-02,7.078543324e+00
rotor,self,18.000,u,74,6.878261300e-02,6.483884787e+00
rotor,self,18.000,u,75,6.674117066e-02,5.784917995e+00
rotor,self,18.000,u,76,6.480485744e-02,5.550697556e+00
rotor,self,18.000,u,77,6.293520868e-02,5.374826752e+00
rotor,self,18.000,u,78,6.114690825e-02,5.180786881e+00
rotor,self,18.000,u,79,5.944542078e-02,4.981901171e+00
rotor,self,18.000,u,80,5.775328582e-02,4.897785905e+00
rotor,self,18.000,u,81,5.619484338e-02,4.634681266e+00
rotor,self,18.000,u,82,5.474732594e-02,4.407386301e+00
rotor,self,18.000,u,83,5.332722432e-02,4.308660938e+00
rotor,self,18.000,u,84,5.195983978e-02,4.173051364e+00
rotor,self,18.000,u,85,5.064324936e-02,4.042280554e+00
rotor,self,18.000,u,86,4.933337513e-02,3.980016968e+00
rotor,self,18.000,u,87,4.804705633e-02,3.892521717e+00
rotor,self,18.000,u,88,4.674420569e-02,3.865025446e+00
rotor,self,18.000,u,89,4.547040579e-02,3.769392516e+00
rotor,self,18.000,u,90,4.419395561e-02,3.720769389e+00
rotor,self,18.000,u,91,4.295251170e-02,3.617506606e+00
rotor,self,18.000,u,92,4.169136314e-02,3.593368712e+00
rotor,self,18.000,u,93,4.045699007e-02,3.502220924e+00
rotor,self,18.000,u,94,3.919628130e-02,3.485219101e+00
rotor,self,18.000,u,95,3.796071510e-02,3.395795709e+00
rotor,self,18.000,u,96,3.679278298e-02,3.249716308e+00
rotor,self,18.000,u,97,3.560733552e-02,3.222045600e+00
rotor,self,18.000,u,98,3.440519127e-02,3.190707977e+00
rotor,self,18.000,u,99,3.322447704e-02,3.107863351e+00
rotor,self,18.000,u,100,3.203609789e-02,3.062836753e+00
rotor,self,18.000,u,101,3.086129721e-02,2.989642872e+00
rotor,self,18.000,u,102,2.969867114e-02,2.918325550e+00
rotor,self,18.000,u,103,2.859040112e-02,2.795356833e+00
rotor,self,18.000,u,104,2.744720955e-02,2.783685703e+00
rotor,self,18.000,u,105,2.632869310e-02,2.697341483e+00
rotor,self,18.000,u,106,2.520517589e-02,2.646410004e+00
rotor,self,18.000,u,107,2.407525208e-02,2.595270941e+00
rotor,self,18.000,u,108,2.297033698e-02,2.507522265e+00
rotor,self,18.000,u,109,2.185028876e-02,2.464212790e+00
rotor,self,18.000,u,110,2.079094515e-02,2.337513871e+00
rotor,self,18.000,u,111,1.972192450e-02,2.288813677e+00
rotor,self,18.000,u,112,1.863647139e-02,2.244174591e+00
rotor,self,18.000,u,113,1.753994018e-02,2.190504404e+00
rotor,self,18.000,u,114,1.642172209e-02,2.143278539e+00
rotor,self,18.000,u,115,1.526162244e-02,2.108550695e+00
rotor,self,18.000,u,116,1.403284155e-02,2.086656156e+00
rotor,self,18.000,u,117,1.288514099e-02,1.933109434e+00
rotor,self,18.000,u,118,1.171247242e-02,1.867906003e+00
rotor,self,18.000,u,119,1.046590766e-02,1.828703190e+00
rotor,self,18.000,u,120,9.185087762e-03,1.744846389e+00
rotor,self,18.000,u,121,7.884688857e-03,1.638600585e+00
rotor,self,18.000,u,122,6.599480128e-03,1.500563968e+00
rotor,self,18.000,u,123,5.317181238e-03,1.359542603e+00
rotor,self,18.000,u,124,4.751148791e-03,8.302717740e-01
rotor,self,18.000,u,125,4.254801517e-03,7.353235629e-01
rotor,self,18.000,u,126,3.852592388e-03,6.280402647e-01
rotor,self,18.000,u,127,3.434430384e-03,6.071111888e-01
rotor,self,18.000,u,128,3.139485594e-03,4.842875765e-01
rotor,self,18.000,u,129,2.871642920e-03,4.413049322e-01
rotor,self,18.000,u,130,2.608613190e-03,4.175646604e-01
rotor,self,18.000,u,131,2.359618905e-03,3.868267657e-01
rotor,self,18.000,u,132,2.147775627e-03,3.398529309e-01
rotor,self,18.000,u,133,1.948909284e-03,3.139191532e-01
rotor,self,18.000,u,134,1.734423389e-03,3.091296986e-01
rotor,self,18.000,u,135,1.512984798e-03,2.949279857e-01
rotor,self,18.000,u,136,1.316418474e-03,2.593718698e-01
rotor,self,18.000,u,137,1.116500806e-03,2.425550537e-01
rotor,self,18.000,u,138,9.250404919e-04,2.174399589e-01
rotor,self,18.000,u,139,7.536753771e-04,1.865394514e-01
rotor,self,18.000,u,140,5.735218919e-04,1.700630497e-01
rotor,self,18.000,u,141,4.219043454e-04,1.351139414e-01
rotor,self,18.000,u,142,3.081598387e-04,1.002228219e-01
rotor,self,18.000,u,143,1.797683252e-04,8.704964246e-02
rotor,self,18.000,u,144,0.000000000e+00,6.252217266e-02
rotor,self,18.000,uj,1,9.862156015e-01,1.150954061e+02
rotor,self,18.000,uj,2,9.737360765e-01,1.087858965e+02
rotor,self,18.000,uj,3,9.616343629e-01,1.064526241e+02
rotor,self,18.000,uj,4,9.505875731e-01,1.010969555e+02
rotor,self,18.000,uj,5,9.400923143e-01,9.798429281e+01
rotor,self,18.000,uj,6,9.306779967e-01,9.231144365e+01
rotor,self,18.000,uj,7,9.215739593e-01,9.032707187e+01
rotor,self,18.000,uj,8,9.131126997e-01,8.666611867e+01
rotor,self,18.000,uj,9,9.050583517e-01,8.417506253e+01
rotor,self,18.000,uj,10,8.975960013e-01,8.067610745e+01
rotor,self,18.000,uj,11,8.904456240e-01,7.865098711e+01
rotor,self,18.000,uj,12,8.837687838e-01,7.570759068e+01
rotor,self,18.000,uj,13,8.771794668e-01,7.492804154e+01
rotor,self,18.000,uj,14,8.707112633e-01,7.396050433e+01
rotor,self,18.000,uj,15,8.645853090e-01,7.171741266e+01
rotor,self,18.000,uj,16,8.586881312e-01,7.012132200e+01
rotor,self,18.000,uj,17,8.527950072e-01,6.985700890e+01
rotor,self,18.000,uj,18,8.468898463e-01,6.968686896e+01
rotor,self,18.000,uj,19,8.409986720e-01,6.936233449e+01
rotor,self,18.000,uj,20,8.350942025e-01,6.919749418e+01
rotor,self,18.000,uj,21,8.291617865e-01,6.911570597e+01
rotor,self,18.000,uj,22,8.231950047e-01,6.906736306e+01
rotor,self,18.000,uj,23,8.172085049e-01,6.893070426e+01
rotor,self,18.000,uj,24,8.111931767e-01,6.884324321e+01
rotor,self,18.000,uj,25,8.051342149e-01,6.883584671e+01
rotor,self,18.000,uj,26,7.990341407e-01,6.880870958e+01
rotor,self,18.000,uj,27,7.928898441e-01,6.879361535e+01
rotor,self,18.000,uj,28,7.867006082e-01,6.877675086e+01
rotor,self,18.000,uj,29,7.804645078e-01,6.876458249e+01
rotor,self,18.000,uj,30,7.741807794e-01,6.875040276e+01
rotor,self,18.000,uj,31,7.678474404e-01,6.874061447e+01
rotor,self,18.000,uj,32,7.614623470e-01,6.873568225e+01
rotor,self,18.000,uj,33,7.550246562e-01,6.872825058e+01
rotor,self,18.000,uj,34,7.485327168e-01,6.872236758e+01
rotor,self,18.000,uj,35,7.419844143e-01,6.872009278e+01
rotor,self,18.000,uj,36,7.353790576e-01,6.871360008e+01
rotor,self,18.000,uj,37,7.287143947e-01,6.871070082e+01
rotor,self,18.000,uj,38,7.219893888e-01,6.870472262e+01
rotor,self,18.000,uj,39,7.152021134e-01,6.869987414e+01
rotor,self,18.000,uj,40,7.083505807e-01,6.869601165e+01
rotor,self,18.000,uj,41,7.014325800e-01,6.869376906e+01
rotor,self,18.000,uj,42,6.944461509e-01,6.869139868e+01
rotor,self,18.000,uj,43,6.873899848e-01,6.868526098e+01
rotor,self,18.000,uj,44,6.802612453e-01,6.868231713e+01
rotor,self,18.000,uj,45,6.730580334e-01,6.867744283e+01
rotor,self,18.000,uj,46,6.657780384e-01,6.867206798e+01
rotor,self,18.000,uj,47,6.584191877e-01,6.866449316e+01
rotor,self,18.000,uj,48,6.509780432e-01,6.866042103e+01
rotor,self,18.000,uj,49,6.434513272e-01,6.865826569e+01
rotor,self,18.000,uj,50,6.358365218e-01,6.865377545e+01
rotor,self,18.000,uj,51,6.281296023e-01,6.865292000e+01
rotor,self,18.000,uj,52,6.203282947e-01,6.864699606e+01
rotor,self,18.000,uj,53,6.124288335e-01,6.864175543e+01
rotor,self,18.000,uj,54,6.044271127e-01,6.863761177e+01
rotor,self,18.000,uj,55,5.963186383e-01,6.863505578e+01
rotor,self,18.000,uj,56,5.880990734e-01,6.863217215e+01
rotor,self,18.000,uj,57,5.797644605e-01,6.862615261e+01
rotor,self,18.000,uj,58,5.713090659e-01,6.862294582e+01
rotor,self,18.000,uj,59,5.627274249e-01,6.861981942e+01
rotor,self,18.000,uj,60,5.540150690e-01,6.861123080e+01
rotor,self,18.000,uj,61,5.451637117e-01,6.861040598e+01
rotor,self,18.000,uj,62,5.361698994e-01,6.859660844e+01
rotor,self,18.000,uj,63,5.270232385e-01,6.859433611e+01
rotor,self,18.000,uj,64,5.177363123e-01,6.851648231e+01
rotor,self,18.000,uj,65,5.084614475e-01,6.786099289e+01
rotor,self,18.000,uj,66,4.992547768e-01,6.699946171e+01
rotor,self,18.000,uj,67,4.900277448e-01,6.645720432e+01
rotor,self,18.000,uj,68,4.806681533e-01,6.630112977e+01
rotor,self,18.000,uj,69,4.716445797e-01,6.448073250e+01
rotor,self,18.000,uj,70,4.627243191e-01,6.350367270e+01
rotor,self,18.000,uj,71,4.540930164e-01,6.187717346e+01
rotor,self,18.000,uj,72,4.453895802e-01,6.154498097e+01
rotor,self,18.000,uj,73,4.368354221e-01,6.042674526e+01
rotor,self,18.000,uj,74,4.284849005e-01,5.912840134e+01
rotor,self,18.000,uj,75,4.202785740e-01,5.805219191e+01
rotor,self,18.000,uj,76,4.122584971e-01,5.683841274e+01
rotor,self,18.000,uj,77,4.042591258e-01,5.621621398e+01
rotor,self,18.000,uj,78,3.963301038e-01,5.541987850e+01
rotor,self,18.000,uj,79,3.883109784e-01,5.517596105e+01
rotor,self,18.000,uj,80,3.802554412e-01,5.473168787e+01
rotor,self,18.000,uj,81,3.722749941e-01,5.390468743e+01
rotor,self,18.000,uj,82,3.645154014e-01,5.259474160e+01
rotor,self,18.000,uj,83,3.568146137e-01,5.184244336e+01
rotor,self,18.000,uj,84,3.490885817e-01,5.136907073e+01
rotor,self,18.000,uj,85,3.413137700e-01,5.096205776e+01
rotor,self,18.000,uj,86,3.334672773e-01,5.061393592e+01
rotor,self,18.000,uj,87,3.257604841e-01,4.957988102e+01
rotor,self,18.000,uj,88,3.180941313e-01,4.886964594e+01
rotor,self,18.000,uj,89,3.102767353e-01,4.875172229e+01
rotor,self,18.000,uj,90,3.024299494e-01,4.823064767e+01
rotor,self,18.000,uj,91,2.945574262e-01,4.768594942e+01
rotor,self,18.000,uj,92,2.865149391e-01,4.755116722e+01
rotor,self,18.000,uj,93,2.784150178e-01,4.705313726e+01
rotor,self,18.000,uj,94,2.702643678e-01,4.651642508e+01
rotor,self,18.000,uj,95,2.619636420e-01,4.623360748e+01
rotor,self,18.000,uj,96,2.534457533e-01,4.608854857e+01
rotor,self,18.000,uj,97,2.447355468e-01,4.582039408e+01
rotor,self,18.000,uj,98,2.359176551e-01,4.528445914e+01
