stage,form,precision,blas_threads,P,batch,measured_batch,scaled_from_per_expansion,seconds,seconds_per_expansion
m2m_z_translation,dense_packed,Float32,72,2,512,512,false,2.266850e-05,4.427441e-08
m2m_z_translation,compiled_block_loop,Float32,72,2,512,512,false,1.647090e-05,3.216973e-08
m2l_z_translation,dense,Float32,72,2,512,512,false,1.077520e-05,2.104531e-08
m2l_z_translation,dense_packed,Float32,72,2,512,512,false,2.249110e-05,4.392793e-08
m2l_z_translation,compiled_block_loop,Float32,72,2,512,512,false,1.647080e-05,3.216953e-08
l2l_z_translation,dense,Float32,72,2,512,512,false,1.139930e-05,2.226426e-08
l2l_z_translation,dense_packed,Float32,72,2,512,512,false,2.252530e-05,4.399473e-08
l2l_z_translation,compiled_block_loop,Float32,72,2,512,512,false,1.646890e-05,3.216582e-08
axis_swap,dense,Float32,72,2,512,512,false,1.341020e-05,2.619180e-08
axis_swap,dense_packed,Float32,72,2,512,512,false,3.070150e-05,5.996387e-08
axis_swap,compiled_block_loop,Float32,72,2,512,512,false,3.244380e-05,6.336680e-08
m2m_z_translation,recurrence,Float64,72,2,4096,2048,true,1.087318e-04,2.654585e-08
m2l_z_translation,recurrence,Float64,72,2,4096,2048,true,2.401100e-04,5.862061e-08
l2l_z_translation,recurrence,Float64,72,2,4096,2048,true,1.719442e-04,4.197856e-08
axis_swap,recurrence,Float64,72,2,4096,2048,true,7.623900e-04,1.861304e-07
m2m_z_translation,dense,Float64,72,2,4096,4096,false,8.677570e-05,2.118547e-08
m2m_z_translation,dense_packed,Float64,72,2,4096,4096,false,1.798170e-04,4.390063e-08
m2m_z_translation,compiled_block_loop,Float64,72,2,4096,4096,false,1.287920e-04,3.144336e-08
m2l_z_translation,dense,Float64,72,2,4096,4096,false,8.737690e-05,2.133225e-08
m2l_z_translation,dense_packed,Float64,72,2,4096,4096,false,1.809090e-04,4.416724e-08
m2l_z_translation,compiled_block_loop,Float64,72,2,4096,4096,false,1.290420e-04,3.150439e-08
l2l_z_translation,dense,Float64,72,2,4096,4096,false,8.614950e-05,2.103259e-08
l2l_z_translation,dense_packed,Float64,72,2,4096,4096,false,1.803280e-04,4.402539e-08
l2l_z_translation,compiled_block_loop,Float64,72,2,4096,4096,false,1.289020e-04,3.147021e-08
axis_swap,dense,Float64,72,2,4096,4096,false,1.203650e-04,2.938599e-08
axis_swap,dense_packed,Float64,72,2,4096,4096,false,2.607890e-04,6.366919e-08
axis_swap,compiled_block_loop,Float64,72,2,4096,4096,false,2.151730e-04,5.253247e-08
m2m_z_translation,dense,Float32,72,2,4096,4096,false,8.249370e-05,2.014006e-08
m2m_z_translation,dense_packed,Float32,72,2,4096,4096,false,1.748280e-04,4.268262e-08
m2m_z_translation,compiled_block_loop,Float32,72,2,4096,4096,false,1.320080e-04,3.222852e-08
m2l_z_translation,dense,Float32,72,2,4096,4096,false,8.270910e-05,2.019265e-08
m2l_z_translation,dense_packed,Float32,72,2,4096,4096,false,1.745670e-04,4.261890e-08
m2l_z_translation,compiled_block_loop,Float32,72,2,4096,4096,false,1.319980e-04,3.222607e-08
l2l_z_translation,dense,Float32,72,2,4096,4096,false,8.300660e-05,2.026528e-08
l2l_z_translation,dense_packed,Float32,72,2,4096,4096,false,1.760100e-04,4.297119e-08
l2l_z_translation,compiled_block_loop,Float32,72,2,4096,4096,false,1.320770e-04,3.224536e-08
axis_swap,dense,Float32,72,2,4096,4096,false,1.040850e-04,2.541138e-08
axis_swap,dense_packed,Float32,72,2,4096,4096,false,2.395990e-04,5.849585e-08
axis_swap,compiled_block_loop,Float32,72,2,4096,4096,false,2.560900e-04,6.252197e-08
m2m_z_translation,recurrence,Float64,72,2,32768,2048,true,8.698560e-04,2.654590e-08
m2l_z_translation,recurrence,Float64,72,2,32768,2048,true,1.920720e-03,5.861572e-08
l2l_z_translation,recurrence,Float64,72,2,32768,2048,true,1.375475e-03,4.197617e-08
axis_swap,recurrence,Float64,72,2,32768,2048,true,6.108880e-03,1.864282e-07
m2m_z_translation,dense,Float64,72,2,32768,32768,false,5.514640e-04,1.682935e-08
m2m_z_translation,dense_packed,Float64,72,2,32768,32768,false,1.312471e-03,4.005344e-08
m2m_z_translation,compiled_block_loop,Float64,72,2,32768,32768,false,1.036524e-03,3.163220e-08
m2l_z_translation,dense,Float64,72,2,32768,32768,false,5.497610e-04,1.677737e-08
m2l_z_translation,dense_packed,Float64,72,2,32768,32768,false,1.320005e-03,4.028336e-08
m2l_z_translation,compiled_block_loop,Float64,72,2,32768,32768,false,1.038877e-03,3.170401e-08
l2l_z_translation,dense,Float64,72,2,32768,32768,false,5.503620e-04,1.679572e-08
l2l_z_translation,dense_packed,Float64,72,2,32768,32768,false,1.314494e-03,4.011517e-08
l2l_z_translation,compiled_block_loop,Float64,72,2,32768,32768,false,1.035912e-03,3.161353e-08
axis_swap,dense,Float64,72,2,32768,32768,false,4.800000e-04,1.464844e-08
axis_swap,dense_packed,Float64,72,2,32768,32768,false,4.102682e-03,1.252039e-07
axis_swap,compiled_block_loop,Float64,72,2,32768,32768,false,1.739541e-03,5.308658e-08
m2m_z_translation,dense,Float32,72,2,32768,32768,false,5.500610e-04,1.678653e-08
m2m_z_translation,dense_packed,Float32,72,2,32768,32768,false,1.295719e-03,3.954221e-08
m2m_z_translation,compiled_block_loop,Float32,72,2,32768,32768,false,1.062081e-03,3.241214e-08
m2l_z_translation,dense,Float32,72,2,32768,32768,false,5.384590e-04,1.643246e-08
m2l_z_translation,dense_packed,Float32,72,2,32768,32768,false,1.292513e-03,3.944437e-08
m2l_z_translation,compiled_block_loop,Float32,72,2,32768,32768,false,1.061861e-03,3.240543e-08
l2l_z_translation,dense,Float32,72,2,32768,32768,false,5.446610e-04,1.662173e-08
l2l_z_translation,dense_packed,Float32,72,2,32768,32768,false,1.299657e-03,3.966238e-08
l2l_z_translation,compiled_block_loop,Float32,72,2,32768,32768,false,1.062341e-03,3.242007e-08
axis_swap,dense,Float32,72,2,32768,32768,false,4.507250e-04,1.375504e-08
axis_swap,dense_packed,Float32,72,2,32768,32768,false,2.687889e-03,8.202786e-08
axis_swap,compiled_block_loop,Float32,72,2,32768,32768,false,2.068668e-03,6.313074e-08
m2m_z_translation,recurrence,Float64,72,2,262144,2048,true,6.958835e-03,2.654585e-08
m2l_z_translation,recurrence,Float64,72,2,262144,2048,true,1.536704e-02,5.862061e-08
l2l_z_translation,recurrence,Float64,72,2,262144,2048,true,1.100366e-02,4.197563e-08
axis_swap,recurrence,Float64,72,2,262144,2048,true,4.891226e-02,1.865854e-07
m2m_z_translation,dense,Float64,72,2,262144,262144,false,1.192426e-03,4.548744e-09
m2m_z_translation,dense_packed,Float64,72,2,262144,262144,false,1.366109e-02,5.211293e-08
m2m_z_translation,compiled_block_loop,Float64,72,2,262144,262144,false,8.354102e-03,3.186837e-08
m2l_z_translation,dense,Float64,72,2,262144,262144,false,1.205170e-03,4.597359e-09
m2l_z_translation,dense_packed,Float64,72,2,262144,262144,false,1.365376e-02,5.208495e-08
m2l_z_translation,compiled_block_loop,Float64,72,2,262144,262144,false,8.345927e-03,3.183718e-08
l2l_z_translation,dense,Float64,72,2,262144,262144,false,1.223684e-03,4.667984e-09
l2l_z_translation,dense_packed,Float64,72,2,262144,262144,false,1.517098e-02,5.787271e-08
l2l_z_translation,compiled_block_loop,Float64,72,2,262144,262144,false,8.325368e-03,3.175876e-08
axis_swap,dense,Float64,72,2,262144,262144,false,1.424821e-03,5.435261e-09
axis_swap,dense_packed,Float64,72,2,262144,262144,false,2.272644e-02,8.669448e-08
axis_swap,compiled_block_loop,Float64,72,2,262144,262144,false,1.390710e-02,5.305139e-08
m2m_z_translation,dense,Float32,72,2,262144,262144,false,1.131691e-03,4.317059e-09
m2m_z_translation,dense_packed,Float32,72,2,262144,262144,false,1.008754e-02,3.848092e-08
m2m_z_translation,compiled_block_loop,Float32,72,2,262144,262144,false,8.503883e-03,3.243974e-08
m2l_z_translation,dense,Float32,72,2,262144,262144,false,1.129166e-03,4.307426e-09
m2l_z_translation,dense_packed,Float32,72,2,262144,262144,false,1.029826e-02,3.928473e-08
m2l_z_translation,compiled_block_loop,Float32,72,2,262144,262144,false,8.503492e-03,3.243825e-08
l2l_z_translation,dense,Float32,72,2,262144,262144,false,1.229625e-03,4.690647e-09
l2l_z_translation,dense_packed,Float32,72,2,262144,262144,false,1.031067e-02,3.933209e-08
l2l_z_translation,compiled_block_loop,Float32,72,2,262144,262144,false,8.497361e-03,3.241486e-08
axis_swap,dense,Float32,72,2,262144,262144,false,1.086076e-03,4.143051e-09
axis_swap,dense_packed,Float32,72,2,262144,262144,false,1.492040e-02,5.691682e-08
axis_swap,compiled_block_loop,Float32,72,2,262144,262144,false,1.618402e-02,6.173714e-08
m2m_z_translation,recurrence,Float64,72,3,1,1,false,4.629480e-08,4.629480e-08
m2l_z_translation,recurrence,Float64,72,3,1,1,false,1.005880e-07,1.005880e-07
l2l_z_translation,recurrence,Float64,72,3,1,1,false,6.882400e-08,6.882400e-08
axis_swap,recurrence,Float64,72,3,1,1,false,3.820770e-07,3.820770e-07
m2m_z_translation,dense,Float64,72,3,1,1,false,5.579960e-07,5.579960e-07
m2m_z_translation,dense_packed,Float64,72,3,1,1,false,7.193190e-07,7.193190e-07
m2m_z_translation,compiled_block_loop,Float64,72,3,1,1,false,7.149900e-08,7.149900e-08
m2l_z_translation,dense,Float64,72,3,1,1,false,5.540790e-07,5.540790e-07
m2l_z_translation,dense_packed,Float64,72,3,1,1,false,7.223840e-07,7.223840e-07
m2l_z_translation,compiled_block_loop,Float64,72,3,1,1,false,7.137180e-08,7.137180e-08
l2l_z_translation,dense,Float64,72,3,1,1,false,5.563320e-07,5.563320e-07
l2l_z_translation,dense_packed,Float64,72,3,1,1,false,7.203800e-07,7.203800e-07
l2l_z_translation,compiled_block_loop,Float64,72,3,1,1,false,7.132870e-08,7.132870e-08
axis_swap,dense,Float64,72,3,1,1,false,7.643830e-07,7.643830e-07
axis_swap,dense_packed,Float64,72,3,1,1,false,9.568740e-07,9.568740e-07
axis_swap,compiled_block_loop,Float64,72,3,1,1,false,1.229700e-07,1.229700e-07
m2m_z_translation,dense,Float32,72,3,1,1,false,5.420660e-07,5.420660e-07
m2m_z_translation,dense_packed,Float32,72,3,1,1,false,6.928590e-07,6.928590e-07
m2m_z_translation,compiled_block_loop,Float32,72,3,1,1,false,7.201100e-08,7.201100e-08
m2l_z_translation,dense,Float32,72,3,1,1,false,5.448620e-07,5.448620e-07
m2l_z_translation,dense_packed,Float32,72,3,1,1,false,6.927890e-07,6.927890e-07
m2l_z_translation,compiled_block_loop,Float32,72,3,1,1,false,7.183170e-08,7.183170e-08
l2l_z_translation,dense,Float32,72,3,1,1,false,5.441000e-07,5.441000e-07
l2l_z_translation,dense_packed,Float32,72,3,1,1,false,6.922480e-07,6.922480e-07
l2l_z_translation,compiled_block_loop,Float32,72,3,1,1,false,7.726290e-08,7.726290e-08
axis_swap,dense,Float32,72,3,1,1,false,7.448260e-07,7.448260e-07
axis_swap,dense_packed,Float32,72,3,1,1,false,9.391910e-07,9.391910e-07
axis_swap,compiled_block_loop,Float32,72,3,1,1,false,1.465850e-07,1.465850e-07
m2m_z_translation,recurrence,Float64,72,3,8,8,false,3.750130e-07,4.687662e-08
m2l_z_translation,recurrence,Float64,72,3,8,8,false,8.083060e-07,1.010382e-07
l2l_z_translation,recurrence,Float64,72,3,8,8,false,5.556720e-07,6.945900e-08
axis_swap,recurrence,Float64,72,3,8,8,false,3.057130e-06,3.821412e-07
m2m_z_translation,dense,Float64,72,3,8,8,false,9.800180e-07,1.225023e-07
m2m_z_translation,dense_packed,Float64,72,3,8,8,false,1.456330e-06,1.820412e-07
m2m_z_translation,compiled_block_loop,Float64,72,3,8,8,false,4.541210e-07,5.676512e-08
m2l_z_translation,dense,Float64,72,3,8,8,false,9.762400e-07,1.220300e-07
m2l_z_translation,dense_packed,Float64,72,3,8,8,false,1.457930e-06,1.822412e-07
m2l_z_translation,compiled_block_loop,Float64,72,3,8,8,false,4.541510e-07,5.676888e-08
l2l_z_translation,dense,Float64,72,3,8,8,false,9.771720e-07,1.221465e-07
l2l_z_translation,dense_packed,Float64,72,3,8,8,false,1.447010e-06,1.808763e-07
l2l_z_translation,compiled_block_loop,Float64,72,3,8,8,false,4.546220e-07,5.682775e-08
axis_swap,dense,Float64,72,3,8,8,false,1.139130e-06,1.423913e-07
axis_swap,dense_packed,Float64,72,3,8,8,false,1.834440e-06,2.293050e-07
axis_swap,compiled_block_loop,Float64,72,3,8,8,false,8.809110e-07,1.101139e-07
m2m_z_translation,dense,Float32,72,3,8,8,false,9.180210e-07,1.147526e-07
m2m_z_translation,dense_packed,Float32,72,3,8,8,false,1.349130e-06,1.686412e-07
m2m_z_translation,compiled_block_loop,Float32,72,3,8,8,false,4.917020e-07,6.146275e-08
m2l_z_translation,dense,Float32,72,3,8,8,false,9.209070e-07,1.151134e-07
m2l_z_translation,dense_packed,Float32,72,3,8,8,false,1.357140e-06,1.696425e-07
m2l_z_translation,compiled_block_loop,Float32,72,3,8,8,false,4.919520e-07,6.149400e-08
l2l_z_translation,dense,Float32,72,3,8,8,false,9.157570e-07,1.144696e-07
l2l_z_translation,dense_packed,Float32,72,3,8,8,false,1.363250e-06,1.704063e-07
l2l_z_translation,compiled_block_loop,Float32,72,3,8,8,false,4.916510e-07,6.145637e-08
axis_swap,dense,Float32,72,3,8,8,false,1.049370e-06,1.311713e-07
axis_swap,dense_packed,Float32,72,3,8,8,false,1.655010e-06,2.068763e-07
axis_swap,compiled_block_loop,Float32,72,3,8,8,false,1.095150e-06,1.368938e-07
m2m_z_translation,recurrence,Float64,72,3,64,64,false,2.937810e-06,4.590328e-08
m2l_z_translation,recurrence,Float64,72,3,64,64,false,6.407910e-06,1.001236e-07
l2l_z_translation,recurrence,Float64,72,3,64,64,false,4.374900e-06,6.835781e-08
axis_swap,recurrence,Float64,72,3,64,64,false,2.439880e-05,3.812313e-07
m2m_z_translation,dense,Float64,72,3,64,64,false,3.054530e-06,4.772703e-08
m2m_z_translation,dense_packed,Float64,72,3,64,64,false,5.629360e-06,8.795875e-08
m2m_z_translation,compiled_block_loop,Float64,72,3,64,64,false,3.462190e-06,5.409672e-08
m2l_z_translation,dense,Float64,72,3,64,64,false,3.051720e-06,4.768312e-08
m2l_z_translation,dense_packed,Float64,72,3,64,64,false,5.655100e-06,8.836094e-08
m2l_z_translation,compiled_block_loop,Float64,72,3,64,64,false,3.469900e-06,5.421719e-08
l2l_z_translation,dense,Float64,72,3,64,64,false,3.034490e-06,4.741391e-08
l2l_z_translation,dense_packed,Float64,72,3,64,64,false,5.638170e-06,8.809641e-08
l2l_z_translation,compiled_block_loop,Float64,72,3,64,64,false,3.465390e-06,5.414672e-08
axis_swap,dense,Float64,72,3,64,64,false,4.082750e-06,6.379297e-08
axis_swap,dense_packed,Float64,72,3,64,64,false,8.117620e-06,1.268378e-07
axis_swap,compiled_block_loop,Float64,72,3,64,64,false,7.014750e-06,1.096055e-07
m2m_z_translation,dense,Float32,72,3,64,64,false,2.612600e-06,4.082187e-08
m2m_z_translation,dense_packed,Float32,72,3,64,64,false,5.109880e-06,7.984187e-08
m2m_z_translation,compiled_block_loop,Float32,72,3,64,64,false,3.789300e-06,5.920781e-08
m2l_z_translation,dense,Float32,72,3,64,64,false,2.635140e-06,4.117406e-08
m2l_z_translation,dense_packed,Float32,72,3,64,64,false,5.140440e-06,8.031937e-08
m2l_z_translation,compiled_block_loop,Float32,72,3,64,64,false,3.830490e-06,5.985141e-08
l2l_z_translation,dense,Float32,72,3,64,64,false,2.730520e-06,4.266437e-08
l2l_z_translation,dense_packed,Float32,72,3,64,64,false,5.095050e-06,7.961016e-08
l2l_z_translation,compiled_block_loop,Float32,72,3,64,64,false,3.788610e-06,5.919703e-08
axis_swap,dense,Float32,72,3,64,64,false,3.573100e-06,5.582969e-08
axis_swap,dense_packed,Float32,72,3,64,64,false,7.358700e-06,1.149797e-07
axis_swap,compiled_block_loop,Float32,72,3,64,64,false,8.599920e-06,1.343738e-07
m2m_z_translation,recurrence,Float64,72,3,512,512,false,2.339480e-05,4.569297e-08
m2l_z_translation,recurrence,Float64,72,3,512,512,false,5.120600e-05,1.000117e-07
l2l_z_translation,recurrence,Float64,72,3,512,512,false,3.496750e-05,6.829590e-08
axis_swap,recurrence,Float64,72,3,512,512,false,1.950150e-04,3.808887e-07
m2m_z_translation,dense,Float64,72,3,512,512,false,1.869210e-05,3.650801e-08
m2m_z_translation,dense_packed,Float64,72,3,512,512,false,3.771270e-05,7.365762e-08
m2m_z_translation,compiled_block_loop,Float64,72,3,512,512,false,2.765280e-05,5.400938e-08
m2l_z_translation,dense,Float64,72,3,512,512,false,1.876520e-05,3.665078e-08
m2l_z_translation,dense_packed,Float64,72,3,512,512,false,3.719570e-05,7.264785e-08
m2l_z_translation,compiled_block_loop,Float64,72,3,512,512,false,2.766190e-05,5.402715e-08
l2l_z_translation,dense,Float64,72,3,512,512,false,1.878920e-05,3.669766e-08
l2l_z_translation,dense_packed,Float64,72,3,512,512,false,3.673090e-05,7.174004e-08
l2l_z_translation,compiled_block_loop,Float64,72,3,512,512,false,2.760880e-05,5.392344e-08
axis_swap,dense,Float64,72,3,512,512,false,2.709180e-05,5.291367e-08
axis_swap,dense_packed,Float64,72,3,512,512,false,5.783140e-05,1.129520e-07
axis_swap,compiled_block_loop,Float64,72,3,512,512,false,5.629260e-05,1.099465e-07
m2m_z_translation,dense,Float32,72,3,512,512,false,1.569340e-05,3.065117e-08
m2m_z_translation,dense_packed,Float32,72,3,512,512,false,3.535130e-05,6.904551e-08
m2m_z_translation,compiled_block_loop,Float32,72,3,512,512,false,3.019560e-05,5.897578e-08
m2l_z_translation,dense,Float32,72,3,512,512,false,1.644680e-05,3.212266e-08
m2l_z_translation,dense_packed,Float32,72,3,512,512,false,3.487540e-05,6.811602e-08
m2l_z_translation,compiled_block_loop,Float32,72,3,512,512,false,3.015650e-05,5.889941e-08
l2l_z_translation,dense,Float32,72,3,512,512,false,1.550110e-05,3.027559e-08
l2l_z_translation,dense_packed,Float32,72,3,512,512,false,3.538530e-05,6.911191e-08
l2l_z_translation,compiled_block_loop,Float32,72,3,512,512,false,3.020760e-05,5.899922e-08
axis_swap,dense,Float32,72,3,512,512,false,2.232580e-05,4.360508e-08
axis_swap,dense_packed,Float32,72,3,512,512,false,5.167190e-05,1.009217e-07
axis_swap,compiled_block_loop,Float32,72,3,512,512,false,6.842830e-05,1.336490e-07
m2m_z_translation,recurrence,Float64,72,3,4096,2048,true,1.871268e-04,4.568525e-08
m2l_z_translation,recurrence,Float64,72,3,4096,2048,true,4.095680e-04,9.999219e-08
l2l_z_translation,recurrence,Float64,72,3,4096,2048,true,2.795840e-04,6.825781e-08
