stage,form,precision,blas_threads,P,batch,measured_batch,scaled_from_per_expansion,seconds,seconds_per_expansion
m2m_z_translation,recurrence,Float64,72,2,1,1,false,2.715990e-08,2.715990e-08
m2l_z_translation,recurrence,Float64,72,2,1,1,false,5.925310e-08,5.925310e-08
l2l_z_translation,recurrence,Float64,72,2,1,1,false,4.258680e-08,4.258680e-08
axis_swap,recurrence,Float64,72,2,1,1,false,1.869810e-07,1.869810e-07
m2m_z_translation,dense,Float64,72,2,1,1,false,3.618990e-07,3.618990e-07
m2m_z_translation,dense_packed,Float64,72,2,1,1,false,4.799200e-07,4.799200e-07
m2m_z_translation,compiled_block_loop,Float64,72,2,1,1,false,4.587300e-08,4.587300e-08
m2l_z_translation,dense,Float64,72,2,1,1,false,3.622190e-07,3.622190e-07
m2l_z_translation,dense_packed,Float64,72,2,1,1,false,4.795990e-07,4.795990e-07
m2l_z_translation,compiled_block_loop,Float64,72,2,1,1,false,4.546520e-08,4.546520e-08
l2l_z_translation,dense,Float64,72,2,1,1,false,3.613670e-07,3.613670e-07
l2l_z_translation,dense_packed,Float64,72,2,1,1,false,4.799000e-07,4.799000e-07
l2l_z_translation,compiled_block_loop,Float64,72,2,1,1,false,4.523680e-08,4.523680e-08
axis_swap,dense,Float64,72,2,1,1,false,5.389100e-07,5.389100e-07
axis_swap,dense_packed,Float64,72,2,1,1,false,6.762480e-07,6.762480e-07
axis_swap,compiled_block_loop,Float64,72,2,1,1,false,6.524030e-08,6.524030e-08
m2m_z_translation,dense,Float32,72,2,1,1,false,3.616580e-07,3.616580e-07
m2m_z_translation,dense_packed,Float32,72,2,1,1,false,4.692700e-07,4.692700e-07
m2m_z_translation,compiled_block_loop,Float32,72,2,1,1,false,4.451140e-08,4.451140e-08
m2l_z_translation,dense,Float32,72,2,1,1,false,3.608960e-07,3.608960e-07
m2l_z_translation,dense_packed,Float32,72,2,1,1,false,4.703020e-07,4.703020e-07
m2l_z_translation,compiled_block_loop,Float32,72,2,1,1,false,4.442530e-08,4.442530e-08
l2l_z_translation,dense,Float32,72,2,1,1,false,3.649350e-07,3.649350e-07
l2l_z_translation,dense_packed,Float32,72,2,1,1,false,5.007480e-07,5.007480e-07
l2l_z_translation,compiled_block_loop,Float32,72,2,1,1,false,4.494020e-08,4.494020e-08
axis_swap,dense,Float32,72,2,1,1,false,5.332200e-07,5.332200e-07
axis_swap,dense_packed,Float32,72,2,1,1,false,6.669400e-07,6.669400e-07
axis_swap,compiled_block_loop,Float32,72,2,1,1,false,7.162030e-08,7.162030e-08
m2m_z_translation,recurrence,Float64,72,2,8,8,false,2.217250e-07,2.771563e-08
m2l_z_translation,recurrence,Float64,72,2,8,8,false,4.774250e-07,5.967813e-08
l2l_z_translation,recurrence,Float64,72,2,8,8,false,3.444260e-07,4.305325e-08
axis_swap,recurrence,Float64,72,2,8,8,false,1.503420e-06,1.879275e-07
m2m_z_translation,dense,Float64,72,2,8,8,false,6.929390e-07,8.661737e-08
m2m_z_translation,dense_packed,Float64,72,2,8,8,false,1.001938e-06,1.252422e-07
m2m_z_translation,compiled_block_loop,Float64,72,2,8,8,false,2.660380e-07,3.325475e-08
m2l_z_translation,dense,Float64,72,2,8,8,false,6.928990e-07,8.661237e-08
m2l_z_translation,dense_packed,Float64,72,2,8,8,false,1.001587e-06,1.251984e-07
m2l_z_translation,compiled_block_loop,Float64,72,2,8,8,false,2.660890e-07,3.326112e-08
l2l_z_translation,dense,Float64,72,2,8,8,false,6.930500e-07,8.663125e-08
l2l_z_translation,dense_packed,Float64,72,2,8,8,false,9.999050e-07,1.249881e-07
l2l_z_translation,compiled_block_loop,Float64,72,2,8,8,false,2.660790e-07,3.325988e-08
axis_swap,dense,Float64,72,2,8,8,false,7.824980e-07,9.781225e-08
axis_swap,dense_packed,Float64,72,2,8,8,false,1.178010e-06,1.472513e-07
axis_swap,compiled_block_loop,Float64,72,2,8,8,false,4.377500e-07,5.471875e-08
m2m_z_translation,dense,Float32,72,2,8,8,false,6.678520e-07,8.348150e-08
m2m_z_translation,dense_packed,Float32,72,2,8,8,false,9.547500e-07,1.193438e-07
m2m_z_translation,compiled_block_loop,Float32,72,2,8,8,false,2.718200e-07,3.397750e-08
m2l_z_translation,dense,Float32,72,2,8,8,false,6.702470e-07,8.378087e-08
m2l_z_translation,dense_packed,Float32,72,2,8,8,false,9.574960e-07,1.196870e-07
m2l_z_translation,compiled_block_loop,Float32,72,2,8,8,false,2.718800e-07,3.398500e-08
l2l_z_translation,dense,Float32,72,2,8,8,false,6.678020e-07,8.347525e-08
l2l_z_translation,dense_packed,Float32,72,2,8,8,false,9.620640e-07,1.202580e-07
l2l_z_translation,compiled_block_loop,Float32,72,2,8,8,false,2.725000e-07,3.406250e-08
axis_swap,dense,Float32,72,2,8,8,false,7.140690e-07,8.925862e-08
axis_swap,dense_packed,Float32,72,2,8,8,false,1.097460e-06,1.371825e-07
axis_swap,compiled_block_loop,Float32,72,2,8,8,false,5.098560e-07,6.373200e-08
m2m_z_translation,recurrence,Float64,72,2,64,64,false,1.708510e-06,2.669547e-08
m2l_z_translation,recurrence,Float64,72,2,64,64,false,3.761250e-06,5.876953e-08
l2l_z_translation,recurrence,Float64,72,2,64,64,false,2.694750e-06,4.210547e-08
axis_swap,recurrence,Float64,72,2,64,64,false,1.198150e-05,1.872109e-07
m2m_z_translation,dense,Float64,72,2,64,64,false,1.864790e-06,2.913734e-08
m2m_z_translation,dense_packed,Float64,72,2,64,64,false,3.533730e-06,5.521453e-08
m2m_z_translation,compiled_block_loop,Float64,72,2,64,64,false,2.020880e-06,3.157625e-08
m2l_z_translation,dense,Float64,72,2,64,64,false,1.862390e-06,2.909984e-08
m2l_z_translation,dense_packed,Float64,72,2,64,64,false,3.522410e-06,5.503766e-08
m2l_z_translation,compiled_block_loop,Float64,72,2,64,64,false,2.033110e-06,3.176734e-08
l2l_z_translation,dense,Float64,72,2,64,64,false,1.861390e-06,2.908422e-08
l2l_z_translation,dense_packed,Float64,72,2,64,64,false,3.568390e-06,5.575609e-08
l2l_z_translation,compiled_block_loop,Float64,72,2,64,64,false,2.019190e-06,3.154984e-08
axis_swap,dense,Float64,72,2,64,64,false,2.482260e-06,3.878531e-08
axis_swap,dense_packed,Float64,72,2,64,64,false,4.800400e-06,7.500625e-08
axis_swap,compiled_block_loop,Float64,72,2,64,64,false,3.403080e-06,5.317312e-08
m2m_z_translation,dense,Float32,72,2,64,64,false,1.846060e-06,2.884469e-08
m2m_z_translation,dense_packed,Float32,72,2,64,64,false,3.406790e-06,5.323109e-08
m2m_z_translation,compiled_block_loop,Float32,72,2,64,64,false,2.088620e-06,3.263469e-08
m2l_z_translation,dense,Float32,72,2,64,64,false,1.844950e-06,2.882734e-08
m2l_z_translation,dense_packed,Float32,72,2,64,64,false,3.483030e-06,5.442234e-08
m2l_z_translation,compiled_block_loop,Float32,72,2,64,64,false,2.087320e-06,3.261438e-08
l2l_z_translation,dense,Float32,72,2,64,64,false,1.843050e-06,2.879766e-08
l2l_z_translation,dense_packed,Float32,72,2,64,64,false,3.486030e-06,5.446922e-08
l2l_z_translation,compiled_block_loop,Float32,72,2,64,64,false,2.082200e-06,3.253438e-08
axis_swap,dense,Float32,72,2,64,64,false,2.192710e-06,3.426109e-08
axis_swap,dense_packed,Float32,72,2,64,64,false,4.368590e-06,6.825922e-08
axis_swap,compiled_block_loop,Float32,72,2,64,64,false,4.089670e-06,6.390109e-08
m2m_z_translation,recurrence,Float64,72,2,512,512,false,1.407130e-05,2.748301e-08
m2l_z_translation,recurrence,Float64,72,2,512,512,false,3.002730e-05,5.864707e-08
l2l_z_translation,recurrence,Float64,72,2,512,512,false,2.149630e-05,4.198496e-08
axis_swap,recurrence,Float64,72,2,512,512,false,9.568340e-05,1.868816e-07
m2m_z_translation,dense,Float64,72,2,512,512,false,1.109080e-05,2.166172e-08
m2m_z_translation,dense_packed,Float64,72,2,512,512,false,2.309130e-05,4.510020e-08
m2m_z_translation,compiled_block_loop,Float64,72,2,512,512,false,1.606710e-05,3.138105e-08
m2l_z_translation,dense,Float64,72,2,512,512,false,1.111490e-05,2.170879e-08
m2l_z_translation,dense_packed,Float64,72,2,512,512,false,2.330070e-05,4.550918e-08
m2l_z_translation,compiled_block_loop,Float64,72,2,512,512,false,1.614920e-05,3.154141e-08
l2l_z_translation,dense,Float64,72,2,512,512,false,1.115190e-05,2.178105e-08
l2l_z_translation,dense_packed,Float64,72,2,512,512,false,2.320450e-05,4.532129e-08
l2l_z_translation,compiled_block_loop,Float64,72,2,512,512,false,1.614830e-05,3.153965e-08
axis_swap,dense,Float64,72,2,512,512,false,1.544700e-05,3.016992e-08
axis_swap,dense_packed,Float64,72,2,512,512,false,3.258710e-05,6.364668e-08
axis_swap,compiled_block_loop,Float64,72,2,512,512,false,2.714480e-05,5.301719e-08
m2m_z_translation,dense,Float32,72,2,512,512,false,1.077020e-05,2.103555e-08
